x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,amount,fraud
1.13,0.039,-0.352,-0.027,0.093,0.276,-0.22,-0.816,0.457,-0.093,-0.227,-0.569,-0.03,-0.009,0.498,-0.544,0.031,0.018,29.99,0
-0.37,1.256,1.477,-1.283,-0.018,-0.116,-2.39,-0.486,-1.621,-0.357,0.211,0.542,-0.433,-0.752,-0.072,-0.362,0.157,0.219,1.0,0
1.983,0.315,0.982,-0.795,-0.39,-0.624,0.745,-0.633,-0.114,-0.124,0.251,0.751,-0.074,0.802,0.569,-0.478,-0.046,-0.062,36.0,0
-4.195,-3.382,-0.246,-0.168,0.832,1.793,-0.035,-1.126,0.847,0.024,0.047,0.822,1.333,0.095,1.07,0.116,0.429,-0.161,235.97,0
-0.773,1.184,0.326,-0.444,0.376,-0.056,1.604,0.255,-0.002,-0.044,-0.183,-0.541,-0.147,-0.743,-0.161,-0.239,0.016,0.09,10.0,0
-0.38,1.052,1.113,-0.306,-0.284,-1.652,0.147,-1.109,-1.038,0.028,0.085,0.204,-0.203,0.003,0.243,-0.136,-0.196,-0.2,46.3,0
-5.383,4.363,-2.198,1.73,-5.058,0.418,-0.256,-0.605,0.049,-2.299,7.799,-3.161,1.455,0.02,0.127,-0.264,-0.843,-0.236,6.09,0
2.024,-0.149,0.95,-0.75,-0.499,0.065,0.947,-0.327,0.404,0.041,0.104,0.331,-0.16,0.204,0.466,0.823,-0.137,-0.07,84.98,0
0.937,-0.85,-0.606,0.692,0.149,0.785,1.588,-1.059,1.133,0.396,-0.143,-0.48,-0.238,-0.715,0.251,0.975,-0.06,0.024,171.32,0
1.864,0.494,-0.163,0.155,-0.012,0.804,1.932,-1.168,-1.785,-0.303,-0.346,-0.74,0.442,-0.127,-0.584,-0.422,-0.017,-0.03,9.95,0
-0.426,-2.017,-0.786,-0.526,-0.403,-0.981,-0.916,0.451,-0.992,1.499,0.154,-1.622,-0.607,0.334,0.042,-0.384,-0.201,0.165,853.01,0
-2.201,3.974,-0.631,-1.966,1.946,-0.027,0.307,1.002,-0.431,0.344,-0.146,-0.438,0.356,-0.486,0.037,-0.331,0.265,0.052,2.75,0
-3.231,-2.977,0.915,-1.332,0.333,-0.152,0.139,-0.432,-0.06,1.639,0.487,-0.218,0.84,-0.578,-0.192,0.858,0.084,-0.237,441.0,0
1.856,-1.092,-0.461,0.258,-0.007,-0.136,-0.204,0.318,-1.008,-0.356,-0.291,-0.599,0.085,-0.053,-0.127,-0.675,0.03,-0.006,156.0,0
-0.328,1.12,0.274,-1.09,0.175,-0.352,1.094,-0.538,-0.042,-0.054,-0.209,-0.533,0.107,-0.091,-0.41,0.146,0.127,0.028,9.0,0
1.531,-2.56,-1.629,-1.006,-0.398,-1.268,-0.52,-0.431,-0.057,0.287,-0.182,-0.939,0.0,-0.063,-0.424,-0.397,-0.081,0.013,413.25,0
1.193,0.223,0.005,-0.097,0.121,-0.161,-0.131,0.704,-0.141,-0.11,-0.233,-0.689,0.109,-0.357,0.146,0.128,-0.013,0.013,1.98,0
-0.626,1.217,1.022,0.053,0.557,-0.158,-0.757,-1.384,0.48,-0.028,0.038,0.252,-0.355,-1.538,-0.038,0.656,0.24,0.177,27.98,0
-10.632,7.252,-10.167,-4.51,6.784,-4.659,0.339,0.557,3.813,-0.81,2.715,0.696,-1.138,0.459,0.386,0.522,-1.417,-0.488,188.52,1
0.699,-0.662,0.197,0.22,-0.136,-0.194,0.677,-0.619,0.553,0.54,0.132,-0.14,-0.581,-0.787,0.882,-0.256,-0.048,0.046,306.12,0
1.206,0.279,-0.32,-0.928,-0.232,0.013,0.058,0.958,-0.449,-0.099,0.15,0.456,-0.183,0.412,0.76,-0.221,0.012,0.023,24.0,0
0.926,0.209,0.336,1.716,0.53,-0.33,0.362,0.102,-2.298,-0.262,0.075,0.563,0.071,-0.606,0.283,0.183,0.082,0.012,15.72,0
-0.481,1.149,3.005,3.364,0.109,0.166,-0.449,0.162,-0.442,-0.01,0.414,-1.191,0.235,0.575,-0.367,0.162,0.253,0.139,6.54,0
2.391,-1.159,-0.438,-0.59,-0.236,-1.846,-0.028,-0.479,0.609,-0.454,-0.342,-0.605,0.165,-1.159,-0.079,-0.263,-0.029,-0.081,5.76,0
2.075,0.018,0.835,-0.186,-0.037,0.255,-0.428,0.287,0.098,-0.132,0.155,0.482,-0.055,-0.255,0.139,0.688,-0.075,-0.054,11.1,0
0.778,-0.357,-0.331,0.09,0.053,-0.055,0.123,-0.826,-0.212,0.183,0.071,0.033,-0.204,0.25,0.555,-0.362,0.006,0.038,179.0,0
-2.486,-1.654,-0.234,-1.775,0.193,-2.415,1.932,-0.208,-0.642,-0.334,-0.391,-0.223,1.524,0.347,0.307,-0.444,0.596,0.004,64.05,0
-0.377,1.043,0.169,-0.603,-0.042,-0.379,0.227,0.872,0.2,0.123,-0.259,-0.677,-0.081,-0.131,-0.123,0.102,0.265,0.116,4.86,0
-1.344,0.262,0.234,1.338,0.655,-0.856,1.113,-0.501,1.449,0.772,0.154,0.154,0.269,-1.329,0.212,-0.169,0.229,0.08,249.88,0
-0.691,1.479,1.939,0.852,-0.181,-1.99,1.277,-1.141,-1.366,0.099,0.207,0.741,-0.733,0.083,1.161,0.343,-0.175,-0.17,10.62,0
-0.438,-0.097,1.397,-0.81,-1.509,-1.272,0.276,-0.605,-0.329,-0.715,-0.301,0.495,-0.805,-0.882,0.1,0.883,-0.616,-0.555,184.99,0
2.147,-1.043,-0.837,-0.261,-0.063,0.114,0.481,0.22,0.562,0.07,0.314,0.913,0.11,0.516,-0.093,-0.108,0.002,-0.039,36.95,0
1.742,-1.328,-0.448,-0.497,-0.382,-0.538,1.208,-0.06,-0.786,-0.083,-0.115,-0.15,-0.16,-0.665,0.007,0.475,-0.069,-0.024,244.9,0
1.061,-0.934,-1.358,-0.456,0.126,2.115,-1.185,1.729,0.297,-0.017,0.179,0.566,-0.137,0.12,0.339,0.139,0.038,0.032,90.0,0
-1.582,0.266,0.027,-0.102,0.658,0.247,-1.133,0.296,-0.319,-0.21,0.205,0.348,-0.506,0.717,0.471,0.652,-0.203,-0.106,11.5,0
1.017,-0.277,-0.959,0.437,0.267,1.764,1.817,0.402,-0.901,-0.038,0.18,0.717,-0.049,0.007,0.068,0.441,-0.001,0.021,54.99,0
-0.211,1.216,0.945,-0.8,-0.347,-0.799,0.604,-0.409,0.741,0.193,0.147,0.731,-0.218,0.024,0.07,-0.379,0.433,0.248,40.27,0
-0.107,0.505,0.13,0.607,0.19,0.583,0.008,-0.339,-0.712,0.004,0.093,0.563,0.085,0.649,-0.548,-0.894,0.07,-0.143,12.5,0
-1.105,0.524,1.509,-1.246,-1.364,-0.105,-1.721,-0.787,-0.238,-0.691,0.752,0.158,-0.487,0.039,0.181,-0.571,0.047,-0.114,54.4,0
-0.308,1.261,0.025,-0.757,-0.29,0.69,2.177,0.426,0.399,0.018,-0.289,-0.61,0.074,0.298,-0.755,0.035,-0.015,0.162,24.99,0
1.334,0.232,2.557,3.063,0.647,-0.401,-0.117,0.877,0.12,-0.037,-0.051,-0.243,-0.18,1.01,1.01,-0.28,-0.006,0.004,0.89,0
-0.535,-0.288,0.625,0.131,0.678,0.303,0.578,-0.829,0.264,0.01,0.372,0.836,-0.136,-1.316,-0.599,0.539,-0.045,-0.141,18.48,0
-4.053,-1.605,0.113,0.566,-0.811,2.08,-0.432,0.942,0.534,-0.588,-0.723,0.699,-1.402,0.446,0.082,-0.247,0.622,-0.839,361.03,0
1.317,-0.046,2.144,3.191,0.744,-0.117,0.004,1.125,0.17,0.028,-0.051,-0.275,-0.105,1.043,0.686,0.412,-0.04,0.004,9.82,0
-1.93,-0.867,0.962,-2.136,0.236,-0.413,0.68,0.705,1.643,0.571,0.419,0.512,-0.196,0.606,0.233,-0.464,0.029,-0.222,44.36,0
1.964,-0.05,-0.072,-1.324,-0.273,1.092,-0.595,-0.08,0.114,-0.157,-0.233,-0.492,0.168,-0.08,-0.091,-0.093,-0.015,-0.017,38.75,0
1.846,-0.123,0.781,-0.945,-0.474,-0.047,-0.427,0.352,-0.211,-0.014,0.156,0.24,-0.218,-0.781,0.493,-0.447,-0.059,-0.048,144.0,0
2.071,0.108,0.119,-1.342,-0.56,1.947,2.728,0.03,-0.274,-0.206,0.119,0.811,-0.035,-0.025,0.35,-0.394,-0.022,-0.059,11.03,0
-0.359,0.65,0.097,-1.523,-0.394,0.964,-1.073,0.978,-0.094,-0.025,0.05,0.484,-0.286,0.362,0.045,-0.836,0.233,-0.016,1.0,0
-2.034,1.423,0.338,0.099,-3.259,-0.44,0.856,0.072,0.392,-0.957,2.835,-1.394,0.738,-0.078,-0.37,0.024,0.044,0.28,10.45,0
-0.315,1.095,0.277,1.663,-2.157,-0.585,0.661,2.093,-1.217,-0.625,2.422,-0.127,-0.028,-0.62,0.401,-0.074,0.419,0.227,92.0,0
-1.306,2.123,1.937,4.84,-3.793,-2.044,-0.355,0.624,-0.248,1.227,-2.492,0.537,0.464,0.933,-0.383,-0.092,-0.134,0.052,3.91,0
-0.673,0.544,2.392,-0.989,-0.247,-0.938,-0.844,-1.375,-0.146,-0.072,0.436,1.102,-0.536,0.278,0.883,-0.014,0.014,0.111,21.69,0
2.068,0.352,0.548,-1.433,-0.484,-0.078,-0.615,0.281,-0.452,-0.332,0.119,0.453,0.002,-0.027,0.443,-0.479,-0.031,-0.066,1.0,0
-0.644,-0.181,-1.47,0.667,-2.392,-1.757,-0.599,-0.819,0.447,-1.079,2.219,-0.374,-0.215,-0.502,-1.057,-0.198,0.536,0.168,183.0,0
-2.191,1.052,-1.795,0.381,-6.341,-1.389,-1.22,0.113,-1.051,-1.921,6.154,-1.5,0.688,0.231,-0.251,-0.183,0.523,0.178,44.5,0
-7.658,-8.027,2.038,-1.788,-1.356,1.119,0.938,-0.22,3.034,-7.021,-2.324,1.179,3.531,-0.132,-1.292,-0.471,1.659,0.645,255.0,0
-2.373,2.412,-0.542,0.687,0.353,-0.651,1.244,0.215,1.501,-0.077,-0.187,-0.72,-0.075,-0.147,-0.065,-0.168,-2.123,-0.758,16.73,0
-1.38,1.236,-0.84,-0.57,1.131,-0.219,-0.658,0.061,-0.941,-0.159,0.031,-0.093,0.13,0.243,-0.31,0.734,0.047,-0.019,2.77,0
1.28,-0.453,-0.271,0.733,0.087,-0.822,1.509,1.331,-1.237,-0.373,-0.273,-0.288,-0.177,-1.347,0.516,-0.19,0.082,0.029,51.0,0
-1.167,0.321,0.654,0.042,-0.246,0.916,-0.32,-0.191,-0.013,-0.319,0.093,0.676,-0.384,0.648,1.014,-0.063,-0.667,-0.261,4.74,0
-1.207,1.025,0.808,-0.526,0.074,-0.898,-0.878,-0.83,-1.974,-0.333,0.12,0.141,-0.371,0.183,0.709,-0.596,-0.142,0.054,9.99,0
1.347,-0.791,-1.412,-0.427,-0.003,-0.308,-0.1,1.413,-0.87,-0.437,-0.245,-0.275,-0.016,-0.093,0.108,1.139,-0.031,0.017,29.98,0
-2.482,1.805,-0.521,2.171,-1.76,2.546,-0.444,-0.776,1.439,0.845,1.054,0.185,-0.199,-0.433,0.578,0.479,-0.03,-0.929,0.0,0
2.073,0.15,0.959,-0.248,-0.183,0.072,-0.556,-1.102,0.459,-0.298,0.025,0.27,-0.13,-1.102,0.555,-0.441,-0.021,-0.085,1.0,0
1.818,-0.263,-0.111,-1.031,-0.14,0.832,-0.76,-0.772,0.356,-0.052,-0.147,-0.396,0.122,-0.048,-0.154,-0.121,-0.029,-0.018,88.72,0
0.219,0.23,-0.127,-0.9,-0.169,-0.86,1.627,-0.272,0.05,0.187,0.327,1.035,-0.148,-0.175,-0.32,-0.16,0.109,0.085,19.99,0
1.691,-1.731,-1.797,-0.327,-0.0,0.415,-0.098,0.753,-1.093,-0.195,-0.211,-0.487,0.206,-0.133,-0.789,0.475,-0.03,0.001,218.26,0
-0.799,0.761,2.405,3.47,0.989,0.175,-0.327,-0.505,0.257,0.265,-0.286,-0.673,-0.191,1.03,0.223,0.397,0.392,0.219,5.0,0
-1.074,0.416,-0.759,-1.67,0.09,0.005,-0.71,0.621,1.319,0.227,0.536,0.864,0.451,-0.144,-0.206,-0.539,0.503,-0.238,11.0,1
1.207,-1.087,1.234,3.302,0.77,-0.964,0.396,1.165,-0.327,-0.101,-0.675,-1.934,0.15,0.981,-0.005,0.679,-0.069,0.031,126.33,0
0.268,1.68,4.347,2.52,0.509,-0.829,-0.611,0.332,-0.082,0.215,0.311,1.276,-0.095,0.508,-1.021,-0.334,0.788,0.513,30.0,0
-1.155,1.273,0.293,-1.084,-0.137,-0.389,0.16,0.534,-0.713,0.034,-0.254,-0.813,-0.193,0.335,0.264,0.001,-0.037,0.156,0.89,0
-2.363,2.026,-0.532,-1.269,-1.664,0.464,0.46,0.019,-0.465,0.201,-1.266,0.052,0.217,1.047,0.29,-1.366,-0.324,0.036,2.35,0
-6.069,-5.78,-0.584,0.393,0.316,0.52,0.945,1.583,3.722,-2.174,-0.496,1.632,3.565,-0.909,-0.042,0.644,0.666,0.063,500.0,0
0.789,-1.021,-0.504,-0.175,0.042,0.866,0.0,1.486,0.157,0.306,0.298,0.543,-0.266,-0.197,0.385,0.15,-0.02,0.03,219.18,0
-10.038,-11.972,5.93,-4.388,0.56,1.265,-0.601,0.396,-0.048,-0.786,-0.26,1.319,7.654,0.138,1.448,1.231,1.092,-0.145,224.0,0
1.063,-2.044,-1.118,-0.186,-0.167,1.446,0.546,0.611,-0.204,0.818,0.46,0.489,-0.344,-0.342,-0.302,0.1,-0.072,0.04,500.0,0
-1.743,2.045,2.568,3.111,1.186,1.153,-0.392,0.26,-0.61,0.875,-0.568,-1.045,0.204,0.567,-0.062,0.17,0.691,0.251,20.27,0
-1.702,-1.094,0.899,0.46,0.132,0.695,-0.984,-1.799,1.62,0.317,-0.336,-0.483,0.016,0.227,0.152,-0.425,-0.423,-0.098,48.93,0
0.06,1.031,0.788,-0.987,-0.166,-0.216,0.806,-0.319,-0.48,0.095,-0.285,-0.659,0.188,1.006,-0.459,0.086,0.226,0.092,17.99,0
1.297,0.791,0.596,-0.743,-0.262,-0.217,1.299,1.017,-0.318,0.006,-0.109,-0.176,-0.242,-0.568,0.844,-0.279,0.042,0.051,1.0,0
-19.642,14.706,-14.898,0.841,-11.92,-8.961,-1.071,-2.992,1.423,3.835,-8.229,3.318,2.585,0.195,-1.195,0.038,-4.127,-0.645,2.28,1
-2.377,1.895,0.33,-0.596,-0.528,2.066,-1.06,-0.687,0.19,0.726,-0.728,-0.652,0.191,-0.462,-0.14,0.057,0.026,-0.398,44.99,0
1.153,-0.335,-0.712,-0.1,0.19,0.638,-1.083,-0.668,0.319,-0.164,-0.03,0.106,-0.009,0.314,0.282,1.114,-0.061,-0.013,10.0,0
1.118,-2.331,0.089,4.417,1.097,-0.573,0.175,-1.971,0.884,0.118,-0.41,-0.902,-0.135,1.019,0.456,-0.215,0.065,0.054,195.0,0
-0.924,0.748,1.298,-0.5,-0.111,0.35,2.372,-1.693,0.258,0.047,-0.362,-0.9,-0.292,-0.43,0.521,0.283,-0.081,0.03,1.98,0
-0.759,0.727,2.272,3.182,0.963,0.045,-0.081,0.713,-0.344,0.278,-0.167,-0.516,-0.103,1.033,-0.134,0.739,0.366,0.228,1.46,0
1.154,0.143,-0.371,-0.433,0.161,0.0,-1.533,0.808,-0.333,-0.211,-0.213,-0.698,0.191,0.14,0.031,0.099,-0.021,0.016,1.98,0
2.296,-1.668,-1.023,0.238,0.137,-0.93,-1.174,-0.428,0.524,-0.477,-0.189,-0.148,0.094,-1.514,-0.21,-0.101,0.01,-0.071,28.8,0
-2.618,-0.648,-0.64,-0.413,0.284,0.226,-0.603,-0.941,-0.877,-0.271,-0.036,-0.1,-0.558,0.319,0.311,-0.448,0.269,-0.406,350.6,0
-2.751,2.183,-0.544,-0.115,0.809,-0.085,0.154,0.625,0.256,0.136,0.165,0.649,-0.108,0.032,-0.191,-0.409,-0.64,-0.166,25.28,0
0.423,-3.32,-0.485,2.358,0.426,-0.408,0.092,-0.132,-1.645,0.879,-0.189,-1.67,-0.162,-1.045,-0.911,-1.069,-0.035,0.093,797.47,0
1.175,-0.273,-1.219,-0.333,0.154,1.147,-1.383,0.357,-0.03,-0.186,-0.107,-0.19,0.046,0.39,0.206,0.321,0.007,0.025,11.9,0
-0.961,1.027,-0.484,0.297,0.662,-0.414,-0.699,-0.807,0.066,-0.275,-0.047,-0.195,0.012,0.183,-0.099,-0.595,-0.138,-0.025,49.99,0
-0.381,0.807,0.044,-0.776,-0.023,-0.515,-1.055,0.941,-0.208,-0.105,-0.324,-1.073,0.324,0.327,-0.962,-0.123,0.097,0.158,27.38,0
2.101,-0.642,-0.526,-0.377,0.008,-0.361,1.1,-0.438,0.482,0.137,0.3,0.93,0.119,0.692,-0.133,-0.147,0.027,-0.012,19.95,0
0.894,-0.351,-0.371,1.707,0.568,0.358,-0.585,-1.766,-0.349,-0.02,0.061,0.288,-0.257,-0.783,0.506,0.219,0.043,0.023,96.0,0
-4.08,3.544,-1.034,-0.2,-3.334,-0.499,-0.117,0.686,-0.293,-1.433,4.918,-1.034,0.072,-0.218,1.2,0.104,-0.352,-0.15,50.0,0
-0.497,0.325,1.124,-1.019,-0.042,-0.259,-1.488,-0.24,0.048,-0.129,0.398,1.002,-0.305,-0.338,-0.054,-0.182,0.122,0.162,4.51,0
-5.554,4.747,-2.119,-1.55,1.591,2.834,0.896,0.585,-1.295,1.927,-0.541,-0.552,0.343,0.369,0.69,0.723,0.825,0.153,0.23,0
0.085,-1.319,1.339,4.079,0.764,-0.844,0.231,-0.145,-1.263,-0.132,-0.261,0.024,0.009,0.656,-0.344,-0.386,-0.143,-0.436,34.0,0
2.07,0.263,0.889,-1.094,-0.302,-0.091,-0.755,-0.816,0.224,-0.194,0.072,0.33,-0.019,0.724,0.346,0.659,-0.11,-0.06,3.93,0
-5.173,-4.243,3.233,-2.253,0.023,1.272,0.112,0.442,-0.006,-1.188,-0.243,0.415,-0.807,0.891,0.608,0.69,-0.586,1.945,59.0,0
1.363,-1.242,-1.89,-0.716,0.006,-1.861,-0.618,0.158,-0.033,-0.299,-0.29,-0.668,0.168,0.464,0.024,-0.441,0.025,0.027,55.5,0
-1.243,-4.214,-2.214,0.84,0.101,0.8,-1.023,-0.587,-0.296,2.245,0.597,-0.805,-0.949,0.31,-0.351,0.249,-0.212,0.219,1210.95,0
-1.374,1.663,3.35,-0.447,-4.319,4.259,-1.779,-0.443,-0.125,2.189,-1.0,0.692,-0.847,0.678,0.142,0.051,-2.9,-3.255,34.59,0
1.134,0.129,0.065,0.335,0.152,0.053,-0.158,-0.77,0.044,-0.156,-0.068,-0.008,-0.12,-0.287,0.675,-0.311,0.035,0.004,14.32,0
2.013,0.138,0.423,-0.651,-0.131,0.146,0.444,-0.563,0.267,-0.113,-0.293,-0.759,0.342,0.684,-0.298,0.141,-0.064,-0.037,4.99,0
0.91,0.211,0.304,-1.6,-3.3,-1.329,-1.394,-1.425,-0.486,0.394,-0.643,2.165,-0.048,0.036,-0.128,-0.05,0.218,0.417,20.0,0
-1.045,-0.759,0.459,-0.194,0.107,-1.322,0.913,-1.203,-0.299,0.149,-0.415,-0.973,0.269,-0.824,-0.226,0.769,0.234,0.193,125.5,0
-2.249,-0.547,-0.771,1.309,1.507,-1.13,-0.704,1.641,-2.018,-0.477,0.098,0.563,-0.035,-0.645,-0.529,-0.083,0.2,-0.12,90.0,0
0.246,0.431,0.302,-0.774,-0.833,0.354,-0.515,0.714,0.07,-0.028,0.266,1.192,-0.168,-0.083,-0.429,-0.216,-0.291,-0.368,124.39,0
1.205,0.775,0.432,0.217,-0.098,0.963,2.523,-1.559,-0.679,-0.095,-0.334,-0.471,-0.203,-0.574,0.744,0.088,-0.0,0.033,7.58,0
-0.016,-2.962,-2.412,-0.162,-0.06,-0.044,-1.159,0.77,-1.195,0.795,0.127,-0.645,-0.556,0.387,-0.091,0.507,-0.109,0.144,694.0,0
1.207,-3.142,-1.237,1.473,0.311,-1.29,0.841,0.204,-0.838,0.5,-0.018,-0.581,0.032,-1.67,-0.938,-0.424,-0.006,0.022,495.9,0
-1.039,0.152,2.456,3.871,1.183,-0.118,-0.129,0.213,-0.493,0.148,0.015,-0.214,-0.216,0.978,0.571,-0.463,0.065,0.082,31.0,0
0.031,0.808,0.349,-0.967,-0.316,-0.189,0.058,0.258,-0.463,-0.184,0.224,0.642,-0.159,-0.072,-0.262,0.305,-0.108,0.023,33.98,0
2.31,-1.346,-0.85,0.217,-0.012,-1.464,1.854,-0.832,0.315,-0.31,-0.13,0.177,0.198,0.106,-0.161,-0.194,0.028,-0.053,5.4,0
0.221,1.815,1.39,-2.208,-0.176,-0.45,-0.73,0.023,0.256,-0.162,0.421,1.522,-0.105,-0.155,-1.058,-0.395,0.507,0.39,1.0,0
-8.887,-5.334,-1.778,2.333,-0.193,1.866,0.271,-0.023,-0.202,-2.749,-1.773,-0.398,-1.457,-0.694,-0.626,-0.727,0.024,3.441,617.9,0
-0.367,-0.772,-1.145,-0.673,0.199,-2.096,-1.18,-0.387,-0.852,-0.41,0.046,0.292,-0.138,0.273,0.05,-0.273,0.019,0.006,5.4,0
1.027,-0.658,-1.359,-0.494,0.044,1.029,-0.714,0.804,-0.083,0.091,0.123,0.238,-0.107,0.466,0.147,1.101,-0.06,0.031,109.0,0
-0.326,0.826,1.348,-0.951,-0.37,0.004,-0.246,-0.803,0.094,-0.227,0.166,0.524,-0.127,0.688,-0.425,-0.446,-0.107,0.297,1.0,0
1.301,-1.411,-2.2,-1.015,-0.103,-1.458,-0.809,0.956,-0.464,-0.239,-0.219,-0.523,0.121,0.634,0.027,-0.358,0.027,0.047,100.0,0
-0.736,0.422,-0.269,-0.57,0.534,-1.193,0.438,0.554,-0.539,0.175,0.139,0.195,-0.043,-0.529,0.015,-0.383,0.166,-0.003,24.9,0
-1.04,0.566,-0.315,0.018,0.538,0.085,-2.384,1.438,1.213,-0.037,-0.035,-0.071,0.086,-0.307,-0.79,0.987,-0.208,-0.138,0.77,0
-0.969,1.287,-0.217,0.306,0.674,-1.146,0.464,0.86,0.448,-0.035,-0.004,-0.168,-0.089,-0.015,0.063,-0.476,-0.017,0.015,12.98,0
-1.666,0.019,1.214,-0.428,0.063,0.52,-0.91,-0.839,0.983,0.293,-0.357,-0.447,-0.315,-0.482,0.124,0.263,0.351,0.251,1.0,0
-1.152,0.432,-0.248,-0.198,0.02,2.462,2.085,-2.587,0.39,-0.106,-0.324,0.139,0.431,0.33,-0.171,0.342,0.063,0.194,0.01,0
-1.313,0.101,1.93,1.048,0.325,0.996,1.45,-0.525,-1.01,0.225,-0.115,0.103,-0.252,-1.459,0.413,0.407,0.064,-0.13,14.5,0
2.004,-0.126,-0.118,-0.858,-0.153,0.312,-0.288,-0.592,0.334,-0.238,-0.229,-0.568,0.348,0.011,-0.363,0.179,-0.073,-0.07,1.98,0
2.01,0.317,0.387,-1.383,-0.315,0.706,-0.165,-0.357,-0.347,-0.143,-0.009,0.314,-0.043,-0.148,0.192,0.729,-0.033,-0.012,12.31,0
2.053,-0.069,0.896,-1.328,-0.659,1.223,2.385,-1.447,0.603,-0.047,0.199,0.902,-0.203,0.871,0.605,0.968,-0.188,-0.098,59.59,0
-0.455,1.223,0.231,-0.56,-0.021,-1.251,-1.111,0.475,-0.955,0.05,-0.147,-0.714,0.127,0.21,-0.086,-0.226,-0.008,0.06,83.63,0
-2.869,-2.993,2.666,0.639,0.984,0.397,0.541,-0.592,-0.336,-0.777,-0.234,0.217,3.267,-1.022,-1.92,-0.321,0.561,-0.033,72.24,0
2.001,-0.4,-0.124,0.022,0.008,1.203,0.645,1.064,0.135,-0.074,-0.167,-0.458,0.287,0.005,-0.36,-0.442,0.012,-0.027,37.27,0
2.051,0.66,1.449,0.472,-0.116,-1.036,-0.264,-1.222,-0.848,-0.279,-0.104,-0.242,0.003,-0.346,0.378,0.053,-0.07,-0.065,2.27,0
-0.385,0.729,0.244,-0.522,-0.262,-0.512,0.163,2.053,1.123,0.164,-0.16,-0.194,0.3,0.371,-0.886,0.23,-0.1,-0.064,1.98,0
-1.524,1.524,1.826,3.09,1.349,1.851,1.634,-0.013,-0.718,0.492,-0.387,-0.848,0.057,0.953,0.112,0.721,0.447,0.232,1.46,0
-1.207,1.545,-0.103,-0.464,0.844,-0.819,-0.733,-0.779,-0.317,-0.567,0.223,0.345,0.186,-0.127,-1.722,0.299,-0.163,0.061,280.0,0
0.418,0.295,0.981,-0.988,-0.413,-2.083,0.311,-1.661,0.734,0.066,0.615,1.726,-0.39,0.812,0.549,0.175,-0.063,-0.043,30.0,0
1.073,-0.434,-1.642,-0.821,-0.005,0.769,0.344,1.606,-0.635,0.071,0.269,0.7,0.009,1.02,-0.016,1.073,-0.037,0.038,64.63,0
1.703,-0.494,-0.332,-1.151,-0.314,0.694,0.44,0.361,-0.28,0.201,-0.014,-0.229,0.069,-0.003,-0.322,0.493,-0.075,0.0,174.76,0
-2.854,-0.526,-0.497,0.341,0.807,-1.188,1.454,0.758,0.043,-0.31,0.216,0.793,0.245,-1.264,0.885,-0.061,-0.253,0.134,126.0,0
-0.479,0.635,0.166,-1.527,-0.298,-0.578,-0.922,0.081,0.152,0.752,0.669,1.471,0.899,-0.213,-0.892,-0.407,0.357,0.42,426.44,0
-2.188,0.399,-0.17,-0.846,0.709,-0.792,-0.05,1.534,0.386,-0.492,0.017,-0.132,-0.448,0.446,-0.573,-0.495,-0.023,-0.345,67.62,0
0.135,0.423,1.97,3.746,1.618,0.486,-0.066,0.734,-0.969,-0.217,0.081,0.117,0.31,0.596,-1.234,0.2,-0.018,-0.01,0.79,0
1.091,-0.139,-1.094,-0.009,0.269,0.735,-0.864,-0.451,0.006,-0.175,-0.005,0.112,0.016,0.525,0.331,-0.437,0.063,0.029,11.5,0
0.045,-0.604,-0.922,-0.75,-0.168,-1.954,-0.715,-1.752,-0.651,-0.566,0.11,0.694,0.108,0.041,-1.15,-0.426,0.14,0.235,74.5,0
1.989,-0.255,-0.085,-0.367,-0.076,0.498,0.333,-0.44,0.325,-0.146,-0.003,0.102,0.134,-0.463,-0.164,0.234,-0.045,-0.065,20.9,0
-7.19,6.979,-1.951,7.518,-34.535,-2.838,-1.565,-0.505,-1.701,5.755,-7.938,1.498,3.147,-1.672,0.285,0.123,-0.123,0.58,3.68,0
-0.194,-0.157,2.889,-0.092,-0.482,-0.202,-0.7,-0.721,-0.777,-0.065,0.458,1.951,-0.073,-1.519,-1.431,0.716,0.074,-0.03,61.0,0
-1.405,0.032,1.583,1.611,0.757,1.095,0.182,-0.315,0.246,0.262,-0.412,-1.009,0.084,-1.81,0.168,-0.67,0.32,0.127,46.74,0
-3.774,-2.926,0.689,-1.251,0.718,0.178,-1.654,-0.074,1.279,-0.567,0.037,0.871,2.497,0.512,0.599,0.67,0.251,-0.297,69.99,0
0.155,1.346,-0.469,1.29,-2.509,-1.842,0.49,1.244,0.494,0.915,-1.065,0.973,-0.109,-0.016,0.492,0.549,0.154,0.279,36.12,0
-1.417,1.423,-0.299,-0.209,0.711,0.226,0.265,0.067,-0.804,0.292,-0.092,-0.148,0.034,-0.274,-0.128,0.77,0.379,0.169,0.77,0
-0.422,-0.766,-1.588,0.48,0.366,0.535,-1.054,-2.428,-1.217,-0.467,-0.179,0.167,0.388,0.34,-1.028,-0.596,0.303,0.266,119.88,0
1.54,-0.71,0.522,1.992,0.592,0.531,0.401,0.584,-1.158,0.005,-0.02,-0.203,0.323,-0.794,-0.612,-0.927,0.073,-0.018,147.8,0
