Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
No,42,Travel_Frequently,Sales,26,3,Marketing,404,3,Female,3,Sales Executive,2,Married,13525,5,No,14,4,1,23,2,4,20,4,8
No,34,Travel_Rarely,Research & Development,1,4,Life Sciences,1580,2,Male,3,Research Scientist,4,Married,5484,9,No,17,2,1,9,3,2,2,2,1
No,36,Travel_Rarely,Research & Development,10,4,Technical Degree,1312,4,Female,3,Healthcare Representative,3,Married,7094,,No,12,1,0,10,0,3,7,7,7
No,48,Travel_Rarely,Research & Development,2,2,Technical Degree,1258,4,Male,4,Laboratory Technician,2,Single,2559,5,No,11,3,0,7,4,2,1,0,0
No,33,Travel_Rarely,Research & Development,21,3,Medical,1698,2,Male,4,Laboratory Technician,2,Married,2028,1,No,18,4,3,14,6,3,14,11,13
No,31,Travel_Frequently,Sales,5,3,Marketing,399,4,Female,3,Sales Representative,2,Divorced,2789,1,No,11,3,1,2,5,2,2,2,2
No,48,Travel_Rarely,Research & Development,4,4,Life Sciences,1024,3,Male,2,Healthcare Representative,3,Single,10999,7,No,14,2,0,27,3,3,15,11,8
Yes,55,Travel_Rarely,Sales,2,1,Medical,842,3,Male,3,Sales Executive,4,Single,5160,4,No,16,3,0,12,3,2,9,7,3
No,40,Travel_Frequently,Research & Development,9,4,Medical,964,4,Male,3,Research Scientist,2,Divorced,3617,8,Yes,14,4,1,3,2,3,1,1,0
No,45,Travel_Rarely,Research & Development,29,3,Technical Degree,1465,2,Male,3,Manufacturing Director,4,Married,9380,4,Yes,18,4,2,10,4,4,3,1,2
No,31,Travel_Rarely,Research & Development,26,1,Life Sciences,16,1,Male,3,Research Scientist,3,Divorced,2911,1,No,17,4,1,5,1,2,5,2,3
No,50,Travel_Frequently,Research & Development,2,3,Medical,1215,4,Female,3,Manager,1,Married,17856,2,No,22,3,1,32,3,3,2,2,2
No,36,Non-Travel,Research & Development,8,3,Life Sciences,742,1,Female,4,Research Director,1,Married,11713,9,No,14,1,1,10,2,3,8,7,5
No,50,Travel_Rarely,Research & Development,11,3,Life Sciences,226,3,Female,3,Manager,2,Single,19926,3,No,15,2,0,21,5,3,5,4,4
No,36,Travel_Rarely,Research & Development,3,3,Technical Degree,397,3,Male,3,Research Scientist,2,Single,4485,4,No,12,4,0,10,2,3,8,0,7
Yes,55,Travel_Rarely,Research & Development,2,3,Medical,787,4,Male,3,Manager,1,Married,19859,5,Yes,13,4,1,24,2,3,5,2,4
No,35,Travel_Rarely,Research & Development,1,3,Medical,1564,4,Male,2,Laboratory Technician,1,Single,2450,1,No,19,2,0,3,3,3,3,0,2
No,34,Travel_Rarely,Sales,1,3,Technical Degree,1535,4,Male,2,Sales Executive,3,Married,7083,1,Yes,14,4,0,10,3,3,10,9,6
No,40,Travel_Rarely,Research & Development,1,4,Life Sciences,2012,1,Male,3,Laboratory Technician,4,Married,2406,8,No,19,3,2,8,3,2,1,0,0
No,48,Travel_Rarely,Research & Development,4,3,Life Sciences,1363,4,Male,3,Manufacturing Director,4,Single,7898,1,No,11,3,0,11,2,3,10,9,8
Yes,24,Travel_Frequently,Research & Development,7,3,Life Sciences,647,1,Female,3,Laboratory Technician,3,Married,2886,1,Yes,16,4,1,6,4,3,6,3,2
No,35,Travel_Rarely,Sales,18,4,Medical,1945,2,Male,3,Sales Executive,1,Married,5561,0,No,16,4,1,6,2,1,5,3,4
No,30,Travel_Rarely,Sales,2,1,Technical Degree,508,3,Male,3,Sales Representative,2,Married,2476,1,No,18,1,1,1,3,3,1,0,0
No,36,Travel_Frequently,Sales,7,3,Marketing,1362,1,Female,4,Sales Executive,1,Married,4639,2,No,16,4,1,17,2,2,15,7,13
Yes,48,Travel_Rarely,Research & Development,1,2,Life Sciences,64,1,Male,2,Laboratory Technician,3,Single,5381,9,Yes,13,4,0,23,2,3,1,0,0
No,46,Travel_Rarely,Research & Development,1,4,Medical,288,4,Male,3,Healthcare Representative,1,Divorced,9396,7,No,16,3,1,17,3,3,4,2,3
No,29,Travel_Rarely,Sales,5,3,Medical,1669,1,Male,2,Sales Executive,2,Divorced,4187,1,Yes,13,2,1,10,3,2,10,0,9
No,39,Travel_Frequently,Research & Development,2,4,Technical Degree,343,3,Female,3,Healthcare Representative,3,Single,10938,0,No,25,4,0,20,1,3,19,6,8
No,33,Non-Travel,Sales,2,3,Marketing,1756,4,Female,3,Sales Executive,2,Single,5147,8,No,15,4,0,13,2,2,11,7,7
Yes,20,Travel_Frequently,Sales,9,3,Marketing,1077,4,Female,3,Sales Representative,4,Single,2323,1,Yes,14,2,0,2,3,3,2,2,2
No,40,Travel_Frequently,Research & Development,11,3,Technical Degree,1985,4,Female,3,Laboratory Technician,3,Married,6323,1,No,11,1,1,10,2,4,10,9,4
No,30,Travel_Rarely,Sales,,3,Life Sciences,228,2,Female,3,Sales Executive,4,Married,9419,2,No,12,3,1,12,2,3,10,9,4
No,30,Travel_Rarely,Research & Development,1,3,Medical,1241,4,Male,3,Research Scientist,2,Married,3579,0,Yes,21,1,1,12,2,3,11,9,7
No,37,Travel_Rarely,Sales,16,4,Marketing,868,4,Male,2,Sales Executive,3,Divorced,6334,4,No,19,4,2,9,2,3,1,0,0
No,43,Travel_Frequently,Research & Development,28,3,Medical,171,2,Female,4,Research Scientist,3,Single,4739,4,No,12,4,0,18,2,3,3,2,2
No,29,Travel_Rarely,Research & Development,8,1,Medical,1150,2,Male,2,Manufacturing Director,4,Married,5056,1,Yes,15,3,1,10,2,2,10,7,2
No,46,Travel_Frequently,Sales,5,4,Marketing,62,1,Male,3,Sales Executive,4,Single,5772,4,Yes,21,3,0,14,4,3,9,6,8
No,25,Travel_Rarely,Sales,8,3,Life Sciences,707,4,Male,4,Sales Executive,2,Married,4851,0,No,22,3,1,4,4,3,3,2,2
No,32,Travel_Frequently,Sales,8,3,Marketing,207,2,Female,3,Sales Executive,4,Single,8998,1,No,14,4,0,9,2,3,9,8,7
No,28,Travel_Rarely,Research & Development,1,3,Technical Degree,1301,4,Male,3,Research Scientist,1,Single,2080,2,No,11,2,0,5,2,2,3,2,2
No,53,Travel_Rarely,Sales,7,2,Marketing,862,1,Female,2,Sales Executive,4,Married,10934,7,Yes,18,4,1,35,3,3,5,2,4
No,59,Travel_Rarely,Research & Development,3,3,Medical,10,3,Female,4,Laboratory Technician,1,Married,2670,4,Yes,20,1,3,12,3,2,1,0,0
No,41,Travel_Rarely,Human Resources,1,3,Human Resources,734,4,Male,2,Manager,3,Married,19189,1,No,12,2,1,22,3,3,22,7,10
Yes,29,Travel_Rarely,Research & Development,1,2,Life Sciences,816,2,Female,2,Laboratory Technician,1,Married,2319,1,Yes,11,4,1,1,1,3,1,0,0
No,32,Non-Travel,Sales,26,4,Marketing,333,3,Male,3,Sales Executive,4,Married,4465,0,No,18,1,0,4,2,3,3,2,2
No,28,Travel_Rarely,Research & Development,15,2,Life Sciences,1102,1,Male,3,Laboratory Technician,3,Divorced,2207,1,No,16,4,1,4,5,2,4,2,2
No,38,Travel_Frequently,Human Resources,10,4,Human Resources,1563,3,Male,3,Human Resources,3,Married,6077,3,No,11,3,0,10,2,3,6,3,2
No,45,Non-Travel,Research & Development,23,2,Life Sciences,1002,4,Male,3,Laboratory Technician,1,Married,3633,1,Yes,15,3,1,9,2,3,9,8,8
Yes,29,Travel_Rarely,Sales,1,3,Medical,896,2,Female,2,Sales Representative,3,Divorced,2800,6,Yes,19,3,3,5,3,3,3,2,2
No,28,Travel_Rarely,Sales,3,3,Medical,1875,2,Female,3,Sales Representative,2,Married,2856,1,No,19,4,1,1,3,3,1,0,0
Yes,18,Non-Travel,Research & Development,8,1,Medical,1156,3,Male,3,Laboratory Technician,3,Single,1904,1,No,12,4,0,0,0,3,0,0,0
No,27,Travel_Rarely,Sales,10,3,Marketing,1403,4,Female,2,Sales Executive,4,Married,5769,1,Yes,11,4,0,6,3,3,6,2,4
No,36,Travel_Rarely,Research & Development,7,3,Life Sciences,1659,1,Male,3,Laboratory Technician,2,Single,2013,2,No,11,3,0,15,4,3,4,3,3
No,34,Travel_Rarely,Research & Development,19,2,Medical,18,2,Male,3,Laboratory Technician,4,Divorced,2661,0,No,11,3,1,3,2,3,2,2,2
No,36,Travel_Rarely,Research & Development,5,4,Life Sciences,1651,2,Female,3,Healthcare Representative,1,Married,8008,4,No,12,3,2,9,6,3,3,2,2
No,42,Travel_Rarely,Research & Development,29,3,Life Sciences,836,2,Male,3,Manufacturing Director,2,Married,4434,1,No,13,4,1,10,3,2,9,8,8
No,42,Non-Travel,Research & Development,23,2,Life Sciences,1976,4,Male,2,Research Scientist,3,Single,4332,1,No,12,4,0,20,2,3,20,9,7
No,35,Travel_Rarely,Research & Development,7,3,Other,845,3,Male,3,Manufacturing Director,3,Single,10221,3,No,21,2,0,17,3,4,8,5,6
No,51,Travel_Rarely,Research & Development,7,4,Medical,211,2,Male,2,Manufacturing Director,3,Married,6132,2,No,17,3,0,10,2,3,1,0,0
No,31,Travel_Rarely,Sales,5,4,Life Sciences,1673,1,Female,3,Sales Executive,4,Married,5476,1,No,11,1,2,10,2,3,10,0,2
No,51,Travel_Rarely,Research & Development,11,2,Technical Degree,1367,4,Female,2,Manufacturing Director,2,Single,13142,3,No,16,2,0,29,1,2,5,2,3
No,30,Non-Travel,Research & Development,,3,Life Sciences,562,3,Male,3,Laboratory Technician,4,Married,2097,4,No,15,3,1,9,3,1,5,3,4
No,43,Travel_Rarely,Research & Development,6,3,Medical,1402,1,Female,2,Research Scientist,3,Single,4081,1,Yes,14,1,0,20,3,1,20,7,8
No,35,Travel_Frequently,Research & Development,18,4,Life Sciences,2049,3,Male,3,Healthcare Representative,3,Married,5689,1,Yes,14,4,2,10,2,4,10,2,2
No,33,Travel_Rarely,Research & Development,8,4,Life Sciences,1798,4,Male,4,Research Scientist,1,Married,3143,6,No,19,2,1,14,1,3,10,8,6
No,38,Travel_Rarely,Research & Development,18,3,Medical,1766,2,Male,1,Healthcare Representative,4,Married,5811,3,Yes,16,3,1,15,2,3,1,0,0
Yes,46,Travel_Rarely,Sales,9,2,Medical,118,3,Male,2,Sales Executive,4,Single,9619,1,No,16,4,0,9,3,3,9,8,7
No,34,Travel_Frequently,Research & Development,10,4,Medical,277,4,Male,3,Research Scientist,3,Divorced,3815,1,Yes,17,4,1,5,4,4,5,3,0
No,54,Travel_Rarely,Research & Development,10,3,Medical,1980,3,Female,3,Manufacturing Director,1,Single,4440,6,Yes,19,4,0,9,3,3,5,2,4
Yes,33,Travel_Rarely,Sales,16,3,Marketing,819,1,Female,3,Sales Executive,1,Single,5324,5,No,15,3,0,6,3,3,3,2,2
No,38,Travel_Frequently,Research & Development,3,4,Other,1060,3,Male,3,Research Scientist,3,Married,2821,3,No,16,1,1,8,2,3,2,2,2
No,24,Non-Travel,Research & Development,4,1,Life Sciences,888,1,Male,2,Laboratory Technician,4,Married,3162,0,No,17,4,0,6,2,2,5,2,4
No,33,Travel_Rarely,Research & Development,5,4,Life Sciences,338,3,Female,2,Research Scientist,4,Married,2911,1,No,13,3,1,2,2,2,2,2,2
No,35,Travel_Rarely,Research & Development,27,1,Medical,856,3,Female,2,Research Scientist,1,Single,2559,1,No,11,4,0,6,3,2,6,5,1
No,45,Travel_Rarely,Research & Development,2,3,Life Sciences,834,2,Female,2,Research Scientist,3,Single,2274,1,No,14,4,0,1,3,3,1,0,0
No,46,Travel_Rarely,Sales,10,3,Marketing,580,3,Female,2,Sales Executive,4,Married,9071,2,Yes,19,3,1,15,3,3,3,2,2
No,28,Travel_Rarely,Research & Development,17,2,Medical,536,3,Male,3,Laboratory Technician,1,Divorced,4558,1,No,12,4,1,10,2,3,10,0,8
Yes,28,Non-Travel,Research & Development,24,2,Technical Degree,1082,2,Male,2,Healthcare Representative,1,Single,8722,1,No,12,1,0,10,2,2,10,7,9
No,42,Travel_Rarely,Sales,8,4,Marketing,35,3,Male,3,Sales Executive,2,Married,6825,0,No,11,4,1,10,2,3,9,7,2
Yes,39,Non-Travel,Research & Development,2,3,Life Sciences,1458,1,Female,2,Laboratory Technician,1,Single,3646,2,Yes,23,2,0,11,2,4,1,0,0
No,50,Travel_Frequently,Research & Development,22,5,Medical,1539,3,Male,1,Research Director,4,Single,14411,1,Yes,13,4,0,32,2,3,32,6,9
No,29,Travel_Rarely,Research & Development,19,3,Technical Degree,611,4,Male,3,Manufacturing Director,4,Divorced,4262,4,No,12,2,2,8,2,4,3,2,2
No,47,Travel_Rarely,Sales,4,2,Life Sciences,1003,4,Female,3,Sales Executive,4,Single,4163,1,Yes,17,3,0,9,0,3,9,0,7
No,45,Non-Travel,Research & Development,4,2,Life Sciences,972,3,Male,3,Laboratory Technician,2,Married,4447,1,No,12,2,0,9,5,2,9,7,8
No,50,Non-Travel,Sales,1,3,Life Sciences,1040,4,Female,3,Sales Executive,3,Married,6347,0,No,12,1,1,19,3,3,18,7,13
No,29,Travel_Rarely,Research & Development,29,1,Life Sciences,1859,4,Male,1,Healthcare Representative,3,Divorced,6384,8,No,17,4,2,11,3,3,7,0,6
Yes,26,Travel_Rarely,Research & Development,25,3,Life Sciences,55,1,Male,1,Laboratory Technician,3,Single,2293,1,No,12,3,0,1,2,2,1,0,1
No,53,Travel_Rarely,Research & Development,23,4,Life Sciences,901,4,Female,3,Research Director,4,Single,14275,6,No,18,3,0,33,0,3,12,9,8
No,32,Travel_Rarely,Sales,,4,Medical,125,2,Male,3,Sales Executive,3,Single,5010,1,No,16,1,0,12,0,3,11,8,7
No,55,Travel_Rarely,Research & Development,2,3,Medical,1770,3,Male,2,Research Director,1,Married,19038,8,No,12,2,3,34,2,3,1,0,0
No,38,Travel_Frequently,Research & Development,2,2,Life Sciences,556,4,Male,3,Laboratory Technician,4,Married,1702,1,Yes,23,3,1,1,3,3,1,0,0
No,39,Travel_Rarely,Research & Development,18,2,Life Sciences,1322,1,Male,3,Manufacturing Director,3,Single,4534,0,No,11,1,0,9,6,3,8,7,7
No,33,Travel_Rarely,Sales,10,4,Marketing,1924,2,Male,3,Sales Executive,3,Single,5487,1,No,14,2,0,10,2,2,10,4,9
No,55,Travel_Rarely,Research & Development,2,2,Medical,1336,4,Female,1,Manager,3,Married,19187,4,No,14,4,1,23,5,3,19,9,11
No,41,Travel_Rarely,Research & Development,6,3,Medical,466,4,Male,2,Manufacturing Director,2,Single,6032,6,Yes,15,4,0,8,3,3,5,4,2
Yes,24,Travel_Rarely,Research & Development,17,2,Life Sciences,1219,4,Female,3,Laboratory Technician,2,Married,2210,1,No,13,1,1,1,3,1,1,0,0
No,31,Travel_Rarely,Research & Development,23,3,Medical,367,2,Male,2,Healthcare Representative,4,Married,5582,0,No,21,2,1,10,2,3,9,0,8
No,36,Travel_Rarely,Research & Development,9,2,Medical,699,2,Male,2,Manufacturing Director,2,Divorced,8847,2,Yes,11,3,1,13,2,3,3,2,2
No,35,Travel_Rarely,Sales,3,4,Life Sciences,984,4,Male,3,Sales Executive,4,Divorced,7823,6,No,13,2,1,12,2,3,10,9,8
No,55,Travel_Rarely,Research & Development,4,4,Life Sciences,1501,4,Male,3,Healthcare Representative,3,Married,4035,0,Yes,16,2,0,4,2,3,3,2,2
No,24,Travel_Rarely,Research & Development,29,1,Medical,1725,2,Male,3,Laboratory Technician,1,Divorced,3907,1,No,13,2,3,6,2,4,6,2,2
No,50,Travel_Rarely,Research & Development,28,3,Life Sciences,1317,4,Female,3,Research Director,1,Married,16880,4,Yes,11,2,0,25,2,3,3,2,2
No,37,Travel_Rarely,Research & Development,3,3,Other,689,3,Male,3,Manufacturing Director,3,Married,9434,1,No,15,3,1,10,2,3,10,7,8
No,36,Travel_Rarely,Research & Development,10,3,Life Sciences,1790,4,Male,3,Healthcare Representative,1,Married,8321,7,Yes,13,4,1,15,1,3,12,8,7
No,28,Travel_Frequently,Research & Development,1,4,Medical,1286,4,Male,3,Laboratory Technician,3,Single,2154,0,Yes,11,3,0,5,2,2,4,2,2
No,27,Travel_Rarely,Research & Development,7,3,Medical,764,4,Female,2,Healthcare Representative,1,Single,6811,8,No,19,1,0,9,2,1,7,6,7
No,33,Travel_Rarely,Sales,8,4,Life Sciences,1560,1,Male,3,Sales Executive,1,Married,6392,2,No,13,4,1,8,6,1,2,2,2
No,30,Non-Travel,Research & Development,9,2,Medical,1298,3,Female,3,Manufacturing Director,3,Single,4695,7,Yes,18,3,0,10,3,3,8,4,7
No,45,Travel_Rarely,Research & Development,6,4,Other,101,4,Male,3,Research Director,1,Married,13245,4,Yes,14,2,0,17,3,4,0,0,0
No,29,Travel_Rarely,Research & Development,1,3,Life Sciences,1954,1,Male,3,Healthcare Representative,1,Married,5373,0,No,12,1,1,6,5,2,5,3,2
No,30,Travel_Rarely,Sales,15,2,Marketing,1754,3,Male,2,Sales Executive,1,Divorced,7140,2,No,11,1,1,12,2,3,7,7,7
No,41,Travel_Rarely,Sales,1,3,Marketing,534,2,Male,4,Sales Executive,1,Married,8392,1,No,16,3,1,10,2,3,10,7,7
No,53,Travel_Rarely,Sales,6,2,Marketing,205,2,Male,3,Sales Representative,3,Married,2306,2,Yes,20,4,1,13,3,1,7,7,5
No,34,Travel_Rarely,Sales,4,3,Life Sciences,1882,3,Male,3,Sales Executive,4,Married,9713,2,Yes,13,4,3,9,3,3,5,3,0
No,39,Travel_Rarely,Research & Development,13,4,Medical,1307,3,Female,2,Manager,2,Divorced,17123,6,Yes,13,4,2,21,4,3,19,9,2
No,32,Travel_Frequently,Research & Development,2,2,Life Sciences,8,4,Male,3,Laboratory Technician,4,Single,3068,0,No,13,3,0,8,2,2,7,7,6
No,40,Travel_Rarely,Research & Development,12,3,Life Sciences,1829,2,Female,3,Healthcare Representative,1,Divorced,4448,2,No,12,2,1,15,3,3,7,4,7
No,52,Non-Travel,Sales,2,4,Life Sciences,329,1,Male,2,Manager,3,Single,19068,1,Yes,18,4,0,33,2,4,33,7,12
No,31,Travel_Rarely,Research & Development,,1,Medical,246,3,Female,3,Research Scientist,4,Married,3929,8,Yes,23,3,1,7,0,3,4,2,2
No,27,Travel_Rarely,Research & Development,16,4,Technical Degree,1001,3,Female,3,Laboratory Technician,2,Married,2811,9,No,14,2,1,4,2,3,2,2,2
No,27,Travel_Rarely,Research & Development,8,3,Medical,1647,2,Female,4,Research Scientist,3,Married,3517,7,No,17,1,0,5,0,3,3,2,2
No,47,Travel_Rarely,Sales,2,4,Life Sciences,925,4,Female,2,Sales Representative,4,Single,3294,1,Yes,18,1,0,3,3,2,3,2,2
No,34,Travel_Rarely,Research & Development,9,3,Life Sciences,1344,4,Male,3,Healthcare Representative,4,Divorced,8500,0,No,11,4,1,10,0,2,9,7,6
No,21,Non-Travel,Sales,9,2,Medical,484,1,Male,3,Sales Representative,4,Single,2610,1,No,24,3,0,3,3,2,3,2,2
No,51,Travel_Frequently,Research & Development,1,4,Medical,145,1,Female,2,Healthcare Representative,1,Single,7484,3,No,20,3,0,23,1,2,13,12,8
Yes,26,Travel_Rarely,Sales,4,4,Marketing,401,4,Male,2,Sales Executive,4,Single,5828,1,Yes,12,2,0,8,0,3,8,7,4
No,37,Travel_Rarely,Research & Development,3,3,Other,1062,4,Female,3,Healthcare Representative,2,Single,4107,3,No,15,1,0,8,3,2,4,3,1
No,58,Travel_Rarely,Sales,10,4,Medical,131,4,Male,3,Sales Executive,3,Single,13872,0,No,13,3,0,38,1,2,37,10,8
No,30,Travel_Rarely,Research & Development,16,3,Life Sciences,1763,3,Male,4,Healthcare Representative,3,Married,5294,3,No,16,3,1,10,3,3,7,0,7
No,46,Travel_Frequently,Research & Development,1,3,Medical,124,3,Male,2,Healthcare Representative,1,Married,10673,2,Yes,13,3,1,21,5,2,10,9,5
No,23,Travel_Rarely,Research & Development,4,1,Medical,1735,3,Female,3,Laboratory Technician,2,Single,3295,1,No,13,3,0,3,3,1,3,2,2
No,44,Travel_Rarely,Research & Development,10,4,Other,40,4,Male,3,Healthcare Representative,4,Married,6465,2,Yes,13,4,0,9,5,4,4,2,3
No,38,Travel_Rarely,Research & Development,10,3,Medical,634,3,Female,3,Healthcare Representative,3,Married,9824,3,No,19,3,1,18,4,3,1,0,0
No,35,Non-Travel,Research & Development,2,2,Medical,1804,2,Male,3,Manufacturing Director,4,Divorced,5762,2,No,14,3,1,15,6,3,7,7,7
No,37,Travel_Rarely,Research & Development,10,3,Medical,486,3,Female,3,Laboratory Technician,1,Married,3452,6,No,20,2,1,17,3,3,5,4,3
No,38,Travel_Rarely,Sales,1,3,Life Sciences,1961,1,Male,2,Sales Representative,1,Single,2858,4,No,14,1,0,20,3,2,1,0,0
No,32,Travel_Rarely,Research & Development,10,3,Medical,1516,3,Male,3,Manager,4,Single,11244,2,No,25,2,0,10,5,4,5,2,0
No,59,Travel_Rarely,Research & Development,2,3,Life Sciences,1032,3,Female,2,Manufacturing Director,4,Single,13726,3,Yes,13,1,0,30,4,3,5,3,3
No,40,Non-Travel,Research & Development,16,2,Life Sciences,1340,3,Male,3,Research Scientist,3,Divorced,3544,9,No,16,2,1,6,0,3,4,2,0
No,30,Travel_Rarely,Human Resources,1,3,Life Sciences,1499,3,Male,3,Human Resources,3,Divorced,2064,0,No,21,1,1,6,3,4,5,3,3
No,46,Travel_Rarely,Human Resources,5,2,Medical,103,2,Male,3,Human Resources,2,Divorced,5021,8,Yes,22,4,1,16,2,3,4,2,2
No,31,Travel_Rarely,Sales,29,4,Marketing,1784,1,Female,2,Sales Executive,4,Married,5468,1,No,14,1,2,13,3,3,12,7,7
No,33,Travel_Rarely,Research & Development,4,4,Medical,305,3,Female,2,Research Scientist,2,Married,2622,6,No,21,4,0,7,3,3,3,2,1
No,40,Travel_Rarely,Research & Development,2,4,Medical,2051,3,Female,3,Research Scientist,3,Married,2001,2,No,14,2,3,20,2,3,5,3,2
No,28,Travel_Rarely,Research & Development,2,1,Life Sciences,1136,1,Male,2,Research Scientist,2,Married,3201,0,No,17,1,0,6,2,1,5,3,4
No,45,Travel_Rarely,Research & Development,1,4,Medical,996,4,Female,3,Laboratory Technician,4,Divorced,2270,3,No,14,4,2,8,2,3,5,3,2
No,27,Travel_Rarely,Research & Development,14,3,Life Sciences,1244,1,Male,3,Research Scientist,1,Married,2235,1,Yes,14,4,2,9,3,2,9,7,8
Yes,52,Travel_Rarely,Sales,5,3,Life Sciences,1319,2,Male,3,Sales Executive,2,Single,8446,9,Yes,19,3,0,10,2,2,8,7,7
No,41,Travel_Rarely,Research & Development,1,3,Life Sciences,1999,4,Male,3,Research Scientist,4,Married,2782,3,No,22,1,1,12,3,3,5,3,0
No,41,Travel_Rarely,Sales,8,3,Marketing,1909,3,Female,3,Sales Executive,2,Married,4393,5,No,21,3,1,14,3,3,5,4,4
No,38,Travel_Rarely,Sales,2,4,Marketing,1835,2,Female,1,Sales Representative,4,Married,5405,2,Yes,20,1,2,20,4,2,4,2,3
No,35,Travel_Frequently,Research & Development,,4,Medical,1704,1,Male,2,Research Scientist,4,Single,4930,0,Yes,14,3,0,6,2,4,5,4,4
Yes,26,Non-Travel,Sales,29,2,Medical,1037,2,Male,1,Sales Executive,1,Single,4969,8,No,18,4,0,7,6,3,2,2,2
No,28,Travel_Rarely,Research & Development,27,3,Medical,1622,2,Female,1,Manufacturing Director,1,Divorced,4877,0,No,21,2,1,6,5,2,5,3,0
No,55,Non-Travel,Research & Development,8,1,Medical,1278,4,Male,2,Healthcare Representative,2,Divorced,13577,1,Yes,15,4,1,34,3,3,33,9,0
Yes,39,Travel_Frequently,Research & Development,2,3,Life Sciences,1127,1,Male,3,Healthcare Representative,4,Divorced,12169,7,No,11,4,3,21,4,3,18,7,5
No,40,Travel_Rarely,Sales,4,4,Marketing,215,3,Male,2,Sales Executive,4,Married,10855,7,No,11,1,1,15,2,2,12,11,11
No,35,Non-Travel,Research & Development,11,2,Medical,70,3,Male,2,Healthcare Representative,1,Married,9884,2,Yes,13,3,1,10,3,3,4,0,3
No,36,Travel_Frequently,Human Resources,2,1,Human Resources,1890,2,Male,2,Human Resources,4,Single,3886,1,No,21,4,0,10,2,2,10,1,8
Yes,31,Travel_Rarely,Research & Development,22,4,Medical,1389,4,Male,3,Manufacturing Director,3,Married,6179,1,Yes,15,4,2,10,3,2,10,2,7
Yes,44,Travel_Rarely,Research & Development,10,4,Life Sciences,1200,3,Male,3,Research Scientist,3,Single,2936,1,Yes,11,3,0,6,4,3,6,4,2
No,22,Travel_Rarely,Research & Development,5,3,Life Sciences,284,4,Male,4,Research Scientist,2,Divorced,2328,1,Yes,16,1,1,4,2,2,4,2,2
No,40,Travel_Rarely,Research & Development,6,3,Life Sciences,601,2,Female,3,Manufacturing Director,3,Single,13237,7,No,15,3,0,22,3,3,20,6,13
No,39,Non-Travel,Sales,21,4,Life Sciences,1929,1,Female,1,Sales Executive,3,Married,5736,6,No,19,3,1,10,1,3,3,2,2
No,34,Travel_Frequently,Research & Development,16,4,Life Sciences,838,3,Female,2,Research Scientist,4,Single,2553,1,No,16,3,0,6,3,3,5,2,3
No,35,Travel_Frequently,Research & Development,4,4,Other,1185,4,Male,2,Laboratory Technician,4,Married,2376,1,No,13,2,1,2,2,4,2,2,2
No,44,Travel_Rarely,Research & Development,7,4,Medical,36,1,Female,2,Healthcare Representative,4,Married,10248,3,No,14,4,1,24,4,3,22,6,17
No,54,Travel_Rarely,Research & Development,8,4,Life Sciences,578,3,Female,3,Laboratory Technician,3,Single,3780,7,No,11,3,0,19,3,3,1,0,0
Yes,28,Travel_Frequently,Research & Development,1,3,Medical,1111,1,Male,2,Laboratory Technician,2,Divorced,2596,1,No,15,1,2,1,2,3,1,0,0
Yes,36,Travel_Rarely,Research & Development,15,3,Other,1052,1,Male,3,Laboratory Technician,3,Divorced,4834,7,No,14,2,1,9,3,2,1,0,0
No,43,Travel_Rarely,Research & Development,7,3,Life Sciences,451,3,Female,3,Healthcare Representative,1,Married,9985,8,No,16,1,1,10,1,2,1,0,0
No,24,Non-Travel,Research & Development,9,3,Life Sciences,812,3,Male,2,Laboratory Technician,2,Divorced,2694,1,No,11,3,3,1,4,3,1,0,0
Yes,19,Travel_Rarely,Research & Development,2,3,Life Sciences,243,2,Male,2,Laboratory Technician,4,Single,1102,1,No,22,3,0,1,3,2,1,0,0
No,54,Travel_Rarely,Research & Development,5,2,Medical,522,1,Male,3,Research Director,1,Married,19406,4,No,11,3,1,24,4,2,4,2,2
No,43,Travel_Rarely,Research & Development,2,2,Medical,46,4,Female,4,Research Scientist,3,Divorced,2645,1,No,12,4,2,6,3,2,5,3,4
No,34,Travel_Rarely,Sales,3,1,Medical,1915,4,Female,2,Sales Executive,4,Married,8103,3,Yes,12,3,0,9,3,2,4,2,1
No,46,Travel_Rarely,Sales,1,2,Marketing,244,2,Female,3,Sales Executive,1,Divorced,10453,1,No,25,3,3,24,2,3,24,13,7
No,45,Travel_Rarely,Research & Development,7,3,Life Sciences,86,2,Male,3,Research Scientist,1,Divorced,9724,2,No,17,3,1,25,2,3,1,0,0
No,29,Travel_Rarely,Research & Development,3,1,Medical,1586,2,Male,3,Laboratory Technician,1,Single,4723,1,Yes,18,4,0,10,3,3,10,9,5
No,37,Travel_Rarely,Human Resources,8,2,Other,1794,3,Male,3,Human Resources,2,Divorced,4071,2,No,13,3,0,19,4,2,10,0,7
No,36,Travel_Rarely,Research & Development,1,3,Technical Degree,1237,3,Female,1,Manufacturing Director,1,Divorced,10252,2,Yes,21,3,1,17,2,3,7,7,7
