Attrition,Age,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
0,55,Research & Development,8,3,84,4,Female,3,Divorced,14756,2,Yes,14,3,21,2,3,5
0,27,Research & Development,2,4,1931,2,Male,2,Married,2226,1,No,11,1,6,3,2,5
0,30,Research & Development,2,3,548,3,Female,4,Single,6091,2,No,20,0,11,2,3,5
0,34,Research & Development,7,4,1577,1,Male,4,Single,2972,1,No,13,0,1,4,1,1
0,30,Sales,5,3,456,4,Female,3,Divorced,6118,1,No,13,3,10,2,3,10
0,27,Research & Development,2,4,1027,1,Female,4,Married,4227,0,No,18,1,4,2,3,3
0,33,Sales,22,2,160,3,Male,2,Married,6146,0,No,13,1,8,2,4,7
0,45,Research & Development,7,3,425,1,Male,1,Divorced,5210,1,No,18,1,24,2,3,24
1,52,Research & Development,8,4,433,3,Male,2,Married,4941,2,No,15,0,11,3,2,8
1,51,Research & Development,4,4,1081,1,Male,3,Married,2461,9,Yes,12,3,18,2,4,10
0,39,Research & Development,9,2,1936,1,Male,1,Married,5151,1,No,25,1,10,3,3,10
0,30,Research & Development,2,3,117,3,Male,4,Married,4152,1,No,19,3,11,3,3,11
0,44,Human Resources,1,4,665,1,Female,3,Single,5985,4,No,11,0,10,1,4,2
0,38,Sales,10,3,983,3,Female,4,Single,5666,1,Yes,13,0,6,1,3,5
0,25,Sales,10,4,1240,3,Male,4,Single,4950,0,No,14,0,5,4,3,4
0,32,Research & Development,3,4,966,3,Female,1,Married,6725,1,No,12,1,8,2,4,8
0,36,Research & Development,4,2,2025,4,Female,2,Divorced,5131,7,No,13,3,18,3,3,4
0,29,Research & Development,2,1,1590,1,Male,4,Divorced,8853,1,No,19,1,6,0,4,6
1,39,Sales,5,3,42,4,Male,4,Married,2086,3,No,14,1,19,6,4,1
1,45,Sales,2,3,1277,1,Female,2,Single,18824,2,Yes,16,0,26,2,3,24
0,35,Research & Development,4,2,53,3,Male,4,Divorced,1951,1,No,12,1,1,3,3,1
0,32,Research & Development,13,3,1234,3,Female,2,Married,2743,1,No,20,1,2,2,3,2
0,39,Human Resources,2,3,909,4,Female,4,Married,5204,8,No,11,2,13,2,3,5
0,27,Research & Development,1,1,274,3,Male,1,Married,4298,5,No,19,1,6,1,3,2
0,34,Research & Development,10,3,934,2,Male,2,Divorced,2008,1,No,14,2,1,3,3,1
0,40,Sales,5,4,729,4,Male,1,Married,10475,5,Yes,21,1,20,2,3,18
0,39,Research & Development,1,4,332,3,Female,3,Divorced,2232,7,No,14,3,7,1,3,3
1,39,Research & Development,6,3,932,4,Male,1,Married,2404,7,Yes,21,0,8,2,1,2
0,38,Research & Development,6,2,1782,4,Female,3,Married,3702,1,No,11,1,5,3,3,5
1,39,Research & Development,23,3,1310,3,Male,1,Single,3904,0,No,13,0,6,2,3,5
1,34,Research & Development,9,4,1807,4,Male,1,Married,5346,4,No,17,1,11,3,2,7
0,28,Sales,1,2,1927,3,Male,4,Married,6834,1,Yes,12,1,7,2,3,7
0,49,Research & Development,1,3,1677,3,Male,3,Single,15379,4,No,14,0,23,2,3,8
0,58,Research & Development,1,4,422,4,Male,3,Divorced,5660,2,Yes,13,1,12,2,3,5
0,38,Research & Development,29,3,273,4,Male,4,Married,6261,3,No,18,1,9,3,1,7
0,31,Sales,8,2,1453,1,Male,4,Divorced,10793,1,No,18,1,13,5,3,13
0,49,Research & Development,18,4,275,4,Male,4,Divorced,6804,1,Yes,15,2,7,0,3,7
0,53,Research & Development,6,3,769,4,Male,4,Single,2450,2,No,17,0,19,4,3,2
0,56,Research & Development,8,3,241,3,Female,1,Divorced,4257,4,Yes,18,1,19,3,3,2
0,37,Research & Development,13,3,1543,1,Male,4,Married,4285,1,No,17,0,10,2,3,10
0,35,Research & Development,2,3,1182,3,Male,2,Divorced,10274,2,No,18,1,15,2,4,7
0,27,Sales,11,3,1364,3,Female,4,Married,2534,8,No,14,1,5,4,3,1
0,27,Research & Development,9,3,260,4,Female,2,Single,2279,1,No,16,0,7,2,2,7
0,55,Research & Development,2,4,1873,2,Male,4,Married,2662,8,No,20,1,19,2,4,5
0,24,Research & Development,2,1,1646,1,Female,4,Single,3760,1,Yes,13,0,6,2,3,6
0,30,Research & Development,7,3,1482,3,Male,3,Divorced,1274,1,No,13,2,1,2,2,1
0,28,Research & Development,9,3,930,3,Female,3,Divorced,2377,5,No,18,1,6,2,3,2
0,39,Research & Development,22,3,1043,4,Female,1,Single,10880,1,Yes,13,0,21,2,3,21
0,40,Research & Development,1,4,1361,2,Male,2,Married,2387,3,No,22,1,7,3,3,4
0,44,Research & Development,1,3,2020,2,Male,4,Single,2436,6,Yes,12,0,6,2,3,4
0,47,Human Resources,26,4,1625,4,Female,3,Married,19658,3,No,11,1,27,2,3,5
0,49,Sales,11,4,1757,4,Female,4,Single,4507,3,No,12,0,8,1,4,5
0,42,Human Resources,2,1,470,3,Male,3,Divorced,2696,0,Yes,11,1,4,5,3,3
0,34,Research & Development,2,4,339,4,Male,1,Married,5957,6,No,13,1,13,3,3,11
0,37,Research & Development,19,3,1631,3,Male,3,Married,5768,3,No,17,3,9,2,2,4
0,51,Research & Development,6,3,162,1,Male,3,Single,19537,7,No,13,0,23,5,3,20
0,29,Sales,20,2,349,4,Male,4,Divorced,6931,2,No,14,1,10,2,3,3
0,50,Sales,8,4,738,4,Male,2,Married,3875,7,No,15,1,4,2,3,2
0,23,Research & Development,4,3,705,1,Male,1,Married,2819,2,No,16,1,5,3,4,3
1,33,Research & Development,25,3,1108,1,Male,2,Single,2313,4,Yes,20,0,5,0,3,2
0,49,Research & Development,16,3,1674,4,Female,1,Divorced,2587,4,Yes,16,1,17,2,2,2
0,35,Sales,1,3,620,1,Female,3,Single,4859,1,No,16,0,5,3,3,5
0,34,Research & Development,8,5,775,2,Female,1,Divorced,5121,3,No,14,1,7,3,3,0
0,26,Research & Development,1,1,1068,1,Female,3,Divorced,2007,1,No,13,2,5,5,3,5
0,45,Research & Development,1,1,1712,3,Male,3,Married,10748,3,No,23,1,25,3,2,23
0,45,Sales,2,3,606,4,Male,2,Married,4805,0,No,19,1,9,3,4,8
0,37,Research & Development,9,3,403,2,Male,4,Married,2326,1,Yes,12,3,4,3,2,4
1,25,Sales,19,2,952,3,Male,2,Married,2413,1,Yes,18,3,1,2,3,1
0,37,Research & Development,10,3,1640,2,Female,2,Married,3936,1,No,11,1,8,2,1,8
0,35,Sales,18,3,975,3,Female,3,Married,4601,1,No,16,0,5,3,3,5
0,28,Sales,2,4,846,2,Female,2,Married,4779,1,Yes,20,0,8,2,3,8
0,22,Research & Development,6,1,675,1,Male,3,Married,2773,0,No,20,0,3,3,3,2
0,45,Research & Development,25,3,1306,2,Female,2,Single,18061,3,No,22,0,22,4,3,0
0,56,Sales,11,5,1935,4,Female,1,Married,5380,4,No,16,1,6,3,3,0
0,36,Sales,15,4,2036,4,Male,4,Divorced,5406,1,No,24,1,15,4,2,15
0,35,Research & Development,2,4,771,4,Female,1,Divorced,5093,2,No,11,1,16,2,4,1
0,26,Research & Development,7,3,1693,4,Male,4,Single,2570,1,No,20,0,7,5,3,7
0,48,Sales,2,5,595,2,Female,4,Married,4051,2,No,14,1,14,2,3,9
0,34,Sales,3,2,1779,4,Female,4,Single,6029,5,No,12,0,6,3,3,2
1,34,Research & Development,7,3,147,1,Male,3,Single,6074,1,Yes,24,0,9,3,3,9
0,60,Sales,7,4,1233,2,Male,4,Divorced,5220,0,Yes,18,1,12,3,3,11
0,32,Research & Development,1,4,1574,4,Male,1,Married,4087,4,No,14,1,9,3,2,6
0,31,Research & Development,10,3,1979,3,Female,3,Married,11031,4,No,20,1,13,2,4,11
0,45,Research & Development,2,2,1635,4,Female,4,Divorced,5770,1,No,19,2,10,3,3,10
0,53,Research & Development,13,2,250,4,Female,1,Divorced,4450,1,No,11,2,5,3,3,4
0,30,Sales,10,3,1179,3,Male,3,Married,6578,1,No,18,1,10,3,3,10
0,29,Research & Development,3,4,564,2,Male,3,Married,11935,1,No,18,0,10,2,3,10
0,39,Research & Development,7,2,444,3,Male,4,Married,19272,1,No,15,1,21,2,3,21
0,57,Research & Development,24,2,223,3,Male,4,Divorced,9439,3,Yes,16,1,12,2,1,5
0,51,Sales,21,4,120,3,Male,4,Single,5441,0,Yes,22,0,11,2,1,10
1,44,Research & Development,15,3,1295,1,Female,4,Married,7978,1,No,11,1,10,2,3,10
1,32,Research & Development,25,4,911,1,Male,4,Single,2795,1,Yes,24,0,1,2,1,1
0,20,Sales,9,1,1680,4,Male,1,Single,2728,1,No,11,0,2,3,3,2
0,35,Research & Development,1,3,88,2,Male,1,Married,2194,4,No,13,1,5,2,2,3
1,22,Research & Development,3,1,926,2,Female,3,Married,4171,0,Yes,19,1,4,3,4,3
0,26,Research & Development,2,2,1018,4,Male,4,Married,5472,1,No,12,0,8,2,3,8
1,35,Sales,4,3,1100,4,Male,1,Single,9582,0,Yes,22,0,9,2,3,8
0,38,Research & Development,3,5,193,4,Female,3,Single,4317,3,Yes,20,0,19,2,3,3
0,35,Sales,7,4,1962,3,Female,4,Married,5204,1,Yes,11,0,10,2,3,10
0,22,Research & Development,11,3,511,1,Female,2,Married,2244,1,No,13,1,2,1,3,2
0,54,Sales,2,4,1070,3,Female,3,Married,10686,6,No,11,1,13,4,3,9
0,59,Sales,25,3,81,1,Female,1,Single,7637,7,No,11,0,28,3,2,21
1,31,Research & Development,2,3,1464,2,Male,4,Married,3722,6,Yes,13,1,7,2,1,2
0,32,Sales,7,3,420,4,Male,3,Married,5484,1,No,14,1,13,3,2,13
0,33,Research & Development,9,3,1238,1,Male,4,Married,2781,0,No,13,1,15,5,3,14
0,29,Research & Development,15,1,1202,2,Female,4,Married,2168,0,Yes,18,1,6,2,2,5
0,33,Sales,7,3,1477,4,Male,1,Married,4373,0,No,14,2,5,2,3,4
0,36,Research & Development,6,4,1594,1,Male,1,Married,5562,3,Yes,13,1,9,3,3,3
0,31,Research & Development,1,2,530,4,Male,1,Married,2218,1,No,12,1,4,3,3,4
0,36,Research & Development,14,1,924,3,Male,4,Married,6586,0,Yes,17,1,17,2,2,16
0,37,Research & Development,11,3,1411,1,Female,3,Single,3629,4,No,18,0,8,6,3,3
1,58,Research & Development,2,3,977,4,Male,3,Single,2479,4,No,24,0,7,4,3,1
0,42,Research & Development,2,4,477,1,Male,4,Single,6781,3,No,23,0,14,6,3,1
1,26,Research & Development,24,3,622,3,Male,4,Single,2340,1,Yes,18,0,1,3,1,1
1,32,Research & Development,9,3,190,1,Female,1,Single,4200,7,No,22,0,10,2,4,5
0,29,Research & Development,10,3,1143,4,Female,2,Divorced,3291,0,No,14,2,8,2,2,7
0,57,Research & Development,1,2,1483,2,Male,3,Married,4900,0,No,24,1,13,2,2,12
0,26,Research & Development,1,2,792,1,Female,4,Divorced,4364,3,No,14,1,5,2,3,2
0,32,Sales,8,2,436,3,Female,2,Married,5228,1,Yes,11,0,13,2,3,13
0,35,Sales,1,3,600,2,Male,3,Married,4717,9,No,11,0,15,2,3,11
0,41,Sales,6,3,1708,4,Male,3,Single,9241,1,No,12,0,10,3,3,10
0,31,Research & Development,11,4,895,4,Male,4,Married,2356,3,Yes,19,1,8,2,3,6
1,37,Research & Development,10,3,342,1,Male,3,Divorced,10048,6,No,11,2,17,5,3,1
1,37,Research & Development,2,2,4,4,Male,3,Single,2090,6,Yes,15,0,7,3,3,0
0,25,Research & Development,2,1,1992,4,Male,3,Divorced,3977,6,Yes,19,1,7,2,2,2
1,41,Research & Development,2,4,927,2,Female,4,Divorced,2778,4,Yes,13,1,10,1,2,7
0,56,Research & Development,23,3,1373,4,Male,2,Married,13402,4,Yes,12,1,33,0,3,19
0,27,Research & Development,4,3,2064,2,Male,2,Married,6142,1,Yes,20,1,6,0,3,6
0,31,Research & Development,12,3,961,4,Female,4,Married,5855,0,Yes,11,2,10,2,1,9
0,59,Research & Development,3,3,309,3,Male,4,Married,2177,3,No,17,1,7,6,3,1
1,28,Research & Development,1,2,741,1,Female,2,Single,2216,7,Yes,13,0,10,4,3,7
1,21,Research & Development,10,2,1279,1,Female,3,Single,2625,1,No,20,0,2,2,1,2
0,37,Research & Development,1,4,380,1,Female,4,Divorced,13603,2,Yes,18,2,15,2,3,5
1,41,Sales,4,3,488,1,Male,2,Single,9355,1,No,18,0,8,5,3,8
0,35,Research & Development,7,2,1601,3,Male,4,Married,2690,1,No,18,1,1,5,2,1
0,43,Human Resources,2,3,1778,2,Male,4,Single,3539,0,No,13,0,10,5,3,9
0,26,Sales,1,3,476,3,Male,3,Married,5296,1,No,17,1,8,3,3,8
0,51,Research & Development,1,3,353,3,Male,4,Married,2723,1,No,11,0,1,0,2,1
1,21,Sales,1,1,478,1,Female,2,Single,2174,1,Yes,11,0,3,3,3,3
0,27,Research & Development,8,3,1751,3,Female,4,Single,3445,1,No,11,0,6,5,2,6
0,30,Research & Development,2,3,571,3,Female,4,Single,2564,0,No,14,0,12,2,2,11
0,47,Research & Development,9,4,1856,2,Female,3,Single,2105,4,No,12,0,7,2,3,2
0,27,Research & Development,10,2,733,4,Male,1,Divorced,8793,1,No,21,2,9,4,2,9
1,28,Sales,13,2,1933,4,Female,3,Single,9854,3,Yes,11,0,6,0,3,2
0,50,Sales,1,4,323,4,Female,4,Divorced,19517,3,No,11,1,32,3,2,7
0,18,Sales,10,3,411,4,Female,3,Single,1200,1,No,12,0,0,2,3,0
0,48,Sales,16,4,1557,3,Female,3,Divorced,6439,8,No,14,1,18,2,3,8
0,36,Sales,1,2,857,2,Male,4,Married,6201,1,Yes,14,1,18,1,2,18
0,34,Research & Development,1,4,1431,4,Male,1,Divorced,2996,5,No,14,2,10,2,3,4
1,46,Research & Development,21,2,1821,4,Female,2,Married,8926,4,No,22,1,13,2,4,9
0,50,Research & Development,17,5,1656,4,Female,1,Divorced,13269,5,No,15,3,19,3,3,14
0,23,Research & Development,12,2,1982,4,Male,4,Single,2647,1,No,13,0,5,6,4,5
0,35,Human Resources,26,4,2040,3,Female,4,Single,8837,1,Yes,16,0,9,2,3,9
0,25,Sales,26,1,781,3,Female,4,Single,6180,1,No,23,0,6,5,2,6
0,38,Sales,10,2,2041,1,Female,4,Married,5343,1,No,11,1,10,1,3,10
0,36,Research & Development,7,4,949,2,Male,4,Single,4678,2,No,18,0,8,6,3,6
0,54,Research & Development,1,4,1245,4,Female,3,Divorced,10502,7,No,17,1,33,2,1,5
0,34,Sales,1,3,1950,1,Male,4,Single,9888,1,No,21,0,14,3,2,14
0,38,Sales,2,2,1125,4,Male,2,Single,7351,7,No,16,0,10,2,3,1
1,33,Research & Development,1,4,780,4,Male,4,Single,2686,1,Yes,13,0,10,2,2,10
0,35,Research & Development,9,3,880,4,Female,3,Married,10685,1,Yes,20,1,17,2,3,17
0,31,Sales,6,4,653,1,Male,4,Divorced,5460,4,No,22,2,13,4,4,7
0,37,Research & Development,1,4,635,2,Female,2,Married,6447,6,No,12,1,8,2,2,6
0,42,Research & Development,3,3,894,3,Female,4,Married,5231,2,Yes,13,1,17,1,2,5
0,50,Research & Development,10,3,491,4,Male,4,Single,10496,6,No,15,0,20,2,3,4
1,50,Sales,28,3,2055,4,Male,1,Divorced,10854,4,Yes,13,1,20,3,3,3
0,26,Research & Development,6,3,164,3,Female,2,Married,2368,1,No,19,0,5,3,2,5
0,44,Research & Development,24,3,744,1,Male,3,Single,3708,2,No,14,0,9,5,3,5
0,30,Research & Development,16,1,1729,2,Male,4,Married,2862,1,No,12,1,10,2,2,10
1,20,Research & Development,6,3,137,4,Female,4,Single,2926,1,Yes,18,0,1,5,3,1
0,30,Human Resources,9,3,184,3,Male,4,Married,6347,0,Yes,19,0,12,2,1,11
0,35,Research & Development,2,3,269,2,Female,2,Single,4425,5,No,11,0,10,5,3,6
0,40,Sales,7,4,1740,2,Male,2,Single,19833,1,No,14,0,21,3,2,21
1,43,Research & Development,17,3,1767,3,Male,3,Married,2437,9,Yes,16,1,6,4,3,1
0,42,Research & Development,17,2,347,4,Female,1,Single,6545,3,Yes,13,0,10,1,3,3
0,40,Research & Development,20,4,1092,1,Male,4,Married,10322,4,No,20,1,14,6,3,11
0,44,Research & Development,28,3,1523,4,Male,1,Married,16328,3,No,13,1,24,1,4,20
0,40,Research & Development,4,1,253,4,Female,3,Married,19033,1,No,14,1,21,2,3,20
0,49,Research & Development,7,4,1484,3,Male,2,Divorced,10466,3,No,14,2,29,3,3,8
0,24,Research & Development,23,3,639,2,Male,4,Married,2725,1,Yes,11,2,6,3,3,6
0,45,Sales,4,2,240,3,Female,1,Divorced,5006,4,Yes,11,1,9,3,4,5
0,43,Research & Development,27,3,1126,3,Female,1,Married,10820,8,No,11,1,18,1,3,8
0,42,Research & Development,2,1,875,2,Male,4,Single,2515,5,Yes,14,0,8,2,3,2
0,43,Sales,4,4,1293,4,Female,4,Single,10231,3,No,14,0,23,3,4,21
0,34,Research & Development,19,3,1701,2,Female,4,Married,2929,1,No,12,0,10,3,3,10
0,29,Research & Development,1,3,1249,1,Female,4,Divorced,3760,1,No,15,3,3,5,3,3
1,25,Sales,9,2,1439,1,Male,1,Married,4400,3,No,12,0,6,2,3,3
0,26,Human Resources,25,1,177,3,Female,3,Married,2942,1,No,23,1,8,3,3,8
0,45,Sales,2,2,783,2,Male,3,Single,6632,0,No,13,0,9,3,3,8
1,33,Research & Development,3,3,702,1,Male,1,Single,3348,1,Yes,11,0,10,3,3,10
0,27,Research & Development,2,3,1648,4,Male,4,Single,2580,2,No,13,0,6,0,2,4
0,36,Research & Development,3,2,155,1,Female,4,Divorced,2835,5,No,22,1,7,2,3,1
0,41,Research & Development,2,4,616,1,Female,3,Single,6811,2,Yes,17,0,10,3,3,8
0,33,Research & Development,1,4,939,3,Male,1,Single,2799,3,Yes,11,0,6,1,3,3
1,32,Research & Development,1,3,331,4,Male,3,Single,3730,0,Yes,14,0,4,2,1,3
0,45,Sales,9,4,1117,2,Female,3,Married,5593,1,No,13,1,15,2,3,15
1,21,Sales,7,1,1780,2,Male,2,Single,2679,1,No,13,0,1,3,3,1
0,27,Research & Development,5,3,434,3,Female,2,Single,2478,1,Yes,12,0,4,2,2,4
1,30,Sales,9,3,1876,2,Male,4,Single,1081,1,No,13,0,1,3,2,1
0,45,Sales,26,3,1612,1,Male,1,Married,4385,1,No,15,1,10,2,3,10
0,27,Research & Development,2,1,7,1,Male,2,Married,3468,9,No,12,1,6,3,3,2
0,27,Sales,20,3,293,4,Female,3,Single,9981,1,No,14,0,7,2,3,7
0,36,Research & Development,1,4,1662,4,Female,3,Married,4374,0,No,15,0,4,6,3,3
0,44,Research & Development,3,4,671,4,Male,4,Married,19513,4,Yes,12,1,26,2,4,2
0,39,Research & Development,12,3,1654,4,Male,2,Married,5295,4,No,21,0,7,3,3,5
0,29,Sales,3,2,690,2,Female,3,Married,5561,1,No,14,1,6,5,2,6
0,35,Sales,11,2,1137,4,Male,4,Divorced,4968,1,No,11,1,5,3,3,5
0,42,Research & Development,13,3,1803,2,Male,1,Married,5538,5,No,18,2,10,2,2,0
0,29,Sales,2,2,388,2,Male,4,Single,4554,1,No,18,0,10,3,2,10
0,33,Sales,8,4,677,3,Male,3,Divorced,7104,0,No,12,0,6,3,3,5
0,49,Research & Development,1,3,887,3,Female,1,Married,3580,2,No,16,1,7,2,3,4
0,32,Sales,10,3,722,4,Male,4,Single,5396,1,No,12,0,10,2,2,10
0,32,Sales,5,2,889,2,Male,2,Married,6524,1,No,14,1,10,3,3,10
0,28,Research & Development,1,3,1315,3,Female,4,Married,6674,0,No,11,3,10,6,3,9
0,38,Research & Development,25,2,421,1,Female,2,Married,12061,3,No,17,1,19,2,3,10
0,45,Sales,20,3,2046,4,Female,3,Single,4850,8,No,15,0,8,3,3,5
0,33,Sales,10,3,446,2,Male,4,Single,4682,3,No,14,0,9,6,2,7
1,29,Research & Development,7,3,1299,2,Female,3,Divorced,3339,3,Yes,13,2,10,2,3,7
0,35,Sales,1,4,100,3,Male,1,Single,4312,0,No,14,0,16,2,3,15
0,30,Sales,7,1,585,4,Male,2,Single,2983,0,No,14,0,4,3,3,3
0,24,Research & Development,17,2,643,4,Male,2,Married,2127,1,No,21,1,1,2,3,1
1,49,Sales,11,3,840,3,Female,4,Married,7654,1,No,18,2,9,3,4,9
0,42,Research & Development,18,4,1998,4,Male,1,Divorced,5410,6,Yes,17,1,9,3,2,4
0,31,Sales,7,4,941,2,Male,3,Married,2329,3,No,15,0,13,2,4,7
0,35,Sales,18,5,74,2,Male,1,Married,9069,1,No,22,1,9,3,2,9
0,55,Research & Development,1,4,1424,2,Male,4,Divorced,14732,2,No,13,2,31,4,4,7
1,23,Sales,9,3,2023,4,Male,1,Married,1790,1,No,19,1,1,3,2,1
1,23,Research & Development,8,1,1684,4,Male,3,Single,3989,1,Yes,11,0,5,2,3,5
0,36,Research & Development,18,4,1133,1,Male,4,Single,7779,2,No,20,0,18,0,3,11
1,37,Research & Development,11,2,1033,1,Female,2,Married,4777,5,No,15,0,15,2,1,1
0,44,Research & Development,1,4,1903,2,Male,1,Married,5033,2,No,15,1,10,5,3,2
0,48,Research & Development,20,4,945,4,Male,3,Married,2259,4,No,17,2,13,2,2,0
0,26,Sales,28,2,641,1,Male,2,Married,6272,1,No,20,2,6,5,4,5
0,34,Sales,13,4,1951,4,Male,3,Divorced,8628,1,No,18,1,9,2,2,8
0,31,Research & Development,8,4,98,3,Female,4,Single,4424,1,No,23,0,11,2,3,11
0,38,Sales,3,4,1036,2,Male,4,Single,6861,8,Yes,12,0,19,1,3,1
1,19,Human Resources,2,2,566,1,Male,4,Single,2564,1,No,12,0,1,3,4,1
0,42,Research & Development,9,2,1595,4,Male,4,Single,19613,8,No,22,0,24,2,3,1
0,54,Research & Development,22,5,1665,2,Female,3,Married,17426,3,No,25,1,36,6,3,10
0,22,Research & Development,8,1,1019,2,Male,1,Married,2451,1,No,15,1,4,3,2,4
1,30,Research & Development,5,3,1017,2,Female,2,Single,2422,0,No,17,0,4,3,3,3
0,23,Research & Development,20,1,1533,1,Male,3,Single,2272,0,No,14,0,5,2,3,4
0,34,Sales,3,3,1478,4,Male,1,Single,4759,3,No,18,0,15,2,3,13
0,44,Research & Development,20,3,1475,4,Male,2,Single,3420,1,No,13,0,6,3,2,5
1,34,Human Resources,23,3,590,2,Female,1,Divorced,9950,9,Yes,15,3,11,2,3,3
0,24,Research & Development,24,3,1173,4,Male,2,Single,3597,8,No,22,0,6,2,3,4
0,34,Research & Development,5,3,153,3,Female,1,Single,11631,2,No,12,0,14,6,3,11
0,35,Research & Development,4,4,1350,3,Male,3,Single,4249,1,Yes,11,0,9,3,3,9
0,32,Research & Development,2,1,362,4,Male,1,Single,2176,4,No,13,0,9,5,3,6
0,39,Sales,2,5,985,1,Male,3,Single,7880,0,No,18,0,9,3,3,8
0,39,Research & Development,6,1,2062,4,Male,1,Married,9991,4,No,15,1,9,5,3,7
0,34,Research & Development,2,4,804,3,Female,1,Single,4381,1,No,11,0,6,3,3,6
0,38,Human Resources,2,3,1805,1,Male,2,Divorced,2592,5,No,13,3,13,3,3,11
0,59,Human Resources,6,2,321,2,Male,3,Married,2267,8,No,17,0,7,2,2,2
0,35,Research & Development,1,4,826,4,Female,3,Single,2506,3,No,13,0,7,0,3,2
0,30,Research & Development,23,3,159,1,Male,3,Divorced,2613,1,No,25,3,10,2,2,10
1,22,Research & Development,3,4,1203,3,Male,4,Married,2853,0,Yes,11,1,1,5,3,0
0,31,Research & Development,3,2,1948,3,Male,1,Divorced,3065,1,Yes,13,1,4,3,4,4
0,35,Research & Development,10,4,1587,1,Female,3,Single,6142,3,Yes,16,0,10,4,3,5
1,19,Sales,21,3,959,4,Male,2,Single,2121,1,Yes,13,0,1,3,4,1
0,41,Sales,10,2,1329,3,Male,2,Single,6151,1,No,13,0,19,4,3,19
0,35,Research & Development,28,3,1596,2,Male,3,Married,3407,1,No,17,2,10,3,2,10
0,27,Research & Development,6,4,655,1,Female,3,Divorced,2187,0,No,12,2,6,5,2,5
0,26,Research & Development,1,3,1952,3,Male,1,Single,2867,0,No,13,0,8,6,2,7
0,33,Sales,5,1,1395,2,Male,4,Married,9998,6,No,13,0,8,2,4,5
0,24,Human Resources,10,3,1746,1,Male,4,Married,2145,0,No,14,1,3,2,3,2
1,26,Human Resources,20,2,1818,4,Female,2,Married,2148,0,Yes,11,0,6,3,3,5
0,32,Research & Development,6,5,231,3,Male,3,Single,3038,3,No,20,0,8,2,3,5
0,29,Sales,19,3,1497,3,Male,3,Divorced,8620,1,No,14,2,10,3,3,10
0,31,Research & Development,1,4,308,3,Male,3,Married,4345,0,No,12,1,6,2,3,5
0,27,Research & Development,5,1,844,3,Male,4,Divorced,12808,1,Yes,16,1,9,3,3,9
0,32,Research & Development,5,2,1555,4,Female,2,Married,5878,3,No,12,1,12,2,3,7
0,27,Research & Development,19,3,1619,4,Male,1,Divorced,4066,1,No,11,2,7,3,3,7
0,29,Research & Development,9,3,1558,3,Male,3,Married,2451,6,No,18,2,5,2,2,1
0,29,Sales,2,3,469,4,Male,3,Married,4649,1,No,14,1,4,3,2,4
0,43,Sales,16,3,327,4,Female,4,Married,16064,5,Yes,22,1,22,3,3,17
