INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,CHURN
75994,159,79,901877,330,24,2,LEAVE
130056,60,0,858945,684,5,8,STAY
61131,200,66,928840,382,20,1,STAY
69957,240,16,956392,345,17,5,STAY
39778,0,78,850923,247,1,2,STAY
75830,48,0,676729,271,5,14,LEAVE
29705,63,18,484834,229,5,4,LEAVE
30142,230,72,470265,696,20,2,LEAVE
150747,50,0,194326,536,5,13,STAY
133835,46,59,764224,497,5,2,STAY
92665,186,0,462181,265,25,10,LEAVE
33602,220,12,514758,169,0,4,LEAVE
25418,61,44,246240,131,4,2,STAY
43721,136,0,217827,139,16,13,LEAVE
21463,236,47,634060,229,3,1,STAY
133635,214,9,253638,599,4,4,LEAVE
22926,41,0,925922,418,3,9,LEAVE
64201,0,69,510232,315,3,1,LEAVE
26274,57,0,205309,209,3,14,LEAVE
46743,208,0,257315,175,13,13,LEAVE
96345,206,6,300261,346,11,6,LEAVE
101440,38,0,446349,627,4,10,LEAVE
148492,197,0,248293,479,25,15,LEAVE
114678,205,24,907574,616,16,5,LEAVE
84219,79,0,591100,365,5,1,LEAVE
79454,201,82,179483,255,27,2,LEAVE
62949,59,23,205691,283,3,6,LEAVE
118573,0,5,592257,551,0,4,LEAVE
96609,0,52,212489,285,1,1,LEAVE
38108,152,57,658716,217,11,4,STAY
44535,79,25,252846,244,16,1,LEAVE
82308,205,63,934501,295,25,1,LEAVE
153754,68,0,258551,597,5,11,STAY
69971,70,0,396432,300,3,1,LEAVE
115887,119,0,260837,522,11,15,LEAVE
143191,0,88,308273,792,1,2,STAY
110866,0,35,489078,488,5,2,LEAVE
155310,194,86,290785,538,22,1,STAY
125672,0,15,281393,720,0,5,STAY
150163,206,0,980513,455,29,12,LEAVE
78585,41,52,216524,295,4,2,STAY
57600,49,66,269290,294,3,2,STAY
47152,203,27,713988,345,21,1,STAY
127572,207,42,396162,441,13,2,LEAVE
41934,210,0,656856,130,15,8,LEAVE
118886,95,82,376602,493,3,2,LEAVE
108177,65,43,644289,175,4,1,LEAVE
43801,0,63,808806,206,1,1,LEAVE
30013,0,0,501618,151,1,10,LEAVE
68711,67,9,301866,362,5,6,LEAVE
47261,0,9,978334,236,1,6,LEAVE
130588,67,23,180396,258,1,4,STAY
58490,0,0,300137,224,0,11,LEAVE
41089,149,54,205417,200,19,2,LEAVE
29464,198,10,284498,186,5,5,LEAVE
35224,0,0,190406,212,1,9,STAY
86858,0,55,372164,254,1,1,STAY
124825,204,67,937206,546,24,1,LEAVE
101140,87,21,592014,712,5,5,LEAVE
26476,157,0,202932,158,10,12,LEAVE
145533,158,40,211392,248,26,4,LEAVE
31061,71,88,168499,209,4,2,LEAVE
40986,72,0,733932,158,5,10,STAY
46492,65,0,470755,140,5,12,LEAVE
149672,29,7,315684,708,4,4,LEAVE
113543,146,24,754759,516,18,2,LEAVE
151676,245,88,540684,631,24,1,LEAVE
128842,179,6,181251,155,20,4,LEAVE
94237,0,49,258017,334,0,2,STAY
92161,227,0,882378,390,17,15,STAY
126843,75,0,984837,769,4,8,STAY
86881,0,22,936497,678,1,5,STAY
30244,72,42,273749,235,5,1,LEAVE
102305,0,84,371440,510,0,5,STAY
45488,67,23,810147,241,3,5,STAY
68751,208,6,210454,275,29,4,LEAVE
155520,0,34,497223,781,1,2,STAY
90744,149,0,216103,341,19,14,STAY
32225,92,0,205869,187,4,13,LEAVE
39044,223,0,292105,148,12,12,LEAVE
28497,0,0,517445,167,0,8,STAY
70988,0,50,966176,314,0,1,STAY
44778,228,0,284323,142,12,12,LEAVE
63673,277,25,733262,360,23,2,STAY
54851,189,13,175966,287,20,4,STAY
32260,231,10,235572,236,5,4,LEAVE
141498,257,81,423134,408,11,1,LEAVE
25176,55,0,257196,237,5,15,STAY
35032,184,17,283989,233,10,5,LEAVE
86670,183,0,226328,256,19,9,LEAVE
98023,45,14,198029,251,4,1,STAY
64146,0,9,587772,337,1,4,STAY
68281,0,20,837778,363,1,4,STAY
59860,44,0,291450,361,3,13,LEAVE
137528,50,0,232933,471,3,10,STAY
37340,216,19,900837,148,1,5,STAY
57840,180,0,582757,353,13,13,LEAVE
33205,204,55,162013,219,4,2,STAY
103678,34,21,174297,769,5,4,STAY
79534,67,50,911178,226,4,2,STAY
22946,0,10,556089,151,0,5,STAY
129855,0,0,340756,593,4,10,LEAVE
42064,51,37,457141,247,4,1,LEAVE
36912,201,23,660904,153,25,6,STAY
122405,129,38,375464,576,29,2,LEAVE
49703,188,42,232104,685,28,2,LEAVE
72092,54,24,865633,268,4,4,STAY
80418,0,59,495050,330,0,1,LEAVE
76786,54,0,664636,170,5,9,STAY
36331,28,6,667640,163,4,4,STAY
83743,0,45,908015,282,0,1,STAY
147241,0,0,319504,789,25,12,STAY
148950,196,0,740951,495,23,4,LEAVE
79391,0,81,558528,333,1,2,LEAVE
150579,0,38,376208,228,0,2,LEAVE
43734,58,0,843211,145,3,9,STAY
61298,0,54,459083,394,0,1,LEAVE
105572,41,9,714145,675,4,6,LEAVE
20441,0,0,662368,305,23,12,STAY
132944,194,0,395222,447,11,12,LEAVE
78596,0,0,226572,622,0,11,LEAVE
37324,202,22,237281,245,18,5,LEAVE
49827,33,26,248524,155,3,1,LEAVE
41074,74,14,602802,188,5,6,STAY
139512,79,10,564615,526,4,4,STAY
103010,242,0,811909,676,19,11,LEAVE
71039,225,79,541525,313,0,2,LEAVE
51078,64,0,491826,297,4,10,STAY
33155,200,64,584166,141,5,15,LEAVE
132145,0,15,193310,423,4,6,STAY
149540,216,34,306336,663,28,2,LEAVE
55629,69,0,646746,272,5,14,STAY
105600,57,21,715193,512,3,6,STAY
22384,234,14,281026,240,12,5,LEAVE
155403,0,0,520341,693,1,13,STAY
112651,59,19,261871,678,3,5,STAY
142283,66,9,241887,417,3,5,STAY
124982,88,12,927493,641,4,6,LEAVE
23499,0,74,391123,201,0,13,STAY
80505,0,12,252193,385,16,6,STAY
156435,40,43,400963,648,0,1,STAY
149478,174,9,289734,789,12,6,STAY
57826,242,21,368385,289,11,4,STAY
79740,134,27,522297,320,0,2,LEAVE
48266,69,0,731877,633,4,11,STAY
95176,78,0,268489,326,5,10,STAY
44559,0,11,401246,137,0,1,STAY
21067,0,64,540666,161,0,1,STAY
71563,0,17,176055,368,0,6,STAY
30252,85,13,879382,209,3,14,LEAVE
60381,170,18,301437,317,1,4,STAY
42094,62,15,225962,159,4,6,STAY
26027,0,7,189952,246,1,6,STAY
139943,0,16,288328,548,1,2,STAY
32759,0,56,516905,215,1,2,STAY
145022,178,0,930270,360,16,13,STAY
37097,0,0,587426,235,1,9,STAY
128559,146,43,372974,402,26,13,LEAVE
119368,57,0,395194,169,3,15,LEAVE
151096,0,8,921117,754,1,6,STAY
54155,55,0,579949,300,4,9,STAY
99633,190,0,390726,282,23,11,LEAVE
127349,0,18,184426,337,1,4,STAY
79025,0,0,869070,361,1,8,STAY
29564,73,0,548476,221,3,4,LEAVE
51781,221,11,636741,297,14,4,STAY
72318,239,36,759492,398,18,2,LEAVE
58289,209,56,932515,358,1,1,STAY
62259,54,43,928387,393,3,2,STAY
76240,221,0,754698,317,23,11,LEAVE
22350,0,13,388339,190,0,6,STAY
68388,0,0,263876,318,1,15,STAY
133156,0,0,317265,437,0,15,LEAVE
29929,51,29,379007,130,3,1,STAY
117736,0,0,261490,792,1,13,LEAVE
91400,191,14,416756,384,4,6,STAY
82661,63,7,391169,255,4,4,LEAVE
20290,208,53,172649,223,24,2,LEAVE
115434,64,0,511254,508,3,10,LEAVE
62092,0,11,741569,368,0,5,STAY
33210,0,89,837778,188,0,1,STAY
36694,60,51,259301,239,5,2,STAY
90568,58,82,311731,390,5,2,LEAVE
76346,242,68,645369,378,15,2,STAY
114020,63,0,325955,598,3,8,STAY
120293,0,13,159678,480,1,5,LEAVE
28798,242,0,691497,640,1,15,STAY
36995,0,55,702443,174,1,2,STAY
49392,0,50,217294,193,12,1,LEAVE
70528,226,12,235130,341,24,6,LEAVE
32763,68,0,689442,241,3,8,STAY
86755,0,0,284822,384,26,14,LEAVE
29766,189,9,172273,144,22,5,LEAVE
128296,66,59,524058,506,15,1,LEAVE
137945,0,0,797025,805,0,8,STAY
21524,183,0,799982,361,15,15,LEAVE
147863,226,77,382024,892,21,2,LEAVE
34658,85,12,715313,206,4,6,STAY
153812,0,14,169297,786,0,4,STAY
37715,192,0,774034,139,28,13,STAY
58452,165,31,643680,268,24,2,STAY
111320,0,6,473823,673,1,5,STAY
78065,0,78,173530,337,0,2,LEAVE
109367,79,55,376782,673,5,1,LEAVE
154244,0,83,271742,497,4,2,LEAVE
109588,209,57,188230,426,29,2,LEAVE
23650,0,0,240229,249,1,12,STAY
36158,0,51,171705,210,1,1,STAY
87432,210,51,154586,321,14,1,STAY
136869,194,10,217202,778,20,6,LEAVE
71569,75,0,377170,358,5,9,LEAVE
55828,230,25,673301,317,19,2,STAY
90545,56,72,789785,259,5,1,STAY
112115,51,86,635313,895,3,1,STAY
48196,38,14,451498,294,3,5,LEAVE
132708,0,54,595553,401,0,2,STAY
42197,0,26,447519,227,1,1,LEAVE
23578,203,25,557182,205,10,1,LEAVE
109916,60,48,729671,675,5,2,LEAVE
67179,0,47,335030,378,1,1,LEAVE
156195,77,22,356464,890,4,6,STAY
158173,250,39,943337,477,18,2,LEAVE
117245,0,22,227204,763,0,6,STAY
45463,59,0,720778,167,3,9,STAY
87450,218,10,363401,278,17,4,LEAVE
95849,166,15,372678,292,11,4,LEAVE
31735,0,11,937771,155,0,4,STAY
28216,0,0,232517,173,1,8,LEAVE
97309,0,0,987537,264,0,13,STAY
37767,0,6,259795,165,0,5,STAY
42257,65,22,707733,198,5,5,STAY
150587,0,9,958124,159,17,4,STAY
90166,0,0,595183,307,1,13,STAY
112219,192,0,992777,655,16,9,LEAVE
39326,178,27,267052,193,22,8,STAY
124168,0,10,803270,409,1,5,STAY
112420,0,0,163547,512,0,13,LEAVE
25806,67,87,691020,142,4,2,STAY
133867,0,12,193117,879,0,6,STAY
146523,214,0,193617,895,14,14,STAY
48061,83,54,299060,220,4,2,LEAVE
22182,0,13,778878,135,0,5,STAY
85433,170,0,154524,307,29,12,LEAVE
153533,0,18,737310,726,1,5,STAY
70321,53,34,871928,768,5,1,STAY
54195,62,0,265956,379,5,14,LEAVE
131007,167,12,157406,509,18,4,LEAVE
34149,208,87,387474,185,22,2,LEAVE
39487,31,13,210378,137,4,4,LEAVE
75754,84,15,445224,180,4,5,STAY
155533,220,22,788621,554,16,5,LEAVE
65446,0,17,200796,363,1,6,LEAVE
43557,226,0,406475,155,25,9,STAY
50973,62,38,828359,372,5,2,STAY
152982,222,0,986225,514,29,11,LEAVE
93003,0,0,470017,378,5,13,STAY
159716,0,52,613029,872,0,2,LEAVE
123072,0,41,218987,577,0,6,STAY
52197,0,15,621101,255,1,11,STAY
141991,68,23,276381,290,4,5,LEAVE
150287,0,0,316150,828,0,12,STAY
114369,0,0,192457,172,1,15,LEAVE
143761,215,15,299095,459,5,5,LEAVE
27104,0,0,853323,152,5,12,STAY
150303,0,23,586587,670,0,5,STAY
50068,0,85,906586,382,0,2,STAY
44558,61,37,822625,151,4,1,LEAVE
101424,167,0,282420,543,22,8,LEAVE
101777,0,12,970545,463,1,4,STAY
64528,0,9,920241,314,1,5,STAY
33050,62,0,826103,148,4,15,STAY
88419,212,0,298592,252,23,12,STAY
104388,159,11,770874,592,19,5,LEAVE
33188,208,0,294263,309,4,10,LEAVE
85965,215,13,419225,287,29,14,STAY
157714,68,0,898017,595,3,13,STAY
140010,0,31,236281,468,4,2,STAY
60287,68,70,796161,270,5,2,STAY
149845,0,60,154167,472,1,2,LEAVE
26517,0,0,727096,134,1,10,STAY
151809,0,37,174480,752,1,2,STAY
43209,237,13,284763,182,25,6,LEAVE
53023,190,0,821430,371,21,15,LEAVE
128575,185,87,391544,823,14,5,LEAVE
46579,50,9,222662,179,4,13,LEAVE
126162,0,15,558645,403,1,2,LEAVE
61586,55,20,798643,678,4,6,LEAVE
23944,0,0,657368,185,0,9,LEAVE
103674,61,23,869346,739,5,4,LEAVE
29401,53,80,269962,158,4,2,STAY
53207,75,0,230132,272,5,9,LEAVE
25337,39,18,529987,246,3,4,LEAVE
118395,44,84,838742,403,3,1,LEAVE
134567,0,7,631772,713,1,4,STAY
136622,52,13,412033,444,5,5,STAY
31339,181,9,317186,248,15,5,LEAVE
47949,39,77,392225,153,5,6,LEAVE
53435,216,15,529976,297,3,6,LEAVE
60484,0,51,445238,330,0,1,LEAVE
51672,77,0,234936,268,5,9,LEAVE
153966,167,61,270817,680,15,11,LEAVE
72020,214,14,150731,589,16,6,STAY
56014,92,8,287083,354,3,4,LEAVE
154443,51,0,461754,451,4,11,STAY
159641,0,0,252275,680,5,10,LEAVE
156230,143,0,202764,679,20,15,LEAVE
133334,55,5,303746,742,3,6,STAY
88841,0,34,178903,375,0,2,LEAVE
113868,53,0,260424,646,3,14,LEAVE
94541,0,50,324641,338,1,1,STAY
38122,0,0,254542,131,1,11,LEAVE
91340,36,47,276236,349,1,1,LEAVE
57818,0,27,920583,441,0,1,LEAVE
93526,92,26,388036,389,4,2,STAY
48600,0,14,317636,142,0,1,LEAVE
152417,168,0,276399,227,10,9,LEAVE
143253,0,47,534927,492,4,2,STAY
110900,0,45,870469,489,1,15,LEAVE
98406,160,16,166841,283,3,4,LEAVE
68945,258,20,187552,327,23,4,LEAVE
28760,243,6,594582,208,26,4,LEAVE
132929,52,22,309444,479,3,4,STAY
51181,0,74,163159,364,1,1,LEAVE
90865,196,0,179271,290,4,13,LEAVE
21969,239,24,422924,205,23,6,STAY
135084,59,0,995087,623,3,12,STAY
122448,66,56,246239,506,13,1,STAY
100264,0,23,355594,737,1,6,LEAVE
152122,0,0,373426,748,0,13,LEAVE
107581,76,13,684982,887,27,1,STAY
75166,171,15,757694,200,20,6,STAY
97635,0,15,328221,252,1,5,STAY
49667,50,38,880446,234,5,2,STAY
31827,81,0,164476,204,5,5,LEAVE
34069,80,20,437799,155,5,6,LEAVE
22752,74,19,157375,193,3,5,STAY
88756,0,0,733621,299,0,8,STAY
63531,190,24,741085,275,14,5,STAY
159702,0,0,184429,473,0,15,LEAVE
37666,0,79,201148,179,0,1,LEAVE
118043,207,21,186448,578,27,5,LEAVE
65093,143,16,236164,301,19,6,STAY
98502,199,76,968224,311,27,1,LEAVE
56960,0,24,763836,311,1,5,STAY
81219,51,18,986799,348,3,4,STAY
47025,0,82,308843,247,1,1,LEAVE
58226,37,18,455250,312,0,4,STAY
82116,277,81,576538,319,24,1,STAY
55160,199,76,511096,265,29,2,LEAVE
115495,184,52,698074,454,20,2,LEAVE
52529,199,0,425497,326,4,10,LEAVE
70880,0,25,700161,387,0,1,STAY
81843,226,22,364778,379,11,5,LEAVE
78581,57,64,211727,381,4,2,LEAVE
35336,228,15,840379,146,16,6,STAY
86130,0,22,308664,299,0,4,LEAVE
156877,0,60,292877,863,1,1,STAY
42975,0,0,482667,709,5,14,STAY
136715,285,0,166634,604,25,14,LEAVE
124285,0,0,357743,594,0,4,LEAVE
142058,169,0,854754,653,20,9,LEAVE
68112,0,80,964829,358,1,1,STAY
151537,0,9,234243,613,0,4,LEAVE
58668,0,15,619254,318,0,4,LEAVE
117039,0,0,385143,877,0,9,LEAVE
108144,48,7,851270,515,3,4,STAY
92413,207,0,742687,396,11,15,STAY
99131,0,51,236394,313,1,2,LEAVE
33570,74,14,447831,230,5,5,LEAVE
94678,0,20,152790,365,0,5,LEAVE
140412,56,23,986214,529,3,6,LEAVE
23845,210,25,846352,242,12,1,STAY
84495,0,0,516245,389,1,14,STAY
69820,61,0,871199,280,3,8,STAY
83017,0,30,241329,261,1,1,LEAVE
86921,0,0,194096,345,1,13,STAY
27619,69,0,751375,164,5,9,LEAVE
87632,133,0,204892,360,3,13,STAY
54787,0,10,648840,291,12,4,STAY
74430,176,11,549114,385,17,5,LEAVE
95230,0,0,236133,263,1,14,STAY
70793,270,13,379092,291,1,4,STAY
131135,60,0,287449,681,5,15,STAY
49507,213,0,201108,139,15,11,LEAVE
146965,66,7,648138,478,5,5,LEAVE
40395,174,0,891376,203,13,8,STAY
109713,65,0,930836,559,3,9,STAY
45761,0,17,980045,224,0,4,STAY
71202,184,22,561409,290,20,5,LEAVE
39209,64,20,850044,242,5,2,STAY
103233,148,11,817288,889,24,4,LEAVE
101137,60,79,268270,685,4,2,LEAVE
50405,65,12,406764,291,3,5,LEAVE
81211,0,69,329719,383,19,1,STAY
124734,204,0,566637,152,26,12,LEAVE
25467,238,45,556826,215,19,11,STAY
75489,199,0,766212,339,27,13,STAY
71119,0,18,609007,226,0,4,STAY
73195,69,82,189182,395,3,1,STAY
63366,181,73,756860,274,10,2,STAY
36780,202,0,629914,205,12,8,STAY
108043,228,14,265153,726,3,6,LEAVE
121791,146,45,553225,455,12,2,LEAVE
117224,236,6,282550,608,26,4,LEAVE
22415,67,0,168209,523,3,12,STAY
73343,50,20,502540,353,4,4,LEAVE
148132,0,0,310155,604,1,15,LEAVE
45590,141,0,846642,662,3,13,STAY
70695,0,58,515656,313,0,2,STAY
137971,39,0,699851,725,4,14,LEAVE
24621,0,13,211476,175,1,2,STAY
52877,0,0,451715,308,28,14,LEAVE
111048,172,13,689010,542,28,4,LEAVE
57481,172,72,797955,221,28,2,STAY
53382,0,0,475632,362,1,10,STAY
150481,35,0,185156,767,4,9,LEAVE
93393,0,6,545041,312,1,6,STAY
70113,0,64,430267,254,0,5,LEAVE
138318,52,17,505453,538,3,6,STAY
134752,214,14,647178,899,20,5,LEAVE
130936,0,14,241544,650,0,5,STAY
62268,79,88,323176,359,20,1,LEAVE
153356,46,26,667796,730,15,1,STAY
96147,0,16,452635,799,1,6,LEAVE
108343,63,28,382621,796,0,2,LEAVE
33531,208,14,523332,211,29,4,LEAVE
89818,170,83,460368,379,22,1,LEAVE
49239,0,0,644145,220,0,11,STAY
46765,199,66,803070,175,29,1,STAY
23414,0,0,704116,553,23,13,STAY
85530,0,12,653463,366,0,4,STAY
29470,195,0,682291,234,28,12,STAY
128929,58,69,932244,617,3,2,LEAVE
20288,0,39,610057,238,1,5,STAY
21957,208,0,155346,131,16,8,LEAVE
121711,181,64,468078,769,14,2,LEAVE
23492,154,0,457770,220,21,9,LEAVE
41588,69,17,153180,148,4,5,STAY
127368,194,11,436296,874,18,12,LEAVE
80732,220,0,421534,320,20,8,LEAVE
49730,0,50,239403,243,0,2,LEAVE
116883,81,21,523600,716,4,5,STAY
137296,145,0,456603,470,23,13,LEAVE
151393,49,15,853378,415,4,5,STAY
100143,0,63,918278,839,0,2,LEAVE
52876,75,0,773613,451,5,9,STAY
48364,191,15,857629,196,1,5,STAY
88426,219,0,821844,198,0,9,STAY
148105,78,61,819646,866,3,2,LEAVE
156268,0,9,223030,703,1,4,STAY
142102,0,25,183397,829,0,1,LEAVE
98973,51,23,707938,317,5,4,STAY
53350,54,31,282556,363,4,2,STAY
131433,218,25,606083,839,20,1,LEAVE
48146,65,8,727575,232,5,5,STAY
91573,216,0,238656,358,11,14,LEAVE
54949,216,50,441074,389,15,12,LEAVE
74889,206,68,222952,275,3,1,STAY
64138,0,34,274984,268,0,1,LEAVE
149316,0,60,185779,556,1,2,STAY
85096,0,15,272302,277,0,4,STAY
113014,218,42,303414,418,25,2,STAY
158641,230,27,250832,459,19,1,LEAVE
134545,0,0,282800,423,1,10,STAY
94490,223,65,279716,250,20,5,LEAVE
21004,68,13,187319,383,4,6,STAY
27707,53,15,409773,170,4,5,LEAVE
82802,187,0,378626,329,10,8,LEAVE
27719,182,59,975367,158,26,1,STAY
35862,0,24,223562,307,0,6,LEAVE
76648,235,14,659049,333,23,4,STAY
122993,0,19,874846,733,1,4,STAY
48038,201,0,702555,217,0,4,STAY
66446,60,0,617810,391,5,10,STAY
79271,60,0,922541,295,4,12,STAY
148353,193,9,151935,550,22,5,LEAVE
42566,0,15,983931,230,1,9,STAY
125995,199,63,559907,714,18,2,LEAVE
102492,54,12,354156,744,4,5,STAY
50723,55,0,889647,287,4,12,STAY
82978,220,83,605777,382,17,2,STAY
100297,237,0,728198,623,23,13,STAY
96719,0,62,290915,398,4,2,LEAVE
23354,0,0,628170,178,1,15,STAY
31717,0,0,454300,185,1,13,LEAVE
91836,209,0,284373,247,11,12,LEAVE
44237,0,0,504076,706,1,10,STAY
49677,0,0,290294,235,1,15,LEAVE
83585,47,72,223916,359,5,2,LEAVE
120807,38,0,635734,537,4,9,STAY
38917,0,66,194488,172,0,1,LEAVE
58648,0,18,636194,351,1,5,STAY
130178,167,0,161973,688,20,9,LEAVE
144309,0,16,892281,436,1,4,STAY
84830,81,0,199374,336,4,15,STAY
68124,56,0,968585,264,4,11,STAY
72094,0,0,484967,270,1,15,LEAVE
67276,0,86,269999,271,0,1,LEAVE
127571,31,9,253299,623,4,6,LEAVE
81763,206,48,701976,357,24,4,LEAVE
109149,215,44,798384,833,21,2,LEAVE
92855,182,0,218592,251,12,12,LEAVE
43388,237,32,173167,153,21,2,LEAVE
55850,67,0,475816,487,3,13,STAY
119548,200,13,559575,855,29,4,LEAVE
147309,0,46,547320,480,0,2,STAY
149570,166,84,278083,814,25,2,LEAVE
37385,0,0,176124,237,0,8,LEAVE
152267,0,46,627154,804,1,2,LEAVE
39559,0,0,416439,165,0,15,STAY
79188,0,26,837851,347,12,1,LEAVE
69628,179,0,327905,287,21,9,LEAVE
146005,0,32,754890,338,1,5,LEAVE
40430,0,24,755272,174,0,4,STAY
41928,64,23,289288,225,5,5,STAY
62295,204,0,590681,285,19,8,LEAVE
118703,178,21,949015,463,26,5,STAY
43733,67,20,390132,395,4,4,LEAVE
112640,222,34,957660,466,18,1,LEAVE
43067,0,29,504671,348,1,1,LEAVE
124694,54,10,371928,622,5,5,STAY
44787,75,50,663981,206,5,1,STAY
36306,165,10,234400,170,18,4,LEAVE
92141,0,19,248840,279,1,4,STAY
42141,0,66,187296,152,1,1,LEAVE
37505,71,0,367657,163,0,14,STAY
80231,235,0,170474,290,19,10,STAY
38381,152,0,913783,714,0,14,STAY
132496,221,0,883651,588,24,11,LEAVE
112811,0,61,804931,602,0,1,LEAVE
40652,0,37,777164,172,1,1,STAY
136378,0,21,551035,633,0,6,STAY
36154,67,13,413672,222,4,5,STAY
156949,154,57,472685,683,15,2,LEAVE
139546,0,0,731704,633,0,9,STAY
142276,47,0,675572,569,1,1,LEAVE
159227,239,39,273788,894,20,1,LEAVE
137683,0,69,539481,488,0,4,STAY
81682,204,17,837753,206,18,4,STAY
74314,78,15,759587,328,22,5,STAY
146739,93,36,243285,409,3,1,STAY
122135,45,17,319450,781,5,4,LEAVE
106578,0,61,500680,537,1,2,STAY
82527,59,55,826496,283,5,2,LEAVE
60341,0,19,407471,281,0,5,STAY
47947,78,58,253924,141,3,1,STAY
154171,0,0,952063,452,0,9,STAY
138267,176,30,304801,259,14,2,STAY
31971,0,66,288363,232,0,1,LEAVE
32994,159,21,171513,179,1,6,LEAVE
42330,0,12,208025,228,1,6,STAY
29322,59,8,876257,173,5,4,STAY
108802,0,24,683542,538,0,5,STAY
145081,0,0,341108,583,0,9,LEAVE
78606,211,78,190948,299,29,2,LEAVE
22815,0,0,861571,204,1,2,STAY
88490,0,6,984146,283,1,4,STAY
124559,0,74,172897,514,0,2,LEAVE
77497,208,73,891624,267,27,2,STAY
23493,267,6,408093,136,24,15,LEAVE
39178,0,7,174755,163,0,6,STAY
28726,54,78,188852,312,5,2,STAY
63040,58,0,652293,307,5,14,STAY
103137,0,0,170544,649,0,15,STAY
124356,66,6,244773,432,5,5,LEAVE
52699,66,17,675872,379,5,6,STAY
105178,0,57,834957,464,0,2,STAY
81393,0,29,180918,373,1,1,LEAVE
159125,0,51,812294,739,1,2,LEAVE
55975,0,0,191655,382,1,13,STAY
68768,52,0,880091,339,5,14,STAY
26074,171,0,157904,248,18,12,LEAVE
125380,0,0,296556,591,0,8,LEAVE
92537,0,71,579569,310,1,2,LEAVE
77284,203,13,930345,261,28,5,STAY
145731,68,0,368446,749,3,11,LEAVE
62852,0,57,193001,341,1,1,LEAVE
36913,62,77,314604,152,4,1,LEAVE
121805,0,51,924991,472,0,1,STAY
88120,0,59,977524,390,1,2,STAY
83731,69,19,526465,261,3,4,STAY
84908,163,0,249114,342,22,8,LEAVE
87969,65,6,194564,170,3,6,STAY
93411,61,45,954783,372,5,1,LEAVE
155321,92,0,454861,864,4,14,STAY
126586,179,0,574221,336,22,1,LEAVE
140386,71,0,150372,742,5,13,LEAVE
24837,166,0,433363,206,26,11,LEAVE
59232,0,63,175050,358,1,2,STAY
142321,199,42,721658,879,11,2,LEAVE
132588,77,65,169190,591,1,2,LEAVE
38983,0,47,491797,237,1,2,STAY
124209,63,5,892001,886,5,6,LEAVE
143677,210,12,230133,794,0,4,STAY
83805,0,0,885698,341,0,11,LEAVE
130952,71,0,977286,135,3,10,STAY
22763,0,16,752369,196,0,4,STAY
79312,0,80,485109,336,16,2,LEAVE
46997,64,29,861108,637,3,1,STAY
28946,0,0,382352,153,0,8,LEAVE
98886,45,15,470018,279,3,6,LEAVE
51868,0,0,200087,273,1,12,STAY
149546,139,5,277681,872,28,5,LEAVE
27281,187,78,191955,169,22,1,LEAVE
67023,227,14,496418,320,21,6,STAY
24882,53,21,462216,157,4,6,LEAVE
118019,238,0,910285,169,27,2,STAY
105821,152,0,267795,791,20,14,LEAVE
46086,0,10,293900,204,1,13,STAY
147364,0,13,285230,465,0,4,STAY
63821,249,0,248651,348,10,11,LEAVE
41217,169,0,551256,232,18,15,LEAVE
116132,0,0,467374,863,1,11,LEAVE
45100,46,20,361870,134,4,4,LEAVE
49419,0,48,435953,139,0,2,LEAVE
82369,230,0,433872,363,14,11,LEAVE
68248,61,0,289962,267,4,12,LEAVE
65688,220,86,504216,300,11,2,LEAVE
29875,242,0,696274,205,29,1,STAY
63973,0,0,280802,361,10,11,LEAVE
152174,0,0,223263,887,0,14,STAY
93795,225,21,369393,292,19,5,LEAVE
102397,198,7,182675,539,21,5,LEAVE
31886,218,15,375539,153,26,4,LEAVE
78308,59,51,531990,315,3,4,LEAVE
91911,0,0,994610,270,1,14,STAY
77785,0,0,878669,375,5,15,STAY
159562,227,0,225871,892,11,8,LEAVE
35364,67,55,713323,639,4,2,STAY
129733,141,61,753397,248,28,1,LEAVE
22955,231,12,762471,220,21,5,STAY
34944,0,0,166377,177,1,13,STAY
78298,56,0,330230,280,4,8,STAY
122494,0,0,218011,705,4,11,STAY
141923,216,39,615639,489,29,5,STAY
27400,132,34,816336,227,28,1,STAY
44961,46,72,219101,159,3,2,LEAVE
60684,0,56,783305,290,0,1,LEAVE
96952,0,36,256014,356,1,2,LEAVE
84608,0,5,330305,218,0,4,STAY
63168,227,0,248731,332,3,13,LEAVE
21770,0,66,332269,231,1,1,STAY
87569,0,0,733240,842,0,13,STAY
105846,49,0,463343,541,4,12,STAY
71714,166,21,206098,252,27,15,LEAVE
64010,184,79,286611,346,16,2,LEAVE
152516,0,39,246561,714,3,1,LEAVE
68597,69,68,712523,315,5,2,STAY
62490,149,0,447404,351,22,8,LEAVE
138675,63,45,708498,803,4,2,STAY
21718,66,0,405727,167,3,8,LEAVE
135283,0,0,228937,661,0,15,LEAVE
78747,243,16,867648,329,12,6,STAY
144148,248,0,280445,453,18,8,LEAVE
140452,0,0,635322,537,1,11,STAY
50875,205,22,591052,274,16,1,LEAVE
69494,0,0,918269,396,0,11,LEAVE
133100,188,67,167931,808,0,2,STAY
21270,204,57,244053,235,25,2,LEAVE
20544,227,13,190178,317,21,4,LEAVE
33433,90,25,677532,669,3,4,STAY
99623,59,6,476603,365,4,2,STAY
