v021,v087,v088,v089,v114,v115,v116,v117,v118,v120,v121,v157,v222,v223,v224,v249,v250,v251,v252,v253,v255,v256,v292,v360,v361,v362,v387,v388,v389,v390,v391,v393,v394,v430,v494,v495,v496,v521,v522,v523,v524,v525,v527,v528,v571,v572,v573,v574,v575,v576,v577,v578,defeat
1.4002,2.3633,0.9896,1787.9799,0.9341,0.0,768.0063,0.9909,58.3318,0.9687,6.2095,0.0408,0.0869,0.0011,126.1464,0.0245,0.0,143.2883,0.001,4.2139,0.0151,0.3374,0.0134,0.0266,0.0004,35.9167,0.0075,0.0,58.433,0.0003,1.3943,0.0049,0.1172,2.9109,3.6768,0.1129,7.0552,2.6267,0.0,18.6572,0.0963,7.224,1.5568,5.4331,533.1055,2.3497,6.59,0.5991,2.3055,0.1492,1.2361,25.4953,1
1.4029,2.4155,0.9884,1915.1296,0.9397,0.0,718.8014,0.9906,59.0278,0.9784,6.2876,0.0469,0.0857,0.0051,100.7146,0.0312,0.0,91.4517,0.0012,4.3934,0.0064,0.4176,0.0149,0.0277,0.0015,32.9525,0.0125,0.0,33.3728,0.0004,1.4339,0.0022,0.1368,3.341,3.5477,0.5173,5.2589,3.3225,0.0,12.7228,0.1202,7.443,0.6508,6.6417,534.2509,2.5108,9.29,0.4009,3.2968,0.1146,1.7389,15.9673,0
1.4012,2.3971,0.9831,1717.3568,0.8991,0.0,759.6985,0.9905,58.6601,0.9786,6.4563,0.047,0.0706,0.0115,147.2278,0.0309,0.0,70.1997,0.0007,2.6724,0.0037,0.4257,0.016,0.0223,0.004,44.1057,0.0106,0.0,21.028,0.0002,0.7748,0.0014,0.1416,3.353,2.9457,1.1709,8.5729,3.4388,0.0,9.2405,0.0687,4.5557,0.3789,6.593,530.8764,2.1917,7.0,0.4128,2.5006,0.1117,1.3186,18.8331,0
1.416,2.3986,0.9861,1874.2109,0.9429,0.0,804.678,0.9909,58.6847,0.9677,6.2458,0.05,0.129,0.0039,120.4108,0.0187,0.0,81.2009,0.0006,4.2871,0.0145,0.2993,0.015,0.0456,0.0014,39.5154,0.0058,0.0,24.704,0.0002,1.4348,0.0055,0.1091,3.5276,5.3773,0.3936,6.4246,1.9859,0.0,10.0911,0.0563,7.3053,1.4977,4.7923,532.5454,2.1461,8.74,0.35,3.1643,0.0927,1.6412,16.3088,0
1.4186,2.3988,0.9687,1837.5602,0.9509,0.0,755.8207,0.9904,59.2109,0.9789,6.3542,0.0612,0.0851,0.0082,122.7568,0.013,0.0,91.1181,0.0013,4.4631,0.0029,0.4377,0.021,0.0265,0.0034,49.4254,0.0043,0.0,29.3341,0.0004,1.4645,0.0011,0.1434,4.317,3.5477,0.8483,6.6804,1.3678,0.0,12.0555,0.1278,7.5376,0.2999,6.8882,535.24,2.3483,8.28,0.3146,2.7718,0.0977,1.547,13.3972,0
1.4155,2.4107,0.9884,1861.767,0.9379,0.0,741.3105,0.991,58.2421,0.9623,6.3799,0.0489,0.0936,0.0035,111.8842,0.0225,0.0,170.8904,0.001,2.5649,0.0266,0.3757,0.0158,0.0282,0.0012,42.1489,0.0073,0.0,61.2209,0.0003,0.7634,0.008,0.1281,3.4538,3.8838,0.3555,6.0096,2.4042,0.0,23.0525,0.0993,4.4039,2.7639,5.8885,535.5864,2.3608,8.0699,0.1547,2.9084,0.0562,1.5067,6.5522,0
1.401,2.3952,0.9673,1832.5502,0.9419,0.0,755.125,0.9908,59.099,0.9789,6.0763,0.0473,0.0592,0.0397,82.363,0.0338,0.0,131.3116,0.0007,3.1095,0.0049,0.3895,0.0191,0.0197,0.0118,24.5222,0.0094,0.0,48.4047,0.0002,1.0252,0.0018,0.1309,3.3762,2.4732,4.1011,4.4944,3.5834,0.0,17.3894,0.0748,5.2615,0.5004,6.4108,536.4636,2.0117,9.27,0.2912,2.7639,0.1055,1.7280000000000002,14.4755,0
1.395,2.3952,0.9649,1841.8205,0.9016,0.0228,704.9014,0.9909,58.6473,0.9569,6.6157,0.0393,0.0592,0.0212,104.542,0.3324,0.2067,77.3077,0.0006,3.2904,0.02,0.3049,0.0128,0.0197,0.0068,33.4483,0.1013,0.065,22.3949,0.0002,1.0293,0.0081,0.1174,2.8179,2.4732,2.1938,5.676,36.8703,907.91,10.9672,0.0562,5.6104,2.0919,4.6084,535.2509,2.2864,9.32,0.3201,3.0902,0.1112,1.7412,14.0012,1
1.4062,2.3691,0.9814,1902.0905,0.9502,0.0,753.9392,0.9671,55.9712,0.9762,6.417000000000001,0.0389,0.0472,0.0271,135.0925,0.0036,0.0,78.3816,0.0082,2.3459,0.0069999999999999,0.3778,0.0121,0.0153,0.0081,52.1028,0.0014,0.0,29.1564,0.0024,0.773,0.0021,0.1259,2.7656,1.9924,2.7629,7.1023,0.3815,0.0,10.3963,0.8479,4.1913,0.7154,5.8869,533.7473,2.2437,8.22,0.2701,2.8877,0.085,1.54,12.0404,1
1.3975,2.3021,0.9615,1894.5316,0.9321,0.0,734.0928,0.991,58.2597,0.9759,6.2878,0.0867,0.0767,0.0141,121.0071,0.0481,0.0,93.3458,0.0005,4.3243,0.0064,0.4092,0.0255,0.0224,0.0042,46.1248,0.0158,0.0,31.9324,0.0002,1.4307,0.002,0.1393,6.2062,3.3321,1.4708,6.3872,5.1648,0.0,12.7158,0.0456,7.4224,0.6529,6.5083,529.9773,2.3048,7.24,0.3292,2.1994,0.1218,1.3661,14.2828,0
1.3962,2.4528,0.9729,1764.308,0.9461,0.0,778.7802,0.9908,59.1555,0.9788,6.3275,0.0281,0.0679,0.0032,120.2068,0.0321,0.0,139.421,0.0007,3.2252,0.0064,0.4269,0.0093,0.0248,0.0011,41.5362,0.0096,0.0,38.1574,0.0002,1.0754,0.0019,0.138,2.012,2.7702,0.3336,6.8133,3.3978,0.0,17.9025,0.0689,5.452000000000001,0.6538,6.7464,531.7764,2.2132,8.58,0.2182,2.6533,0.0688,1.6135,9.8604,0
1.419,2.4107,0.9737,1796.1029,0.94,0.0,754.8984,0.9904,59.5812,0.9796,6.1676,0.0206,0.0936,0.0032,120.2559,0.0203,0.0,193.376,0.0004,4.1038,0.0056,0.3864,0.0067,0.0282,0.0012,37.5729,0.0065,0.0,64.7663,0.0002,1.1833,0.0017,0.1317,1.4517,3.8838,0.3318,6.6954,2.1583,0.0,25.6162,0.0435,6.8878,0.5732,6.2648,535.7673,2.0382,10.66,0.3075,3.6728,0.0841,1.9897,15.0879,0
1.422,2.3988,0.9904,1775.4565,0.9527,0.0,714.1360000000001,0.9909,58.1062,0.9666,6.1819,0.0571,0.0851,0.0006,92.9583,0.0385,0.0,195.7011,0.0008,2.3288,0.018,0.3396,0.0177,0.0265,0.0002,28.6717,0.011,0.0,74.8551,0.0003,0.6924,0.0068,0.1242,4.0147,3.5477,0.0603,5.2357,4.0383,0.0,27.4039,0.0806,4.0078,1.8659,5.4935,535.8027,1.9736,7.39,0.3366,2.3288,0.0857,1.3792,17.0532,1
1.4088,2.4306,0.99,1862.9489,0.9483,0.0,773.7589,0.9678,57.3798,0.9638,6.2902,0.0514,0.0472,0.0011,144.5028,0.0284,0.0,105.3814,0.0021,4.9963,0.0181,0.3517,0.0163,0.0158,0.0003,42.2209,0.0107,0.0,36.6157,0.0007,1.6298,0.0066,0.1228,3.6492,1.9403,0.1141,7.7567,2.991,0.0,13.6194,0.2192,8.7073,1.8776,5.5917,536.7873,2.2478,6.24,0.4772,2.3507,0.1413,1.1625,21.2281,0
1.3929,2.3496,0.9711,1780.3646,0.9494,0.0,760.5687,0.9625,55.5313,0.9699,6.1034,0.0655,0.0894,0.0042,125.5107,0.0228,0.0,65.5066,0.0151,2.6554,0.0157,0.3816,0.0213,0.0278,0.0013,38.5539,0.0069,0.0,20.6854,0.0041,0.8564,0.0056,0.1315,4.7026,3.8062,0.433,7.0497,2.3966,0.0,8.6128,1.5653,4.7819,1.6232,6.2521,532.2164,2.3626,9.7599,0.3866,3.2033,0.1142,1.8338,16.3616,1
1.4149,2.3972,0.9882,1789.9489,0.9294,0.0,771.0169,0.967,57.4063,0.9793,6.1214,0.0409,0.0662,0.0016,90.2764,0.0573,0.0,165.7468,0.0016,5.2175,0.0045,0.4017,0.0129,0.0229,0.0005,27.6,0.0188,0.0,59.2604,0.0005,1.6880000000000002,0.0013,0.1324,2.8892,2.7619,0.1577,5.0435,6.1635,0.0,21.4972,0.1655,9.0887,0.4553,6.5628,533.86,2.3365,6.14,0.4319,2.0163,0.1238,1.1501,18.4846,0
1.4319,2.3953,0.9894,1833.5472,0.9611,0.0,735.9707,0.9906,57.8675,0.9741,6.3363,0.0546,0.0753,0.0036,81.3622,0.0153,0.0,242.0692,0.0009,2.2402,0.0056,0.2833,0.0171,0.0232,0.0013,27.9935,0.005,0.0,85.7613,0.0003,0.6475,0.0018,0.0935,3.8104,3.1452,0.3618,4.4374,1.5935,0.0,32.8911,0.0914,3.8713,0.5751,4.4711,537.2882,2.019,6.98,0.2294,2.1543,0.0771,1.2991,11.3646,0
1.3996,2.4154,0.9591,1836.76,0.9109,0.0,737.6565,0.966,59.1295,0.9584,6.6484,0.0618,0.0768,0.0339,159.0148,0.0539,0.0,91.6945,0.0048,5.5617,0.0279999999999999,0.3307,0.0218,0.0247,0.0108,48.8798,0.0202,0.0,30.1078,0.0015,1.825,0.0087,0.1146,4.4177,3.1781,3.5335,8.6574,5.9125,0.0,12.4305,0.4995,9.406,2.9202,4.9737,535.0427,2.0348,10.3,0.4444,3.522,0.1316,1.9251,21.8407,0
1.4055,2.3566,0.9698,1806.4107,0.9482,0.0,755.5991,0.9904,59.4921,0.9804,6.1643,0.0424,0.0679,0.0033,93.701,0.0212,0.0,124.5043,0.0014,4.4487,0.0061,0.3852,0.0157,0.0228,0.0011,29.9948,0.0075,0.0,44.2995,0.0004,1.4633,0.0019,0.1266,3.0154,2.8797,0.3443,5.1871,2.2351,0.0,16.4776,0.1379,7.4778,0.6172,6.2495,534.6255,2.4592,7.91,0.1254,2.8332,0.0463,1.4795,5.0986,0
1.4082,2.3893,0.9905,1859.3656,0.95,0.0,773.8504,0.9903,60.0459,0.979,6.0189,0.0183,0.0669,0.0005,108.5968,0.0117,0.0,104.4278,0.0006,2.8423,0.0035,0.3406,0.0063,0.0189,0.0002,32.999,0.0038,0.0,37.4003,0.0002,0.9685,0.0012,0.1147,1.3024,2.8018,0.0479,5.8405,1.2361,0.0,13.4946,0.0648,4.7336,0.3534,5.659,536.5182,2.0018,12.54,0.2766,3.8913,0.0895,2.3373,13.8172,0
1.3999,2.4571,0.9901,1809.8522,0.9461,0.0,757.3824,0.9618,57.5716,0.974,6.2604,0.0788,0.0799,0.0006,63.7454,0.0134,0.0,143.4902,0.005,5.0317,0.0055,0.3355,0.0227,0.0257,0.0002,18.9344,0.0041,0.0,54.0598,0.0017,1.6445,0.0017,0.1172,5.627000000000001,3.2523,0.0582,3.5221,1.4182,0.0,18.9455,0.5174,8.7399,0.5606,5.3594,532.4236,2.5469,6.49,0.4057,2.4106,0.1139,1.219,15.93,0
1.4077,2.3633,0.99,1862.9489,0.9473,0.0,733.8516,0.9674,56.6393,0.9801,6.0909,0.0315,0.0869,0.0011,144.5028,0.0252,0.0,85.6931,0.003,3.5801,0.0051,0.4098,0.0082,0.0266,0.0003,42.2209,0.0077,0.0,28.4356,0.0011,1.1946,0.0014,0.1375,2.2377,3.6768,0.1141,7.7567,2.665,0.0,11.6772,0.3142,6.321000000000001,0.5215,6.7282,535.4264,2.0184,7.55,0.2272,2.6025,0.0746,1.4101,11.2549,0
1.386,2.3782,0.9847,1813.8976,0.9486,0.0,763.8563,0.9592,58.0172,0.976,6.3083,0.0607,0.0335,0.008,117.7777,0.0182,0.0,105.5518,0.004,2.267,0.0061,0.4053,0.0223,0.0101,0.0024,38.4535,0.0053,0.0,30.9744,0.0012,0.7542,0.002,0.133,4.3831,1.4104,0.8134,6.4931,1.9204,0.0,13.8183,0.4219,3.9075,0.6283,6.4251,534.5155,2.4013,10.57,0.4373,3.4964,0.1369,1.9775,18.2114,0
1.4132,2.3614,0.9848,1789.4793,0.9403,0.0,711.8571,0.9905,58.9959,0.9653,6.3571,0.0318,0.0353,0.0022,120.9603,0.0198,0.0,129.8465,0.0011,2.6624,0.0229,0.365,0.009,0.0123,0.0008,40.1228,0.0069,0.0,36.855,0.0004,0.8585,0.0069,0.1264,2.2523,1.4947,0.2284,6.7595,2.1036,0.0,18.2405,0.1148,4.5129,2.3686,5.7416,523.0227,2.3358,5.39,0.3599,1.7611,0.1242,1.0306,15.4085,0
1.4084,2.3746,0.9895,1764.3276,0.9457,0.0,773.7833,0.9909,58.1217,0.9708,6.6967,0.0486,0.0758,0.0023,102.1039,0.0131,0.0,66.2499,0.0008,2.2436,0.0077,0.3887,0.0187,0.0256,0.0007,30.7071,0.0048,0.0,25.133000000000003,0.0003,0.7249,0.002,0.1319,3.4513,3.194,0.2335,5.7871,1.3808,0.0,8.5618,0.0852,3.8602,0.7927,5.8042,537.59,1.7633,6.39,0.2326,2.0122,0.0663,1.1886,13.1929,0
1.3937,2.3181,0.9701,1793.9021,0.9385,0.0,823.2608,0.9905,60.026,0.9654,6.3649,0.0645,0.0873,0.0041,85.9713,0.0132,0.0,152.8221,0.0012,2.6264,0.0174,0.3904,0.0216,0.026,0.0012,28.1746,0.0046,0.0,46.7865,0.0004,0.8512,0.0064,0.1386,4.6244,3.7641,0.42,4.7924,1.4082,0.0,18.563,0.1164,4.3754,1.8064,6.1337,536.3945,2.0371,9.6,0.2247,3.3993,0.0576,1.7897,11.0317,0
1.4002,2.4077,0.9879,1802.3303,0.9526,0.0,760.5186,0.9369,56.0367,0.9788,6.2869,0.0531,0.0738,0.0014,136.4844,0.0139999999999999,0.0,75.3167,0.0233,4.4574,0.003,0.4394,0.018,0.0235,0.0004,40.5244,0.0051,0.0,29.2486,0.0061,1.3372,0.0009,0.1481,3.791,3.0647,0.139,7.5727,1.4747,0.0,9.9033,2.4867,7.9544,0.308,6.9889,534.8927,2.4332,10.75,0.3656,3.7784,0.0932,2.0097,15.0254,0
1.3868,2.3952,0.9634,1816.0286,0.9439,0.0,760.1941,0.9681,57.2713,0.9809,6.2641,0.0419,0.0592,0.04,81.8126,0.0219,0.0,101.4092,0.0013,4.949,0.0042,0.3656,0.0128,0.0197,0.013,25.8338,0.0073,0.0,36.525,0.0004,1.6253,0.0014,0.1218,3.0221,2.4732,4.1549,4.505,2.3182,0.0,13.3399,0.1378,8.6413,0.43,5.837000000000001,537.1373,2.1412,7.93,0.2848,2.5902,0.093,1.4763,13.3002,0
1.3953,2.367,0.9679,1857.068,0.9279,0.0,722.0756,0.9908,59.6045,0.9794,6.1709,0.0901,0.0928,0.0066,103.2262,0.0093,0.0,120.8641,0.0013,2.2309,0.0044,0.428,0.0307,0.0248,0.0025,35.6862,0.0031,0.0,42.5381,0.0004,0.6655,0.0015,0.1409,6.4597,3.9222,0.6859,5.5586,1.0,0.0,16.7384,0.134,3.7429,0.4504,6.9354,537.6418,2.2678,10.22,0.3876,3.5456,0.1182,1.9009,17.0931,0
1.4073,2.4222,0.9707,1836.6503,0.9418,0.0,744.4707,0.968,57.5846,0.9788,6.2893,0.0207,0.0436,0.0084,88.7012,0.0318,0.0,158.5317,0.0025,5.3135,0.0033,0.3901,0.0073,0.0142,0.003,29.847,0.0101,0.0,53.3071,0.0008,1.7277,0.0012,0.128,1.4724,1.7999,0.8621,4.8295,3.3773,0.0,21.2945,0.2574,9.2274,0.3327,6.2027,529.3318,2.3418,10.5,0.3571,3.6913,0.122,1.9836,15.2498,0
1.4035,2.4,0.9904,1808.3115,0.9437,0.0,726.8887,0.9659,59.1544,0.9795,6.1235,0.0553,0.0385,0.0017,176.8171,0.0161,0.0,171.0141,0.0057,5.4718,0.0028,0.3778,0.022,0.0154,0.0005,53.5303,0.0053,0.0,59.7763,0.0018,1.8039,0.0009,0.1233,3.9373,1.6059,0.1719,9.778,1.7086,0.0,23.5269,0.5939,9.2501,0.281,6.1691,533.6146,2.0713,11.09,0.3184,3.6866,0.1067,2.0783,15.3708,0
1.358,2.4222,0.9702,1862.9306,0.9663,0.0,790.1841,0.9904,59.3415,0.9794,6.3099,0.5645,0.0436,0.0078,86.7,0.0154,0.0,211.3799,0.0013,4.3467,0.0041,0.4178,0.1737,0.0142,0.0029,31.7218,0.0063,0.0,67.7036,0.0004,1.4529,0.0013,0.1351,41.5704,1.7999,0.8027,4.654,1.5955,0.0,26.7507,0.1329,7.3249,0.4237,6.6216,535.7664,1.9407,6.15,0.2806,2.3189,0.0846,1.1479,14.459,0
1.416,2.4154,0.9887,1883.8396,0.9336,0.0,771.4724,0.991,57.7826,0.9594,6.5992,0.0473,0.0768,0.0025,171.8003,0.0249,0.0,76.5322,0.0012,2.5844,0.0231,0.3216,0.0142,0.0247,0.001,50.9815,0.0091,0.0,29.9797,0.0004,0.7591,0.0081,0.1135,3.3368,3.1781,0.2576,9.1197,2.6626,0.0,9.9203,0.1234,4.4725,2.4045,4.8728,531.81,2.2115,13.76,0.1968,4.5061,0.0755,2.5874,8.9008,1
1.4069999999999998,2.4152,0.9871,1794.9025,0.9475,0.0,738.2523,0.9382,56.3047,0.9762,6.3217,0.0741,0.0353,0.002,91.399,0.0281,0.0,103.5185,0.0208,4.1884,0.0041,0.4468,0.0212,0.0132,0.0006,28.0191,0.0099,0.0,36.0316,0.0054,1.2749,0.0014,0.1401,5.2694,1.4623,0.2043,5.0921,2.9692,0.0,14.0221,2.2216,7.4388,0.4207,7.0677,531.1209,2.2509,9.53,0.2307,2.9130000000000003,0.0799,1.7943,10.2491,0
1.4194,2.3988,0.9688,1739.2144,0.9336,0.0,735.1842,0.9674,57.3114,0.9794,6.1868,0.0669,0.0851,0.0041,101.5006,0.0054,0.0,37.7654,0.0023,4.9641,0.0044,0.4118,0.0208,0.0265,0.0015,29.1093,0.0018,0.0,10.8791,0.0007,1.6373,0.0012,0.1326,4.712,3.5477,0.4271,5.836,0.5774,0.0,5.1369,0.2427,8.6617,0.4537,6.6562,539.2336,2.1559,7.54,0.181,2.5261,0.0617,1.3983,8.3962,0
1.3563,2.4324,0.9642,1831.4598,0.9555,0.0,716.1579,0.9907,58.2233,0.9661,6.1287,0.4733,0.0811,0.0119,100.7533,0.0214,0.0,96.4118,0.001,2.2533,0.0164,0.3589,0.1427,0.026,0.0042,34.1886,0.0092,0.0,33.976,0.0003,0.6683,0.0056,0.1201,34.8972,3.3332,1.2297,5.5013,2.2364,0.0,13.4624,0.099,3.8701,1.6999,5.8567,510.9145,1.7483,439.05,1.2098,137.833,0.3739,85.9341,69.196,0
1.3928,2.4311,0.991,1822.7262,0.9486,0.0,767.3358,0.991,57.6772,0.9786,6.4168,0.0326,0.092,0.0009,81.2722,0.0257,0.0,120.4468,0.0012,2.1790000000000003,0.0055,0.3027,0.0113,0.0283,0.0003,25.7636,0.009,0.0,42.0305,0.0003,0.6605,0.0017,0.1028,2.3427,3.7848,0.0881,4.4588,2.7071,0.0,15.6967,0.1228,3.7779,0.5582,4.7169,510.9145,1.7483,439.05,1.2098,137.833,0.3739,85.9341,69.196,0
1.3874,2.3891,0.9882,1841.0643,0.9462,0.0,731.1757,0.9909,57.9243,0.9615,6.3937,0.1084,0.088,0.0017,135.0078,0.0236,0.0,158.7111,0.0012,3.3278,0.02,0.3193,0.0368,0.0259,0.0006,51.5407,0.0068,0.0,46.74,0.0004,0.9795,0.0069,0.1171,7.8127,3.6814,0.1736,7.3331,2.495,0.0,21.7063,0.1227,5.7451,2.0808,4.9936,533.1773,2.3063,9.93,0.2199,3.6157,0.079,1.8624,9.5334,0
1.4039,2.3998,0.9906,1747.5379999999998,0.9509,0.0,757.1042,0.9907,58.4191,0.9631,6.325,0.0681,0.0683,0.0007,50.5529,0.022,0.0,94.6902,0.0013,2.0419,0.0199,0.3646,0.025,0.024,0.0003,15.1484,0.0064,0.0,26.5207,0.0004,0.6707,0.0072,0.1286,4.8485,2.8463,0.0723,2.8928,2.3146,0.0,12.5069,0.1299,3.4952,2.0702,5.7645,533.8209,2.2711,10.27,0.1299,3.6182,0.0448,1.9239,5.7214,0
1.4103,2.3999,0.9848,1778.933,0.9423,0.0,768.9496,0.9911,57.6821,0.9667,6.1302,0.0431,0.0722,0.0022,91.8998,0.0207,0.0,127.9472,0.0013,2.1536,0.0179,0.3718,0.0126,0.0226,0.0008,30.122,0.0056,0.0,44.2329,0.0004,0.6926,0.0058,0.1213,3.0525,3.0067,0.2261,5.166,2.1961,0.0,16.6392,0.1272,3.7336,1.854,6.0644,510.9145,1.7483,439.05,1.2098,137.833,0.3739,85.9341,69.196,0
1.4248,2.3625,0.9901,1851.4578,0.9437,0.0,795.0289,0.9904,58.5485,0.9766,6.3353,0.0337,0.0729,0.0005,143.5756,0.0263,0.0,145.3537,0.0009,2.2055,0.005,0.4376,0.0111,0.0228,0.0001,40.025,0.0093,0.0,53.1108,0.0003,0.6514,0.0016,0.1355,2.3666,3.0844,0.0491,7.7547,2.7851,0.0,18.2828,0.0895,3.767,0.5096,6.9078,533.3118,2.3907,7.01,0.3682,2.3605,0.0961,1.3144,15.4001,0
1.4224,2.355,0.9894,1831.0923,0.946,0.0,806.075,0.9905,59.0693,0.9669,6.2496,0.0753,0.0432,0.0021,129.7219,0.0182,0.0,114.6321,0.0007,4.3757,0.0206,0.2277,0.0223,0.0155,0.0007,46.0294,0.0069999999999999,0.0,38.8267,0.0002,1.4617,0.0062,0.0862,5.2952,1.8342,0.2081,7.0844,1.9187,0.0,14.220999999999998,0.0698,7.4077,2.1313,3.6441,529.3927,2.1345,11.79,0.2879,4.1245,0.0949,2.2271,13.4859,0
1.409,2.3999,0.9722,1769.3696,0.9501,0.0,631.7283,0.9909,58.6585,0.9772,6.2266,0.0436,0.0726,0.0037,112.9465,0.0199,0.0,145.4958,0.001,2.4838,0.0064,0.3938,0.0132,0.0229,0.0014,40.437,0.0062,0.0,49.3507,0.0003,0.8311,0.0018,0.1297,3.0916,3.0264,0.3805,6.3834,2.0915,0.0,23.0314,0.099,4.2343,0.6583,6.3239,529.3927,2.1345,11.79,0.2879,4.1245,0.0949,2.2271,13.4859,0
1.4094,2.3986,0.9848,1789.4793,0.9504,0.0,771.9225,0.9909,58.3945,0.9644,6.2476,0.0486,0.0597,0.0022,120.9603,0.0136,0.0,65.7394,0.0005,2.8538,0.0289999999999999,0.4039999999999999,0.018,0.0206,0.0008,40.1228,0.0055,0.0,24.4221,0.0002,0.9737,0.0087,0.1362,3.4454,2.4906,0.2284,6.7595,1.4297,0.0,8.5163,0.0539,4.8872,3.0055,6.4663,535.1736,2.4707,9.84,0.3066,3.4939,0.0893,1.8387,12.4093,0
1.4143,2.42,0.9673,1832.5502,0.9531,0.0,822.5189999999999,0.9908,57.7407,0.9601,6.4596,0.0434,0.1119999999999999,0.0397,82.363,0.0457,0.0,88.9313,0.0007,4.3197,0.0249,0.4152,0.0118,0.0347,0.0118,24.5222,0.0182,0.0,32.6888,0.0002,1.2159,0.0084,0.1374,3.0701,4.6272,4.1011,4.4944,4.7935,0.0,10.8121,0.0713,7.4813,2.5954,6.4281,510.9145,1.7483,439.05,1.2098,137.833,0.3739,85.9341,69.196,0
1.3882,2.3953,0.9902,1884.6219,0.9451,0.0,792.3948,0.9909,57.7968,0.9781,6.376,0.0767,0.0753,0.0017,101.4521,0.0148,0.0,190.7465,0.0014,2.1928,0.0036,0.2694,0.0268,0.0232,0.0005,30.7084,0.0054,0.0,64.4288,0.0004,0.644,0.0011,0.093,5.5229,3.1452,0.1698,5.3832,1.5676,0.0,24.0722,0.1369,3.794,0.3648,4.2256,534.9591,1.8002,8.29,0.2435,2.9696,0.0651,1.5497,13.5286,0
1.4033,2.3382,0.9905,1805.2925,0.9481,0.0,781.5414,0.9641,57.887,0.9589,6.4276,0.0562,0.0496,0.001,106.5371,0.0182,0.0,146.4547,0.0043,2.0666,0.0242,0.3887,0.0183,0.0145,0.0003,32.0989,0.0068,0.0,55.3223,0.0013,0.6917,0.0095,0.1462,4.0078,2.122,0.1019,5.9014,1.9221,0.0,18.7392,0.4448,3.5701,2.5231,6.047000000000001,533.9136,2.4527,9.27,0.4407,3.3384,0.1273,1.7362,17.9666,1
1.3971,2.3487,0.9858,1849.31,0.9504,0.0,758.1528,0.9908,58.0664,0.9637,6.386,0.0646,0.0713,0.0034,200.7946,0.0161,0.0,131.1136,0.0011,2.701,0.0207,0.3823,0.0237,0.0217,0.0011,60.0374,0.0046,0.0,40.6066,0.0003,0.8183,0.0066,0.13,4.6216,3.0342,0.3498,10.8578,1.6947,0.0,17.2938,0.1078,4.6515,2.1506,5.9863,531.6718,2.3956,10.26,0.3566,3.5301,0.0966,1.9298,14.8871,0
1.399,2.4077,0.9901,1851.4578,0.9447,0.0,764.1613,0.9908,58.3019,0.9698,6.2651,0.0216,0.0738,0.0005,143.5756,0.0279,0.0,115.5196,0.001,2.1089,0.0151,0.3211,0.0067,0.0235,0.0001,40.025,0.0086,0.0,40.734,0.0003,0.6784,0.0046,0.1178,1.544,3.0647,0.0491,7.7547,2.9530000000000003,0.0,15.1172,0.096,3.6173,1.5578,5.1251,529.06,2.3468,8.19,0.2909,2.8864,0.0934,1.548,12.3938,0
1.4154,2.4,0.9905,1859.3656,0.95,0.0,787.6015,0.9908,57.82,0.9786,6.0291,0.0261,0.0385,0.0005,108.5968,0.0159,0.0,82.8212,0.0011,3.1925,0.0026,0.3684,0.0076,0.0154,0.0002,32.999,0.0049,0.0,32.602,0.0003,0.9371,0.0009,0.1256,1.8462,1.6059,0.0479,5.8405,1.6782,0.0,10.5156,0.1135,5.5214,0.2685,6.1098,530.9282,2.1959,11.78,0.4565,4.089,0.1262,2.2188,20.7877,0
1.3932,2.3998,0.9906,1747.5379999999998,0.9375,0.0,711.8674,0.9904,58.9434,0.9619,6.3893,0.0679,0.0683,0.0007,50.5529,0.0474,0.0,227.4573,0.0013,2.2831,0.0229,0.3395,0.0236,0.024,0.0003,15.1484,0.0133,0.0,69.4655,0.0004,0.7406,0.0079,0.1193,4.875,2.8463,0.0723,2.8928,5.0564,0.0,31.9522,0.135,3.8734,2.3835,5.3129,529.8373,2.3027,12.5,0.2525,4.32,0.0783,2.3592,10.9671,0
1.389,2.4334,0.9638,1853.9026,0.9368,0.0,806.2008,0.9909,58.7707,0.9733,6.2579,0.0515,0.0405,0.0119,157.5287,0.0234,0.0,118.0962,0.0008,3.2082,0.0117,0.3135,0.0162,0.0145,0.0043,46.2791,0.0066,0.0,34.8357,0.0003,1.0464,0.0036,0.1076,3.7106,1.6654,1.2397,8.4971,2.4944,0.0,14.6485,0.0758,5.4589,1.2069,5.0098,530.9864,2.3854,7.93,0.1562,2.4933,0.0556,1.4934,6.5484,0
1.4293,2.4313,0.9707,1686.76,0.933,0.0,680.0452,0.9904,57.9568,0.967,6.2173,0.0505,0.0857,0.0115,142.3853,0.0369,0.0,141.5329,0.0009,3.8545,0.0183,0.3854,0.0153,0.0259,0.0036,42.5973,0.012,0.0,49.2905,0.0003,1.1213,0.0061,0.1355,3.5367,3.5251,1.1849,8.4413,3.9552,0.0,20.8123,0.0954,6.6506,1.8904,6.1988,550.5855,2.1543,420.24,1.4316,116.2324,0.3807,76.32600000000001,66.455,0
1.3939,2.4439,0.9877,1807.8376,0.9374,0.0,759.0628,0.9907,58.7854,0.9747,6.339,0.0638,0.0486,0.0046,137.7446,0.0404,0.0,117.5403,0.0008,2.3694,0.008,0.4285,0.0244,0.0156,0.0013,41.0868,0.0113,0.0,39.8104,0.0003,0.7927,0.0027,0.1359,4.5777,1.9901,0.4621,7.6193,4.3137,0.0,15.4849,0.0831,4.0307,0.8183,6.759,529.8309,2.319,9.6,0.3488,2.9717,0.1098,1.8119,15.0423,0
