Rented Bike Count,Temperature,Humidity,Datetime
170,23.2,83.0,2018-08-31 04:00:00
217,23.1,84.0,2018-08-31 05:00:00
436,22.9,83.0,2018-08-31 06:00:00
828,22.9,83.0,2018-08-31 07:00:00
1686,23.1,80.0,2018-08-31 08:00:00
1049,24.1,69.0,2018-08-31 09:00:00
794,25.5,53.0,2018-08-31 10:00:00
868,26.7,51.0,2018-08-31 11:00:00
982,27.8,47.0,2018-08-31 12:00:00
965,28.7,46.0,2018-08-31 13:00:00
987,29.3,41.0,2018-08-31 14:00:00
1119,30.3,41.0,2018-08-31 15:00:00
1404,29.7,51.0,2018-08-31 16:00:00
1869,29.1,49.0,2018-08-31 17:00:00
2836,28.4,57.0,2018-08-31 18:00:00
2372,26.5,69.0,2018-08-31 19:00:00
1995,25.4,74.0,2018-08-31 20:00:00
1931,24.5,78.0,2018-08-31 21:00:00
1789,24.1,80.0,2018-08-31 22:00:00
1329,23.8,81.0,2018-08-31 23:00:00
1075,23.2,83.0,2018-09-01 00:00:00
975,22.7,83.0,2018-09-01 01:00:00
785,22.0,86.0,2018-09-01 02:00:00
514,21.6,87.0,2018-09-01 03:00:00
338,21.2,88.0,2018-09-01 04:00:00
260,21.1,87.0,2018-09-01 05:00:00
362,20.9,87.0,2018-09-01 06:00:00
511,21.1,81.0,2018-09-01 07:00:00
812,22.3,64.0,2018-09-01 08:00:00
925,24.1,56.0,2018-09-01 09:00:00
861,26.0,54.0,2018-09-01 10:00:00
981,27.6,47.0,2018-09-01 11:00:00
1086,28.9,46.0,2018-09-01 12:00:00
1303,29.4,48.0,2018-09-01 13:00:00
1371,29.7,42.0,2018-09-01 14:00:00
1480,30.0,45.0,2018-09-01 15:00:00
1678,30.5,41.0,2018-09-01 16:00:00
1845,29.6,42.0,2018-09-01 17:00:00
1892,28.8,46.0,2018-09-01 18:00:00
1891,27.8,48.0,2018-09-01 19:00:00
1440,26.9,49.0,2018-09-01 20:00:00
1110,26.0,52.0,2018-09-01 21:00:00
992,25.1,53.0,2018-09-01 22:00:00
1523,24.4,54.0,2018-09-01 23:00:00
1336,23.5,56.0,2018-09-02 00:00:00
930,22.8,59.0,2018-09-02 01:00:00
610,22.0,60.0,2018-09-02 02:00:00
440,21.5,61.0,2018-09-02 03:00:00
255,21.1,62.0,2018-09-02 04:00:00
179,20.6,65.0,2018-09-02 05:00:00
249,20.2,66.0,2018-09-02 06:00:00
388,20.2,65.0,2018-09-02 07:00:00
576,21.3,57.0,2018-09-02 08:00:00
721,23.4,52.0,2018-09-02 09:00:00
802,25.0,47.0,2018-09-02 10:00:00
940,26.5,44.0,2018-09-02 11:00:00
1075,27.5,43.0,2018-09-02 12:00:00
1254,28.5,42.0,2018-09-02 13:00:00
1395,29.1,43.0,2018-09-02 14:00:00
1550,29.3,43.0,2018-09-02 15:00:00
1853,29.3,44.0,2018-09-02 16:00:00
2069,28.8,47.0,2018-09-02 17:00:00
2118,27.9,52.0,2018-09-02 18:00:00
1986,27.3,54.0,2018-09-02 19:00:00
1838,26.9,56.0,2018-09-02 20:00:00
1759,26.2,62.0,2018-09-02 21:00:00
1511,25.7,64.0,2018-09-02 22:00:00
1047,25.1,65.0,2018-09-02 23:00:00
763,24.7,67.0,2018-09-03 00:00:00
524,24.5,68.0,2018-09-03 01:00:00
321,24.3,68.0,2018-09-03 02:00:00
211,24.2,70.0,2018-09-03 03:00:00
153,24.0,70.0,2018-09-03 04:00:00
264,23.9,70.0,2018-09-03 05:00:00
656,23.8,71.0,2018-09-03 06:00:00
1287,23.9,71.0,2018-09-03 07:00:00
1580,24.2,70.0,2018-09-03 08:00:00
719,23.6,86.0,2018-09-03 09:00:00
434,23.3,89.0,2018-09-03 10:00:00
443,23.7,,2018-09-03 11:00:00
673,23.9,83.0,2018-09-03 12:00:00
731,24.9,78.0,2018-09-03 13:00:00
532,25.6,77.0,2018-09-03 14:00:00
137,25.7,81.0,2018-09-03 15:00:00
39,25.5,91.0,2018-09-03 16:00:00
23,22.7,96.0,2018-09-03 17:00:00
113,21.9,97.0,2018-09-03 18:00:00
73,21.7,97.0,2018-09-03 19:00:00
151,21.5,97.0,2018-09-03 20:00:00
110,21.6,97.0,2018-09-03 21:00:00
379,21.7,97.0,2018-09-03 22:00:00
486,21.7,97.0,2018-09-03 23:00:00
500,21.4,97.0,2018-09-04 00:00:00
486,21.3,97.0,2018-09-04 01:00:00
324,20.9,96.0,2018-09-04 02:00:00
223,20.6,97.0,2018-09-04 03:00:00
186,20.4,97.0,2018-09-04 04:00:00
219,20.2,97.0,2018-09-04 05:00:00
602,20.0,97.0,2018-09-04 06:00:00
1289,20.1,97.0,2018-09-04 07:00:00
2059,20.5,90.0,2018-09-04 08:00:00
1083,21.6,81.0,2018-09-04 09:00:00
822,23.1,73.0,2018-09-04 10:00:00
940,24.5,64.0,2018-09-04 11:00:00
995,25.8,57.0,2018-09-04 12:00:00
997,26.5,58.0,2018-09-04 13:00:00
987,27.4,52.0,2018-09-04 14:00:00
1178,26.7,51.0,2018-09-04 15:00:00
1429,27.1,47.0,2018-09-04 16:00:00
1993,27.6,47.0,2018-09-04 17:00:00
3166,26.8,53.0,2018-09-04 18:00:00
2491,25.1,49.0,2018-09-04 19:00:00
2259,23.7,49.0,2018-09-04 20:00:00
2212,22.9,55.0,2018-09-04 21:00:00
1856,22.2,58.0,2018-09-04 22:00:00
1233,21.7,60.0,2018-09-04 23:00:00
983,21.1,64.0,2018-09-05 00:00:00
748,20.9,66.0,2018-09-05 01:00:00
493,20.6,72.0,2018-09-05 02:00:00
376,20.2,77.0,2018-09-05 03:00:00
220,19.9,81.0,2018-09-05 04:00:00
249,19.7,82.0,2018-09-05 05:00:00
676,19.8,82.0,2018-09-05 06:00:00
1487,19.8,79.0,2018-09-05 07:00:00
2312,21.2,69.0,2018-09-05 08:00:00
1195,23.4,59.0,2018-09-05 09:00:00
847,25.4,49.0,2018-09-05 10:00:00
937,26.4,47.0,2018-09-05 11:00:00
1072,27.1,44.0,2018-09-05 12:00:00
1039,27.3,46.0,2018-09-05 13:00:00
989,27.9,42.0,2018-09-05 14:00:00
1131,28.1,43.0,2018-09-05 15:00:00
1446,28.2,37.0,2018-09-05 16:00:00
2068,27.7,40.0,2018-09-05 17:00:00
3160,27.0,45.0,2018-09-05 18:00:00
2468,25.4,55.0,2018-09-05 19:00:00
2177,24.5,64.0,2018-09-05 20:00:00
2024,23.9,75.0,2018-09-05 21:00:00
1798,23.6,82.0,2018-09-05 22:00:00
1219,23.0,83.0,2018-09-05 23:00:00
963,22.5,83.0,2018-09-06 00:00:00
743,21.9,85.0,2018-09-06 01:00:00
531,21.6,86.0,2018-09-06 02:00:00
320,21.5,85.0,2018-09-06 03:00:00
215,21.6,87.0,2018-09-06 04:00:00
247,21.7,87.0,2018-09-06 05:00:00
680,21.4,84.0,2018-09-06 06:00:00
1438,20.9,83.0,2018-09-06 07:00:00
2270,21.8,77.0,2018-09-06 08:00:00
1186,23.5,72.0,2018-09-06 09:00:00
835,24.6,70.0,2018-09-06 10:00:00
941,25.9,63.0,2018-09-06 11:00:00
1041,26.9,60.0,2018-09-06 12:00:00
1049,28.0,52.0,2018-09-06 13:00:00
1032,27.9,47.0,2018-09-06 14:00:00
1089,27.8,48.0,2018-09-06 15:00:00
1292,26.9,55.0,2018-09-06 16:00:00
1525,26.6,63.0,2018-09-06 17:00:00
2497,25.8,58.0,2018-09-06 18:00:00
1990,25.3,71.0,2018-09-06 19:00:00
1900,25.1,71.0,2018-09-06 20:00:00
1851,24.6,,2018-09-06 21:00:00
1641,24.3,,2018-09-06 22:00:00
562,23.9,,2018-09-06 23:00:00
556,21.3,82.0,2018-09-07 00:00:00
345,21.6,77.0,2018-09-07 01:00:00
259,21.3,76.0,2018-09-07 02:00:00
259,21.1,75.0,2018-09-07 03:00:00
185,20.8,66.0,2018-09-07 04:00:00
247,20.5,67.0,2018-09-07 05:00:00
624,20.2,70.0,2018-09-07 06:00:00
1346,20.3,74.0,2018-09-07 07:00:00
2260,20.5,78.0,2018-09-07 08:00:00
1194,21.3,63.0,2018-09-07 09:00:00
896,22.6,58.0,2018-09-07 10:00:00
988,23.8,51.0,2018-09-07 11:00:00
1213,24.2,50.0,2018-09-07 12:00:00
1119,24.3,50.0,2018-09-07 13:00:00
1187,25.2,43.0,2018-09-07 14:00:00
1391,24.7,44.0,2018-09-07 15:00:00
1577,25.2,39.0,2018-09-07 16:00:00
2183,24.5,37.0,2018-09-07 17:00:00
3154,24.4,34.0,2018-09-07 18:00:00
2365,22.6,39.0,2018-09-07 19:00:00
1959,21.6,43.0,2018-09-07 20:00:00
1915,20.6,48.0,2018-09-07 21:00:00
1796,19.8,51.0,2018-09-07 22:00:00
1363,19.4,50.0,2018-09-07 23:00:00
1107,19.2,53.0,2018-09-08 00:00:00
1001,18.9,55.0,2018-09-08 01:00:00
692,18.5,57.0,2018-09-08 02:00:00
504,17.8,60.0,2018-09-08 03:00:00
285,17.2,66.0,2018-09-08 04:00:00
227,16.7,70.0,2018-09-08 05:00:00
322,16.2,70.0,2018-09-08 06:00:00
511,16.0,70.0,2018-09-08 07:00:00
827,17.1,57.0,2018-09-08 08:00:00
956,19.9,51.0,2018-09-08 09:00:00
1096,22.2,43.0,2018-09-08 10:00:00
1179,24.2,41.0,2018-09-08 11:00:00
1273,25.2,36.0,2018-09-08 12:00:00
1505,26.1,32.0,2018-09-08 13:00:00
1554,26.8,31.0,2018-09-08 14:00:00
1792,26.9,33.0,2018-09-08 15:00:00
1943,27.7,32.0,2018-09-08 16:00:00
2167,27.2,35.0,2018-09-08 17:00:00
2255,25.7,38.0,2018-09-08 18:00:00
1978,24.0,41.0,2018-09-08 19:00:00
1944,22.8,45.0,2018-09-08 20:00:00
1878,22.1,49.0,2018-09-08 21:00:00
1675,21.5,51.0,2018-09-08 22:00:00
1142,20.7,52.0,2018-09-08 23:00:00
1185,19.6,53.0,2018-09-09 00:00:00
835,18.8,54.0,2018-09-09 01:00:00
589,18.1,57.0,2018-09-09 02:00:00
395,17.4,57.0,2018-09-09 03:00:00
264,17.0,59.0,2018-09-09 04:00:00
165,16.3,66.0,2018-09-09 05:00:00
255,15.8,69.0,2018-09-09 06:00:00
366,15.7,68.0,2018-09-09 07:00:00
644,17.4,56.0,2018-09-09 08:00:00
803,20.4,51.0,2018-09-09 09:00:00
928,22.9,45.0,2018-09-09 10:00:00
1051,24.4,41.0,2018-09-09 11:00:00
1220,25.9,39.0,2018-09-09 12:00:00
1432,27.2,32.0,2018-09-09 13:00:00
1662,28.2,29.0,2018-09-09 14:00:00
1877,28.9,27.0,2018-09-09 15:00:00
2099,27.1,35.0,2018-09-09 16:00:00
2201,27.7,33.0,2018-09-09 17:00:00
2368,26.0,35.0,2018-09-09 18:00:00
2033,24.1,56.0,2018-09-09 19:00:00
1930,22.9,58.0,2018-09-09 20:00:00
1820,22.2,57.0,2018-09-09 21:00:00
1291,21.8,54.0,2018-09-09 22:00:00
941,21.2,56.0,2018-09-09 23:00:00
792,20.7,57.0,2018-09-10 00:00:00
487,20.5,58.0,2018-09-10 01:00:00
332,20.0,59.0,2018-09-10 02:00:00
176,19.7,60.0,2018-09-10 03:00:00
188,19.4,61.0,2018-09-10 04:00:00
226,19.1,62.0,2018-09-10 05:00:00
691,18.7,,2018-09-10 06:00:00
1463,18.9,63.0,2018-09-10 07:00:00
2278,20.1,57.0,2018-09-10 08:00:00
1125,22.3,52.0,2018-09-10 09:00:00
862,24.0,47.0,2018-09-10 10:00:00
934,25.3,44.0,2018-09-10 11:00:00
1095,26.7,40.0,2018-09-10 12:00:00
1057,27.1,38.0,2018-09-10 13:00:00
1064,27.8,37.0,2018-09-10 14:00:00
1249,27.6,38.0,2018-09-10 15:00:00
1467,27.5,39.0,2018-09-10 16:00:00
2147,26.6,40.0,2018-09-10 17:00:00
3298,25.9,42.0,2018-09-10 18:00:00
2518,24.4,47.0,2018-09-10 19:00:00
2240,23.4,48.0,2018-09-10 20:00:00
2090,22.5,48.0,2018-09-10 21:00:00
1779,21.7,50.0,2018-09-10 22:00:00
1223,20.8,51.0,2018-09-10 23:00:00
910,20.1,52.0,2018-09-11 00:00:00
662,19.5,52.0,2018-09-11 01:00:00
435,18.9,52.0,2018-09-11 02:00:00
261,18.2,52.0,2018-09-11 03:00:00
193,17.7,52.0,2018-09-11 04:00:00
258,17.2,54.0,2018-09-11 05:00:00
678,17.0,55.0,2018-09-11 06:00:00
1556,16.9,55.0,2018-09-11 07:00:00
2369,17.8,53.0,2018-09-11 08:00:00
1234,19.8,49.0,2018-09-11 09:00:00
922,21.9,43.0,2018-09-11 10:00:00
1012,23.7,,2018-09-11 11:00:00
1192,24.5,40.0,2018-09-11 12:00:00
1102,25.7,40.0,2018-09-11 13:00:00
1115,25.8,37.0,2018-09-11 14:00:00
1222,26.0,40.0,2018-09-11 15:00:00
1527,25.5,44.0,2018-09-11 16:00:00
2171,25.4,44.0,2018-09-11 17:00:00
3222,24.7,45.0,2018-09-11 18:00:00
2455,23.7,49.0,2018-09-11 19:00:00
2072,22.9,48.0,2018-09-11 20:00:00
2018,22.2,50.0,2018-09-11 21:00:00
1868,21.6,52.0,2018-09-11 22:00:00
1240,20.9,53.0,2018-09-11 23:00:00
949,20.2,54.0,2018-09-12 00:00:00
691,19.6,56.0,2018-09-12 01:00:00
462,19.0,56.0,2018-09-12 02:00:00
297,18.4,57.0,2018-09-12 03:00:00
215,18.0,59.0,2018-09-12 04:00:00
241,17.5,60.0,2018-09-12 05:00:00
656,17.0,63.0,2018-09-12 06:00:00
1551,16.8,61.0,2018-09-12 07:00:00
2391,18.2,56.0,2018-09-12 08:00:00
1234,20.8,48.0,2018-09-12 09:00:00
923,22.7,45.0,2018-09-12 10:00:00
1017,24.8,44.0,2018-09-12 11:00:00
1165,26.3,44.0,2018-09-12 12:00:00
1066,26.8,45.0,2018-09-12 13:00:00
1087,26.9,45.0,2018-09-12 14:00:00
1251,27.7,41.0,2018-09-12 15:00:00
1494,27.8,42.0,2018-09-12 16:00:00
2129,27.8,,2018-09-12 17:00:00
3256,27.0,44.0,2018-09-12 18:00:00
2443,25.4,50.0,2018-09-12 19:00:00
2146,24.0,56.0,2018-09-12 20:00:00
2012,23.2,57.0,2018-09-12 21:00:00
1824,22.6,60.0,2018-09-12 22:00:00
1309,22.2,62.0,2018-09-12 23:00:00
968,21.9,62.0,2018-09-13 00:00:00
736,21.5,65.0,2018-09-13 01:00:00
437,21.2,66.0,2018-09-13 02:00:00
304,20.9,68.0,2018-09-13 03:00:00
240,20.7,69.0,2018-09-13 04:00:00
248,20.5,70.0,2018-09-13 05:00:00
655,20.3,71.0,2018-09-13 06:00:00
1448,20.5,69.0,2018-09-13 07:00:00
2329,20.9,68.0,2018-09-13 08:00:00
1322,21.8,64.0,2018-09-13 09:00:00
915,22.7,61.0,2018-09-13 10:00:00
972,23.5,61.0,2018-09-13 11:00:00
1119,24.3,59.0,2018-09-13 12:00:00
1014,25.1,56.0,2018-09-13 13:00:00
1097,27.2,49.0,2018-09-13 14:00:00
1200,27.8,49.0,2018-09-13 15:00:00
1436,28.2,48.0,2018-09-13 16:00:00
2021,27.9,51.0,2018-09-13 17:00:00
3146,26.7,56.0,2018-09-13 18:00:00
2365,25.4,61.0,2018-09-13 19:00:00
2003,24.6,62.0,2018-09-13 20:00:00
2000,23.8,67.0,2018-09-13 21:00:00
1713,22.8,70.0,2018-09-13 22:00:00
1303,22.4,,2018-09-13 23:00:00
971,22.1,74.0,2018-09-14 00:00:00
775,21.6,75.0,2018-09-14 01:00:00
482,21.3,75.0,2018-09-14 02:00:00
349,21.0,76.0,2018-09-14 03:00:00
223,20.7,76.0,2018-09-14 04:00:00
249,20.7,77.0,2018-09-14 05:00:00
644,20.4,78.0,2018-09-14 06:00:00
1456,20.5,76.0,2018-09-14 07:00:00
2253,21.4,70.0,2018-09-14 08:00:00
1201,22.3,69.0,2018-09-14 09:00:00
936,23.3,65.0,2018-09-14 10:00:00
982,24.0,64.0,2018-09-14 11:00:00
1088,25.3,56.0,2018-09-14 12:00:00
1155,26.4,57.0,2018-09-14 13:00:00
1199,26.3,58.0,2018-09-14 14:00:00
1347,26.6,55.0,2018-09-14 15:00:00
1503,26.3,57.0,2018-09-14 16:00:00
2059,25.9,56.0,2018-09-14 17:00:00
2826,25.7,57.0,2018-09-14 18:00:00
1996,25.3,60.0,2018-09-14 19:00:00
1869,25.0,61.0,2018-09-14 20:00:00
1259,24.7,61.0,2018-09-14 21:00:00
567,24.0,73.0,2018-09-14 22:00:00
810,22.3,87.0,2018-09-14 23:00:00
906,21.8,83.0,2018-09-15 00:00:00
881,21.8,79.0,2018-09-15 01:00:00
580,21.7,78.0,2018-09-15 02:00:00
302,21.6,80.0,2018-09-15 03:00:00
234,21.2,83.0,2018-09-15 04:00:00
169,21.1,82.0,2018-09-15 05:00:00
272,21.0,84.0,2018-09-15 06:00:00
453,21.2,84.0,2018-09-15 07:00:00
829,21.7,78.0,2018-09-15 08:00:00
934,22.7,72.0,2018-09-15 09:00:00
1017,24.4,65.0,2018-09-15 10:00:00
1212,25.2,64.0,2018-09-15 11:00:00
1284,25.4,63.0,2018-09-15 12:00:00
1465,25.8,65.0,2018-09-15 13:00:00
1474,25.7,67.0,2018-09-15 14:00:00
1077,25.2,71.0,2018-09-15 15:00:00
1273,24.4,74.0,2018-09-15 16:00:00
1474,24.4,75.0,2018-09-15 17:00:00
1566,24.2,76.0,2018-09-15 18:00:00
1578,23.8,78.0,2018-09-15 19:00:00
1613,23.5,80.0,2018-09-15 20:00:00
1710,23.3,80.0,2018-09-15 21:00:00
1566,23.1,79.0,2018-09-15 22:00:00
1210,22.9,81.0,2018-09-15 23:00:00
1014,22.8,82.0,2018-09-16 00:00:00
764,22.8,84.0,2018-09-16 01:00:00
432,22.8,85.0,2018-09-16 02:00:00
258,22.6,89.0,2018-09-16 03:00:00
188,22.5,89.0,2018-09-16 04:00:00
123,22.2,90.0,2018-09-16 05:00:00
137,22.0,90.0,2018-09-16 06:00:00
258,21.9,95.0,2018-09-16 07:00:00
464,21.9,88.0,2018-09-16 08:00:00
725,22.3,84.0,2018-09-16 09:00:00
813,22.9,74.0,2018-09-16 10:00:00
1014,23.4,61.0,2018-09-16 11:00:00
989,23.7,64.0,2018-09-16 12:00:00
754,23.6,66.0,2018-09-16 13:00:00
409,23.4,72.0,2018-09-16 14:00:00
222,23.2,83.0,2018-09-16 15:00:00
142,22.5,86.0,2018-09-16 16:00:00
322,22.0,89.0,2018-09-16 17:00:00
520,21.5,89.0,2018-09-16 18:00:00
852,21.2,87.0,2018-09-16 19:00:00
1073,21.1,88.0,2018-09-16 20:00:00
1146,21.2,88.0,2018-09-16 21:00:00
988,21.4,87.0,2018-09-16 22:00:00
571,21.3,80.0,2018-09-16 23:00:00
531,21.0,82.0,2018-09-17 00:00:00
337,20.5,73.0,2018-09-17 01:00:00
227,20.3,81.0,2018-09-17 02:00:00
186,20.2,82.0,2018-09-17 03:00:00
160,20.0,81.0,2018-09-17 04:00:00
246,19.4,84.0,2018-09-17 05:00:00
625,18.8,88.0,2018-09-17 06:00:00
1487,18.5,88.0,2018-09-17 07:00:00
2276,18.9,77.0,2018-09-17 08:00:00
1185,20.5,66.0,2018-09-17 09:00:00
868,21.7,60.0,2018-09-17 10:00:00
954,23.8,54.0,2018-09-17 11:00:00
1083,25.2,50.0,2018-09-17 12:00:00
1069,25.6,50.0,2018-09-17 13:00:00
1092,26.7,40.0,2018-09-17 14:00:00
1207,27.4,33.0,2018-09-17 15:00:00
1445,27.6,37.0,2018-09-17 16:00:00
2056,27.3,43.0,2018-09-17 17:00:00
3277,25.3,56.0,2018-09-17 18:00:00
2489,23.0,63.0,2018-09-17 19:00:00
2232,21.9,65.0,2018-09-17 20:00:00
2100,21.3,66.0,2018-09-17 21:00:00
1865,20.8,65.0,2018-09-17 22:00:00
1293,20.2,68.0,2018-09-17 23:00:00
0,19.5,73.0,2018-09-18 00:00:00
0,19.3,71.0,2018-09-18 01:00:00
0,18.8,74.0,2018-09-18 02:00:00
0,18.7,76.0,2018-09-18 03:00:00
0,18.3,78.0,2018-09-18 04:00:00
0,17.9,77.0,2018-09-18 05:00:00
0,17.7,77.0,2018-09-18 06:00:00
0,17.8,76.0,2018-09-18 07:00:00
0,18.7,73.0,2018-09-18 08:00:00
0,20.8,64.0,2018-09-18 09:00:00
0,22.7,54.0,2018-09-18 10:00:00
0,24.1,46.0,2018-09-18 11:00:00
0,24.7,43.0,2018-09-18 12:00:00
0,25.6,40.0,2018-09-18 13:00:00
0,26.1,37.0,2018-09-18 14:00:00
0,26.1,43.0,2018-09-18 15:00:00
0,26.4,34.0,2018-09-18 16:00:00
0,25.5,38.0,2018-09-18 17:00:00
0,24.8,48.0,2018-09-18 18:00:00
0,23.2,57.0,2018-09-18 19:00:00
0,22.6,58.0,2018-09-18 20:00:00
0,22.1,61.0,2018-09-18 21:00:00
0,21.8,65.0,2018-09-18 22:00:00
0,21.2,69.0,2018-09-18 23:00:00
0,21.0,66.0,2018-09-19 00:00:00
0,20.5,64.0,2018-09-19 01:00:00
0,20.0,70.0,2018-09-19 02:00:00
0,19.7,70.0,2018-09-19 03:00:00
0,19.5,70.0,2018-09-19 04:00:00
0,19.3,73.0,2018-09-19 05:00:00
0,19.0,76.0,2018-09-19 06:00:00
0,19.0,74.0,2018-09-19 07:00:00
0,19.8,71.0,2018-09-19 08:00:00
0,21.5,61.0,2018-09-19 09:00:00
0,22.9,59.0,2018-09-19 10:00:00
0,23.6,55.0,2018-09-19 11:00:00
0,24.9,,2018-09-19 12:00:00
0,26.5,,2018-09-19 13:00:00
0,26.1,,2018-09-19 14:00:00
0,25.9,39.0,2018-09-19 15:00:00
0,25.6,41.0,2018-09-19 16:00:00
0,25.0,44.0,2018-09-19 17:00:00
0,24.0,55.0,2018-09-19 18:00:00
0,23.5,58.0,2018-09-19 19:00:00
0,22.6,67.0,2018-09-19 20:00:00
0,21.7,63.0,2018-09-19 21:00:00
0,20.9,71.0,2018-09-19 22:00:00
0,20.4,57.0,2018-09-19 23:00:00
886,20.1,58.0,2018-09-20 00:00:00
761,20.0,59.0,2018-09-20 01:00:00
524,19.9,64.0,2018-09-20 02:00:00
294,19.6,72.0,2018-09-20 03:00:00
241,19.6,74.0,2018-09-20 04:00:00
137,19.5,74.0,2018-09-20 05:00:00
47,18.8,85.0,2018-09-20 06:00:00
130,18.0,95.0,2018-09-20 07:00:00
299,18.0,91.0,2018-09-20 08:00:00
89,18.2,93.0,2018-09-20 09:00:00
87,18.4,91.0,2018-09-20 10:00:00
111,18.8,95.0,2018-09-20 11:00:00
180,19.0,91.0,2018-09-20 12:00:00
301,18.9,89.0,2018-09-20 13:00:00
573,19.3,83.0,2018-09-20 14:00:00
696,19.4,79.0,2018-09-20 15:00:00
912,19.5,75.0,2018-09-20 16:00:00
1290,19.3,76.0,2018-09-20 17:00:00
1786,19.1,77.0,2018-09-20 18:00:00
1272,18.9,78.0,2018-09-20 19:00:00
898,19.1,77.0,2018-09-20 20:00:00
784,18.7,84.0,2018-09-20 21:00:00
1049,18.4,85.0,2018-09-20 22:00:00
935,18.7,80.0,2018-09-20 23:00:00
809,18.9,78.0,2018-09-21 00:00:00
674,19.0,78.0,2018-09-21 01:00:00
122,19.1,78.0,2018-09-21 02:00:00
28,18.5,88.0,2018-09-21 03:00:00
24,17.9,95.0,2018-09-21 04:00:00
24,17.8,93.0,2018-09-21 05:00:00
23,17.6,95.0,2018-09-21 06:00:00
45,17.6,96.0,2018-09-21 07:00:00
127,17.8,97.0,2018-09-21 08:00:00
47,18.2,96.0,2018-09-21 09:00:00
78,18.4,96.0,2018-09-21 10:00:00
98,18.9,91.0,2018-09-21 11:00:00
143,19.1,91.0,2018-09-21 12:00:00
600,19.8,88.0,2018-09-21 13:00:00
972,21.4,76.0,2018-09-21 14:00:00
1288,21.8,76.0,2018-09-21 15:00:00
1550,21.5,78.0,2018-09-21 16:00:00
1904,21.2,77.0,2018-09-21 17:00:00
2235,20.9,77.0,2018-09-21 18:00:00
1720,20.3,81.0,2018-09-21 19:00:00
1551,20.0,82.0,2018-09-21 20:00:00
1540,19.9,82.0,2018-09-21 21:00:00
1493,19.7,82.0,2018-09-21 22:00:00
1171,19.5,82.0,2018-09-21 23:00:00
953,19.5,81.0,2018-09-22 00:00:00
875,19.5,83.0,2018-09-22 01:00:00
655,19.4,85.0,2018-09-22 02:00:00
458,18.8,90.0,2018-09-22 03:00:00
96,18.9,88.0,2018-09-22 04:00:00
93,18.8,96.0,2018-09-22 05:00:00
215,18.4,95.0,2018-09-22 06:00:00
363,18.1,96.0,2018-09-22 07:00:00
654,18.2,86.0,2018-09-22 08:00:00
810,19.7,78.0,2018-09-22 09:00:00
925,21.8,67.0,2018-09-22 10:00:00
1062,22.7,55.0,2018-09-22 11:00:00
1273,24.2,43.0,2018-09-22 12:00:00
1409,24.9,32.0,2018-09-22 13:00:00
1532,25.2,28.0,2018-09-22 14:00:00
1814,25.4,32.0,2018-09-22 15:00:00
1840,25.3,38.0,2018-09-22 16:00:00
2045,24.6,35.0,2018-09-22 17:00:00
1939,23.2,36.0,2018-09-22 18:00:00
1743,21.3,43.0,2018-09-22 19:00:00
1604,20.4,52.0,2018-09-22 20:00:00
1502,19.4,55.0,2018-09-22 21:00:00
1430,18.6,62.0,2018-09-22 22:00:00
1108,17.9,66.0,2018-09-22 23:00:00
880,17.2,69.0,2018-09-23 00:00:00
644,16.4,66.0,2018-09-23 01:00:00
489,16.0,72.0,2018-09-23 02:00:00
334,15.8,70.0,2018-09-23 03:00:00
202,16.2,69.0,2018-09-23 04:00:00
106,16.3,67.0,2018-09-23 05:00:00
144,16.5,73.0,2018-09-23 06:00:00
261,16.5,74.0,2018-09-23 07:00:00
439,17.0,69.0,2018-09-23 08:00:00
534,18.4,59.0,2018-09-23 09:00:00
620,19.3,59.0,2018-09-23 10:00:00
764,20.1,57.0,2018-09-23 11:00:00
915,20.8,52.0,2018-09-23 12:00:00
1031,22.7,44.0,2018-09-23 13:00:00
1136,24.2,40.0,2018-09-23 14:00:00
1366,25.0,28.0,2018-09-23 15:00:00
1502,24.6,29.0,2018-09-23 16:00:00
1591,24.1,41.0,2018-09-23 17:00:00
1492,22.3,,2018-09-23 18:00:00
1333,21.0,,2018-09-23 19:00:00
1287,20.2,48.0,2018-09-23 20:00:00
1148,19.1,38.0,2018-09-23 21:00:00
1074,18.5,40.0,2018-09-23 22:00:00
768,17.7,45.0,2018-09-23 23:00:00
620,17.2,50.0,2018-09-24 00:00:00
426,16.8,53.0,2018-09-24 01:00:00
302,16.1,57.0,2018-09-24 02:00:00
216,15.5,63.0,2018-09-24 03:00:00
141,14.9,68.0,2018-09-24 04:00:00
105,14.4,66.0,2018-09-24 05:00:00
141,14.3,66.0,2018-09-24 06:00:00
205,14.7,61.0,2018-09-24 07:00:00
296,15.4,52.0,2018-09-24 08:00:00
310,17.0,43.0,2018-09-24 09:00:00
426,18.5,38.0,2018-09-24 10:00:00
588,19.4,31.0,2018-09-24 11:00:00
754,20.3,34.0,2018-09-24 12:00:00
885,20.9,30.0,2018-09-24 13:00:00
1099,21.3,30.0,2018-09-24 14:00:00
1273,21.8,32.0,2018-09-24 15:00:00
1433,22.0,31.0,2018-09-24 16:00:00
1442,21.6,32.0,2018-09-24 17:00:00
1237,20.3,35.0,2018-09-24 18:00:00
1280,18.6,54.0,2018-09-24 19:00:00
1227,17.6,57.0,2018-09-24 20:00:00
1145,16.8,58.0,2018-09-24 21:00:00
958,16.6,47.0,2018-09-24 22:00:00
750,15.7,51.0,2018-09-24 23:00:00
558,14.7,55.0,2018-09-25 00:00:00
