defeat,datetime,v021,v087,v088,v089,v114,v115,v116,v117,v118,v120,v121,v157,v222,v223,v224,v249,v250,v251,v252,v253,v255,v256,v292,v360,v361,v362,v387,v388,v389,v390,v391,v393,v394,v430,v494,v495,v496,v521,v522,v523,v524,v525,v527,v528,v571,v572,v573,v574,v575,v576,v577,v578
normal,02/10/2008 08:24:00,1.4071,2.3829,0.9664,1649.7873,0.9332,0.0,687.4372,0.9644,56.406000000000006,0.9815,5.9135,0.0375,0.0522,0.0103,195.9493,0.0369,0.0,113.9412,0.0154,3.43,0.0057,0.2338,0.0127,0.0179,0.0031,59.6077,0.0129,0.0,32.0776,0.0047,0.9653,0.0015,0.0787,2.6657,2.191,1.0634,11.8772,3.9530000000000003,0.0,16.5748,1.6011,6.0809,0.5796,3.9534,532.0973,2.085,7.74,0.3561,2.7235,0.1336,1.4546,17.0809
normal,02/10/2008 08:52:00,1.4221,2.4064,0.968,1781.1794,0.9459,0.0,788.4272,0.9894,59.3749,0.9588,6.7805,0.0292,0.0341,0.0026,58.3971,0.0196,0.0,119.7747,0.0007,1.6341,0.0269,0.3547,0.0102,0.0126,0.0008,18.2245,0.0068,0.0,41.3954,0.0003,0.5406,0.0098,0.1176,2.0561,1.4172,0.271,3.2786,2.0674,0.0,15.1916,0.0707,2.7522,2.8032,5.2306,532.2427,1.9313,8.17,0.3876,2.7254,0.1319,1.535,20.0671
normal,02/10/2008 08:57:00,1.3493,2.4393,0.9881,1869.1547,0.9492,0.0,750.9852,0.9918,58.1747,0.9796,6.1793,0.0591,0.0274,0.0029,146.1074,0.0127,0.0,123.65299999999999,0.0004,2.5397,0.0044,0.3446,0.0219,0.0095,0.0012,59.0579,0.0042,0.0,43.4259,0.0001,0.8314,0.0013,0.1159,4.3824,1.1253,0.2965,7.8168,1.3346,0.0,16.4654,0.0381,4.3657,0.4523,5.5767,534.3145,1.0024,430.37,0.7033,110.6133,0.1804,80.5462,70.1626
defeat,02/10/2008 09:10:00,1.4031,2.4212,0.9654,1837.7052,0.9396,0.0,680.6358,0.9729,56.3593,0.9714,6.3302,0.1787,0.0701,0.0111,117.1183,0.0203,0.0,99.75399999999999,0.0025,1.6721,0.0216,0.3256,0.047,0.0232,0.0038,36.0649,0.0079,0.0,30.1717,0.0009,0.6368,0.0069,0.1115,12.7387,2.8968,1.1521,6.3731,2.1562,0.0,14.655999999999999,0.2564,2.9669,2.2224,5.1439,524.4955,1.0912,11.12,0.1474,4.055,0.0527,2.1201,13.5037
normal,02/10/2008 09:42:00,1.4127,2.3726,0.9891,1842.3669,0.9471,0.0,765.0424,0.9887,58.9198,0.9615,6.4512,0.0189,0.1548,0.0013,158.1512,0.0063,0.0,48.0298,0.0012,3.655,0.0199,0.2685,0.0072,0.0481,0.0005,49.3689,0.002,0.0,14.9773,0.0004,1.0685,0.0062,0.0917,1.3365,6.5238,0.1331,8.5841,0.6605,0.0,6.2781,0.1215,6.2034,2.0718,4.1619,529.8991,2.0142,7.56,0.2492,2.5286,0.0912,1.4267,12.3718
normal,02/10/2008 10:03:00,1.4339,2.4242,0.9909,1828.6054,0.9355,0.0,715.7632,0.9906,58.6949,0.9659,6.2856,0.027000000000000003,0.0728,0.0037,137.6248,0.0556,0.0,61.7682,0.0006,1.3138,0.0158,0.2263,0.0101,0.0229,0.0014,39.6419,0.0165,0.0,19.7714,0.0002,0.5424,0.0054,0.0804,1.8808,3.0038,0.3736,7.5262,5.9396,0.0,8.6297,0.0567,2.2383,1.6311,3.5997,531.0418,2.0433,9.82,0.3602,3.5086,0.0997,1.8492,17.6298
defeat,02/10/2008 14:07:00,1.3856,2.4381,0.9894,1799.0342,0.9517,0.0,731.6696,0.9890000000000001,58.7259,0.9641,6.2949,0.0145,0.051,0.0013,129.8385,0.0114,0.0,120.0909,0.0013,3.4186,0.0203,0.2309,0.0051,0.0158,0.0004,40.841,0.0032,0.0,33.0286,0.0004,1.0207,0.0066,0.0817,1.0486,2.0938,0.1362,7.2171,1.1994,0.0,16.4133,0.1345,5.8213,2.1022,3.6673,529.9445,1.974,7.91,0.2824,2.6691,0.094,1.4926,14.3055
defeat,02/10/2008 14:10:00,1.4101,2.3718,0.9926,1795.223,0.9614,0.0,763.2762,0.9904,58.2477,0.9801,6.2141,0.0518,0.0333,0.0006,70.627,0.0105,0.0,61.1035,0.0007,1.8654,0.004,0.3866,0.018000000000000002,0.0117,0.0002,19.6552,0.0039,0.0,22.3401,0.0003,0.5814,0.0012,0.1154,3.6713,1.4057,0.0653,3.9342,1.0887,0.0,8.0054,0.0726,3.2025,0.4078,6.2211,533.1809,1.0744,5.65,0.1416,1.8871,0.0396,1.0597,13.1807
normal,02/10/2008 14:54:00,1.4104,2.3669,0.9872,1863.4326,0.9494,0.0,686.4623,0.9914,58.6525,0.9793,6.1865,0.0406,0.0383,0.0018,94.0377,0.0213,0.0,158.6112,0.0019,4.2868,0.0027,0.3587,0.0145,0.0115,0.0006,35.4246,0.006999999999999999,0.0,58.3572,0.0005,1.2649,0.0009,0.1057,2.8786,1.6194,0.179,5.0465,2.2433,0.0,23.1056,0.1906,7.3088,0.2767,5.7979,531.3445,2.0359,5.71,0.2796,1.565,0.0936,1.0746,13.7332
normal,02/10/2008 15:10:00,1.4043,2.4222,0.9676,1831.338,0.9459,0.0,712.9921,0.9914,59.0907,0.9797,6.2501,0.0356,0.0584,0.0089,156.0862,0.0199,0.0,102.0679,0.0011,3.695,0.0033,0.2782,0.0134,0.0171,0.0032,47.3188,0.0069,0.0,41.7137,0.0003,1.1374,0.001,0.0928,2.5344,2.41,0.9209,8.5231,2.1065,0.0,14.3154,0.113,6.252999999999999,0.3338,4.4517,458.8464,1.0936,271.73,0.6234,125.6939,0.177,59.2203,57.0065
normal,02/10/2008 15:44:00,1.3756,2.4212,0.9638,1717.7731,0.9236,0.0,737.1553,0.9902,58.70399999999999,0.9796,6.2427,0.1226,0.0701,0.0058,172.4338,0.0442,0.0,210.4752,0.0012,3.3966,0.0049,0.2633,0.0419,0.0232,0.0016,56.5936,0.0153,0.0,65.9521,0.0004,0.8972,0.0015,0.0888,8.9117,2.8968,0.5976,10.0382,4.7827,0.0,28.5523,0.1238,5.7861,0.4989,4.217,531.52,1.9169999999999998,9.75,0.2634,3.4417,0.0794,1.8344,13.7383
normal,02/10/2008 15:58:00,1.4226,2.4079,0.966,1802.7413,0.9543,0.0,766.8935,0.9887,59.5847,0.9807,6.3078,0.0414,0.0344,0.0034,74.3232,0.0195,0.0,122.5601,0.0015,2.6192,0.0044,0.2874,0.0111,0.0128,0.001,22.1582,0.0069,0.0,42.8892,0.0005,0.9883,0.0014,0.0879,2.9131,1.4291,0.3518,4.1228,2.0387,0.0,15.9814,0.1568,4.3958,0.4528,4.5562,529.9445,1.974,7.91,0.2824,2.6691,0.094,1.4926,14.3055
normal,02/10/2008 16:32:00,1.3954,2.3944,0.9922,1763.5877,0.9595,0.0,694.1305,0.9897,58.42100000000001,0.9796,6.2153,0.0606,0.0711,0.0008,154.8123,0.0233,0.0,73.4709,0.0006,2.1877,0.0032,0.40700000000000003,0.0237,0.0242,0.0002,50.5582,0.009000000000000001,0.0,19.9235,0.0002,0.6354,0.001,0.1295,4.3449,2.9674,0.0811,8.7783,2.4335,0.0,10.5846,0.0611,3.7447,0.3222,6.5489999999999995,513.8473,1.3216,445.8,1.2041,142.1606,0.2767,86.7573,91.1106
normal,02/10/2008 16:58:00,1.4003,2.385,0.9812,1867.8825,0.9629,0.0,735.2596,0.9896,58.2561,0.9702,6.2444,0.0556,0.0349,0.004,140.5735,0.0132,0.0,63.058,0.0009,1.6086,0.0147,0.2774,0.0191,0.0118,0.0012,57.9374,0.004,0.0,19.5487,0.0003,0.5071,0.0042,0.0924,3.9685,1.4637,0.4123,7.5258,1.3727,0.0,8.5763,0.0929,2.7612,1.5146,4.4431,528.5973,2.22,6.24,0.2848,2.1791,0.0859,1.1805,12.8307
normal,02/10/2008 17:00:00,1.4109,2.4498,0.9869,1854.4864,0.9524,0.0,741.7242,0.9897,58.8229,0.981,6.2674,0.0652,0.0584,0.0023,127.6967,0.0141,0.0,121.5287,0.0013,2.2982,0.0035,0.3168,0.0195,0.0186,0.0008,43.2497,0.0048,0.0,35.5248,0.0005,0.657,0.0013,0.1039,4.6196,2.3847,0.2331,6.8858,1.4851,0.0,16.3846,0.1363,3.9069,0.36,5.0551,532.6327,2.1085,7.77,0.2588,2.7003,0.0793,1.4588,12.2751
normal,02/10/2008 17:19:00,1.3985,2.366,0.9929,1850.4375,0.9449,0.0,780.4698,0.9916,59.1113,0.9689,6.3803,0.0746,0.0351,0.0011,100.3682,0.0162,0.0,138.0733,0.0005,1.5785,0.0109,0.2069,0.0254,0.0133,0.0004,38.6088,0.0066,0.0,39.7994,0.0002,0.5801,0.0033,0.0697,5.3305,1.4825,0.1073,5.4239999999999995,1.7101,0.0,17.691,0.0548,2.6704,1.1247,3.2421,533.1809,1.0744,5.65,0.1416,1.8871,0.0396,1.0597,13.1807
normal,02/10/2008 19:21:00,1.3780000000000001,2.3762,0.9845,1818.9141,0.9624,0.0,754.2729,0.9915,58.8841,0.9792,6.2189,0.0681,0.0807,0.0037,110.3033,0.0114,0.0,83.7001,0.0014,3.5491,0.0032,0.4182,0.0244,0.0264,0.0012,38.7641,0.0032,0.0,24.9037,0.0004,1.1108,0.0011,0.134,4.9419,3.3974,0.3751,6.0642,1.1892,0.0,11.0968,0.1385,6.0272,0.3235,6.7249,532.0973,2.085,7.74,0.3561,2.7235,0.1336,1.4546,17.0809
normal,02/10/2008 19:25:00,1.4467,2.4299,0.9892,1830.5375,0.9492,0.0,661.1146,0.9891,59.0095,0.9642,6.401,0.0654,0.0441,0.0015,134.9332,0.0227,0.0,133.4066,0.0012,3.4298,0.0188,0.2568,0.0212,0.0147,0.0006,48.468999999999994,0.0073,0.0,41.9277,0.0004,1.0583,0.0061,0.0825,4.5172,1.8169,0.1547,7.3712,2.3912,0.0,20.179000000000002,0.1238,5.8122,1.9506,4.0123,524.4955,1.0912,11.12,0.1474,4.055,0.0527,2.1201,13.5037
normal,02/10/2008 20:54:00,1.3759,2.4191,0.9885,1882.5638,0.9359999999999999,0.0,681.0371,0.9728,55.9011,0.9619,6.4221,0.043,0.0408,0.0041,130.1704,0.0335,0.0,113.1714,0.0026,1.9166,0.0283,0.3965,0.0152,0.0156,0.0013,44.1809,0.0105,0.0,33.2926,0.0009,0.7367,0.0088,0.1321,3.1268,1.6869,0.4113,6.9145,3.5769,0.0,16.6175,0.2686,3.4285,2.9399,6.1739,532.0973,2.085,7.74,0.3561,2.7235,0.1336,1.4546,17.0809
defeat,02/10/2008 21:32:00,1.4074,2.4518,0.9859,1896.5954,0.951,0.0,763.8163,0.9716,56.5307,0.9796,6.2043,0.1497,0.2305,0.0036,136.368,0.006999999999999999,0.0,210.8324,0.0054,3.7251,0.0043,0.2901,0.040999999999999995,0.0888,0.0011,44.8167,0.0023,0.0,62.7863,0.0016,1.1409,0.0015,0.1011,10.6335,9.4024,0.369,7.1901,0.7409,0.0,27.6025,0.5526,6.5895,0.43799999999999994,4.6762,529.5182,2.113,10.65,0.3068,3.6722,0.0921,2.0113,14.5194
normal,02/10/2008 21:33:00,1.3922,2.3825,0.9809,1879.3953,0.9582,0.0,775.5908,0.9913,58.9241,0.9804,6.2669,0.0407,0.0311,0.0024,103.2386,0.0185,0.0,147.3468,0.0016,4.0375,0.0046,0.4564,0.0119,0.0098,0.0007,36.8184,0.0067,0.0,47.0032,0.0005,1.2072,0.0015,0.1438,2.9249,1.3059,0.2413,5.4932,1.929,0.0,18.998,0.1623,6.852,0.4699,7.2823,532.0973,2.085,7.74,0.3561,2.7235,0.1336,1.4546,17.0809
normal,02/10/2008 22:23:00,1.4061,2.3782,0.9703,1791.1398,0.9499,0.0,673.5806,0.9891,59.2585,0.9813,6.1289,0.047,0.0957,0.0042,149.3088,0.0243,0.0,137.2324,0.0015,3.3528,0.0037,0.3454,0.0159,0.0315,0.0012,52.9336,0.0089,0.0,40.4758,0.0005,1.0838,0.0011,0.1071,3.3447,4.0233,0.4316,8.336,2.5602,0.0,20.3736,0.1531,5.6579,0.3761,5.636,527.2555,0.9802,7.49,0.0956,2.3908,0.0318,1.4206,9.7546
normal,02/10/2008 22:33:00,1.4007,2.5474,0.9916,1749.6527,0.9479,0.0,735.4393,0.9893,59.4253,0.9793,6.2446,0.0641,0.0902,0.0025,228.7017,0.0211,0.0,68.2197,0.0008,1.6157,0.0029,0.33799999999999997,0.0235,0.0283,0.0008,69.5019,0.0063,0.0,24.2605,0.0003,0.5061,0.0009,0.1092,4.5791,3.5396,0.2559,13.0713,2.2255,0.0,9.276,0.0847,2.7189,0.2989,5.4125,532.0945,2.0071,5.86,0.2919,1.9029,0.0868,1.1013,14.5448
normal,02/10/2008 23:32:00,1.4202,2.4469,0.9906,1785.7155,0.9540000000000001,0.0,746.2941,0.9895,58.8897,0.9627,6.3921,0.0295,0.0431,0.0012,130.0428,0.0055,0.0,163.7336,0.0009,4.2818,0.0137,0.2442,0.0087,0.0158,0.0004,43.745,0.0021,0.0,44.5399,0.0003,1.1886,0.0048,0.0839,2.0793,1.7597,0.1209,7.2824,0.5749,0.0,21.9396,0.0937,7.271,1.4186,3.8198,532.0973,2.085,7.74,0.3561,2.7235,0.1336,1.4546,17.0809
normal,02/10/2008 23:32:00,1.3895,2.3849,0.9847,1745.2288,0.9618,0.0,813.2519,0.9888,59.1841,0.9657,6.3592,0.0694,0.0316,0.0036,206.9414,0.0277,0.0,177.3962,0.0012,2.8739,0.0169,0.3964,0.0209,0.0116,0.0012,63.4177,0.0076,0.0,54.1109,0.0004,0.9869,0.0057,0.1376,4.9953,1.3242,0.3669,11.8576,2.8813,0.0,21.8132,0.1196,4.8558,1.7515,6.2337,539.0691,1.3198,427.42,0.794,110.1081,0.2194,79.2885,60.1633
normal,03/10/2008 00:24:00,1.3998,2.367,0.9898,1799.5364,0.9579,0.0,716.2675,0.9887,59.4499,0.9647,6.3662,0.0412,0.073,0.0025,87.9587,0.024,0.0,131.4264,0.0012,2.4754,0.0219,0.4394,0.0133,0.0247,0.0008,36.9457,0.0089,0.0,46.3759,0.0004,0.9074,0.0061,0.1411,2.9462,3.0851,0.2556,4.8879,2.5012,0.0,18.3488,0.1174,4.1638,2.2659,6.902,513.8473,1.3216,445.8,1.2041,142.1606,0.2767,86.7573,91.1106
normal,03/10/2008 00:55:00,1.4082,2.4612,0.9917,1812.2034,0.9545,0.0,759.6441,0.99,59.305,0.9638,6.2388,0.0489,0.1109,0.0008,71.1438,0.0127,0.0,76.7939,0.0013,1.6563,0.017,0.2757,0.02,0.035,0.0002,22.7794,0.0043,0.0,26.0936,0.0004,0.5244,0.0066,0.0987,3.4718,4.5051,0.0842,3.9258,1.3291,0.0,10.1092,0.134,2.7929,1.7617,4.4193,532.6345,2.0657,10.16,0.4359,3.3109,0.1592,1.9075,21.0996
normal,03/10/2008 02:41:00,1.4124,2.4378,0.9687,1771.2594,0.9622,0.0,713.1851,0.9916,59.2558,0.9712,6.2464,0.0761,0.0495,0.0062,134.0313,0.0202,0.0,39.21,0.0006,1.4759,0.0179,0.3529,0.0251,0.0169,0.0019,41.0121,0.0074,0.0,13.1035,0.0002,0.5487,0.0054,0.1205,5.3846,2.0288,0.6428,7.567,2.1025,0.0,5.4979,0.0565,2.4908,1.8459,5.6499,524.4955,1.0912,11.12,0.1474,4.055,0.0527,2.1201,13.5037
normal,03/10/2008 03:52:00,1.382,2.3897,0.9887,1833.0663,0.9522,0.0,740.7427,0.9891,58.9062,0.9666,6.2651,0.0305,0.0511,0.0011,123.2194,0.0262,0.0,151.9507,0.0015,4.1868,0.0181,0.2593,0.0112,0.0176,0.0004,39.2258,0.0096,0.0,55.93899999999999,0.0005,1.2392,0.0058,0.0882,2.204,2.1401,0.115,6.722,2.75,0.0,20.5133,0.1533,7.1075,1.8758,4.1388,531.4591,1.9611,9.66,0.2474,3.2073,0.0799,1.8176,12.6151
normal,03/10/2008 03:56:00,1.426,2.38,0.9586,1741.9735,0.9296,0.0,847.2295,0.9918,58.9476,0.9795,6.3529,0.0339,0.0684,0.0193,220.2716,0.0249,0.0,93.3183,0.0004,2.4794,0.0034,0.3937,0.0103,0.0254,0.0076,68.1241,0.006999999999999999,0.0,27.8133,0.0002,0.6624,0.001,0.1293,2.3801,2.8746,2.0163,12.6449,2.6794,0.0,11.0145,0.040999999999999995,4.2062,0.3435,6.1969,530.9445,1.9567,8.08,0.3375,2.9648,0.1018,1.5218,17.2472
normal,03/10/2008 04:49:00,1.4157,2.3991,0.9878,1795.9323,0.9523,0.0,751.6147,0.9897,58.1609,0.9794,6.1815,0.0719,0.0364,0.0011,161.2598,0.0074,0.0,72.2278,0.0014,1.7432,0.0049,0.4349,0.0256,0.012,0.0003,48.7259,0.0024,0.0,27.7581,0.0005,0.5476,0.0014,0.1389,5.0786,1.5163,0.1158,8.9792,0.7793,0.0,9.6097,0.1433,2.9972,0.5042,7.0348,531.2836,1.8915,7.62,0.3249,2.5789999999999997,0.1108,1.4343,17.1775
normal,03/10/2008 05:01:00,1.4159,2.4159,0.9881,1745.1442,0.9394,0.0,753.9951,0.9893,59.3716,0.9777,6.56,0.0388,0.0422,0.0027,150.5732,0.0122,0.0,187.2734,0.0011,1.569,0.0051,0.3797,0.0128,0.0163,0.0008,53.1581,0.0037,0.0,51.6928,0.0004,0.4924,0.0016,0.1185,2.7438,1.7462,0.2696,8.6281,1.296,0.0,24.8375,0.11,2.6426,0.52,5.7878,531.1754,2.0396,8.09,0.2678,2.645,0.0775,1.5230000000000001,13.1304
normal,03/10/2008 05:45:00,1.3522,2.4358,0.9868,1811.3774,0.9481,0.0,695.007,0.9914,58.4191,0.975,6.1189,0.1674,0.0574,0.0017,156.2982,0.0182,0.0,119.3787,0.0019,4.8582,0.0087,0.3762,0.0493,0.0182,0.0005,50.3549,0.0058,0.0,50.2617,0.0005,1.3881,0.0025,0.1273,12.3824,2.3558,0.1685,8.6287,1.9204,0.0,17.1766,0.18899999999999997,8.3161,0.8892,6.148,529.5182,2.113,10.65,0.3068,3.6722,0.0921,2.0113,14.5194
normal,03/10/2008 06:15:00,1.4205,2.3829,0.9911,1812.8228,0.9483,0.0,777.6624,0.9891,58.2492,0.9668,6.2729,0.049,0.0321,0.0012,156.0674,0.0098,0.0,189.3428,0.0017,3.6105,0.0196,0.3058,0.0166,0.0094,0.0003,47.4801,0.0035,0.0,54.4279,0.0005,1.0032,0.0064,0.094,3.4523,1.3485,0.1242,8.6091,1.0352,0.0,24.3477,0.1724,6.1983,2.0297,4.8752,528.5973,2.22,6.24,0.2848,2.1791,0.0859,1.1805,12.8307
normal,03/10/2008 08:35:00,1.3793,2.4696,0.9925,1792.1879999999999,0.9409,0.0,738.597,0.9904,58.5242,0.9791,6.1678,0.059000000000000004,0.1113,0.0012,113.0447,0.0238,0.0,154.7665,0.0012,2.2206,0.0048,0.3654,0.0194,0.036000000000000004,0.0004,40.3668,0.0081,0.0,61.6732,0.0004,0.6075,0.0015,0.1123,4.2739,4.5066,0.1161,6.3076,2.5338,0.0,20.9541,0.1211,3.7944,0.4927,5.9236,530.0846,1.9812,9.01,0.2753,2.596,0.0898,1.6997,13.8979
normal,03/10/2008 09:30:00,1.399,2.4469,0.9853,1790.2497,0.9513,0.0,756.4002,0.9915,58.6896,0.9640000000000001,6.5394,0.0194,0.0431,0.0018,137.8972,0.0142,0.0,157.2832,0.0018,4.1651,0.0165,0.2802,0.0071,0.0158,0.0006,42.3363,0.0047,0.0,50.0531,0.0005,1.2401,0.0043,0.0902,1.3902,1.7597,0.184,7.7027,1.4882,0.0,20.7936,0.1768,7.0968,1.7074,4.2846,528.5973,2.22,6.24,0.2848,2.1791,0.0859,1.1805,12.8307
normal,03/10/2008 11:40:00,1.3986,2.385,0.9743,1798.5367,0.9159,0.0,837.4215,0.9890000000000001,58.0735,0.98,6.1554,0.0235,0.0349,0.026000000000000002,103.5005,0.0473,0.0,66.3146,0.001,3.5343,0.0045,0.4199,0.0088,0.0118,0.0084,38.4756,0.0166,0.0,23.7291,0.0003,1.0078,0.0014,0.1354,1.6803,1.4637,2.6639,5.7547,5.1673,0.0,7.9189,0.0992,6.0859,0.462,6.8224,529.2564,1.8034,14.12,0.228,4.5485,0.0681,2.6679,12.6429
normal,03/10/2008 12:31:00,1.4179,2.3873,0.9678,1789.5431,0.9504,0.0,739.4969,0.9917,58.2822,0.9690000000000001,6.3071,0.0341,0.0372,0.0041,148.5677,0.0153,0.0,86.4518,0.0006,2.3607,0.0186,0.3725,0.0112,0.0117,0.0017,48.9088,0.006,0.0,31.3363,0.0002,0.7654,0.0066,0.1195,2.4057,1.5603,0.4241,8.302,1.6095,0.0,11.6906,0.0559,4.0505,1.9226,5.9063,531.3445,2.0359,5.71,0.2796,1.565,0.0936,1.0746,13.7332
normal,03/10/2008 18:45:00,1.3844,2.3585,0.9925,1792.1879999999999,0.9412,0.0,741.9427,0.9896,58.282,0.9627,6.4109,0.1096,0.0779,0.0012,113.0447,0.0245,0.0,156.0183,0.0009,4.5255,0.0196,0.4348,0.0358,0.0243,0.0004,40.3668,0.0092,0.0,60.2,0.0003,1.3295,0.0071,0.1415,7.9161,3.3048,0.1161,6.3076,2.6059,0.0,21.0284,0.092,7.7648,2.0385,6.7824,532.3427,2.0841,8.18,0.2392,2.8189,0.0663,1.5366,11.4779
normal,03/10/2008 19:23:00,1.4205,2.3686,0.9916,1779.7088,0.9523,0.0,756.8435,0.9896,58.8938,0.9635,6.3439,0.0578,0.0316,0.0012,114.1498,0.0176,0.0,139.6129,0.0009,2.9254,0.0165,0.3976,0.0193,0.0109,0.0004,41.61600000000001,0.0061,0.0,45.4888,0.0003,0.9902,0.0057,0.1271,4.071000000000001,1.3329,0.1215,6.414,1.8446,0.0,18.4467,0.0939,4.9672,1.7161,6.2674,514.4364,1.8659999999999999,431.71,1.2571,138.3859,0.3315,83.919,67.3679
normal,03/10/2008 19:23:00,1.4299,2.398,0.9904,1769.0255,0.9476,0.0,813.3376,0.9895,58.5196,0.9655,6.2374,0.0937,0.0605,0.0016,84.9476,0.0137,0.0,57.3611,0.0012,4.2837,0.0161,0.2849,0.0295,0.0207,0.0005,30.9522,0.0049,0.0,20.2018,0.0004,1.2635,0.0058,0.1082,6.5542,2.5212,0.1599,4.8019,1.4501,0.0,7.0526,0.1169,7.3202,1.6642,4.5672,532.1382,2.0329,9.02,0.2568,3.0501,0.0828,1.6951,12.6333
normal,03/10/2008 20:11:00,1.4095,2.4302,0.9889,1791.9434,0.9497,0.0,634.0443,0.9894,58.733999999999995,0.961,6.4113,0.0409,0.0573,0.0014,153.7772,0.0258,0.0,91.1801,0.0014,3.3195,0.0189,0.3318,0.0131,0.0195,0.0005,46.9593,0.009000000000000001,0.0,32.2721,0.0005,1.0538,0.0066,0.1075,2.8981,2.3579,0.1459,8.5816,2.7148,0.0,14.3807,0.1373,5.6518,1.9632,5.1752,532.1382,2.0329,9.02,0.2568,3.0501,0.0828,1.6951,12.6333
normal,03/10/2008 20:26:00,1.3988,2.38,0.9863,1786.388,0.9452,0.0,734.7629,0.9893,58.5876,0.9666,6.1782,0.0834,0.0684,0.0025,72.3483,0.0319,0.0,128.4067,0.0013,4.0516,0.0214,0.4043,0.0249,0.0254,0.0007,21.2199,0.01,0.0,40.1688,0.0005,1.2102,0.0072,0.1401,5.9653,2.8746,0.2519,4.05,3.3765,0.0,17.4759,0.1316,6.9154,2.2111,6.5439,532.1382,2.0329,9.02,0.2568,3.0501,0.0828,1.6951,12.6333
normal,03/10/2008 20:35:00,1.4008,2.3156,0.9878,1803.366,0.9477,0.0,633.5462,0.9891,58.6,0.9611,6.2885,0.0508,0.0633,0.0011,109.7512,0.0162,0.0,69.2401,0.0015,3.7364,0.0166,0.2144,0.017,0.022000000000000002,0.0004,44.6802,0.006,0.0,23.2588,0.0004,1.0725,0.0057,0.0768,3.6237,2.7336,0.1132,6.0859,1.7057,0.0,10.929,0.1523,6.3762,1.7286,3.4091,531.7491,1.9611,7.87,0.21100000000000002,2.9252,0.0664,1.48,10.7575
normal,03/10/2008 20:46:00,1.4108,2.449,0.9877,1772.5615,0.9405,0.0,818.357,0.9908,58.3727,0.9683,6.3428,0.0831,0.0645,0.0019,165.1769,0.0174,0.0,74.3873,0.0007,2.5716,0.0163,0.2666,0.0343,0.0235,0.0005,49.3387,0.0068,0.0,25.1196,0.0002,0.7205,0.0054,0.0927,5.8916,2.6342,0.1951,9.3185,1.8526,0.0,9.0898,0.0692,4.4055,1.6818,4.2037,530.6345,1.9733,7.6,0.3159,2.6072,0.1057,1.4323,16.0105
normal,03/10/2008 21:15:00,1.4235,2.3443,0.987,1759.2487,0.9309999999999999,0.0,649.1532,0.9888,58.7837,0.9651,6.297000000000001,0.1519,0.0647,0.0011,256.9812,0.0408,0.0,106.0802,0.0013,4.27,0.0157,0.3009,0.0472,0.0181,0.0004,77.7259,0.0146,0.0,36.138000000000005,0.0004,1.2249,0.0048,0.0967,10.6687,2.7594,0.1118,14.6074,4.3792,0.0,16.3413,0.1303,7.2639,1.6273,4.7783,533.1809,1.0744,5.65,0.1416,1.8871,0.0396,1.0597,13.1807
normal,03/10/2008 21:52:00,1.3771,2.3788,0.9905,1864.2109,0.9401,0.0,839.3621,0.9896,59.0703,0.9651,6.2413,0.157,0.075,0.0006,136.77700000000002,0.0122,0.0,50.4606,0.0014,1.6626,0.0143,0.3404,0.0433,0.0253,0.0002,48.3367,0.0041,0.0,18.987000000000002,0.0005,0.5484,0.0052,0.1064,11.4026,3.1519999999999997,0.0621,7.337000000000001,1.2987,0.0,6.0118,0.1448,2.8147,1.4834,5.4546,531.1754,2.0396,8.09,0.2678,2.645,0.0775,1.5230000000000001,13.1304
normal,03/10/2008 22:08:00,1.4043,2.4381,0.9812,1867.8825,0.9613,0.0,759.0279,0.9656,56.8895,0.9595,6.6045,0.0687,0.051,0.004,140.5735,0.0118,0.0,101.2826,0.0029,1.9951,0.0218,0.3413,0.0247,0.0158,0.0012,57.9374,0.004,0.0,35.3127,0.0008,0.631,0.0069,0.106,4.8913,2.0938,0.4123,7.5258,1.2234,0.0,13.3437,0.304,3.5069,2.2744,5.1679,531.3445,2.0359,5.71,0.2796,1.565,0.0936,1.0746,13.7332
normal,03/10/2008 22:53:00,1.4127,2.4302,0.9889,1791.9434,0.9520000000000001,0.0,724.3805,0.99,58.9044,0.9805,6.1375,0.0218,0.0573,0.0014,153.7772,0.006999999999999999,0.0,149.16299999999998,0.0011,1.6687,0.0034,0.3785,0.0087,0.0195,0.0005,46.9593,0.0024,0.0,41.2602,0.0004,0.4924,0.0012,0.1281,1.5438,2.3579,0.1459,8.5816,0.7394,0.0,20.5918,0.1123,2.8329,0.3505,6.1673,532.2427,1.9313,8.17,0.3876,2.7254,0.1319,1.535,20.0671
normal,03/10/2008 23:46:00,1.41,2.4064,0.9881,1745.1442,0.9441,0.0,810.8979,0.991,58.4738,0.9667,6.3848,0.032,0.0341,0.0027,150.5732,0.0379,0.0,130.8433,0.0006,1.9263,0.0195,0.3029,0.0106,0.0126,0.0008,53.1581,0.0138,0.0,45.4335,0.0002,0.5939,0.006,0.1025,2.2666,1.4172,0.2696,8.6281,4.0134,0.0,16.1356,0.0593,3.2943,2.0194,4.7445,528.5973,2.22,6.24,0.2848,2.1791,0.0859,1.1805,12.8307
