Attrition,Age,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
No,48,Research & Development,1,4,Medical,1116,Male,Manager,4,Single,16885,2,3,27,3,2,5
No,49,Research & Development,4,2,Medical,1256,Male,Manager,3,Married,18711,2,3,23,2,4,1
Yes,26,Research & Development,21,3,Medical,1107,Male,Laboratory Technician,3,Divorced,2377,1,3,1,0,2,1
No,30,Sales,7,4,Marketing,1428,Female,Sales Executive,1,Divorced,4779,7,2,8,3,3,3
Yes,28,Research & Development,2,4,Medical,828,Male,Research Scientist,3,Single,4382,6,4,5,3,2,2
No,42,Sales,14,2,Medical,936,Female,Sales Executive,3,Single,6244,7,1,10,6,3,5
Yes,20,Research & Development,4,3,Technical Degree,960,Male,Laboratory Technician,1,Single,2973,1,2,1,2,3,1
No,34,Research & Development,8,2,Medical,757,Female,Healthcare Representative,3,Single,6142,3,4,10,2,3,5
No,55,Research & Development,20,2,Technical Degree,389,Male,Laboratory Technician,4,Married,5415,3,4,12,4,3,10
No,47,Research & Development,2,2,Other,820,Female,Manager,4,Married,16752,1,3,26,3,2,26
No,34,Sales,28,3,Marketing,2035,Female,Sales Executive,3,Married,6712,1,4,8,2,3,8
No,37,Research & Development,4,1,Life Sciences,1394,Male,Research Scientist,3,Married,2996,7,4,8,2,3,6
No,40,Sales,2,4,Life Sciences,558,Female,Manager,3,Married,18041,0,4,21,2,3,20
No,41,Research & Development,6,3,Medical,957,Male,Laboratory Technician,1,Single,4721,2,3,20,3,3,18
No,34,Research & Development,10,4,Technical Degree,1597,Male,Healthcare Representative,3,Married,5063,1,2,8,3,2,8
No,43,Research & Development,1,3,Life Sciences,902,Female,Healthcare Representative,4,Married,5562,4,2,12,2,2,5
No,36,Research & Development,12,4,Life Sciences,1614,Female,Manufacturing Director,3,Married,4663,9,2,7,2,3,3
No,28,Research & Development,9,3,Medical,377,Male,Research Scientist,4,Married,2070,1,4,5,3,2,5
No,38,Research & Development,1,1,Life Sciences,662,Female,Research Scientist,1,Single,2619,3,4,8,3,2,0
Yes,37,Human Resources,6,4,Human Resources,133,Male,Human Resources,1,Divorced,2073,4,4,7,3,3,3
No,52,Research & Development,11,4,Life Sciences,813,Female,Laboratory Technician,3,Married,3149,8,2,9,3,3,5
No,46,Research & Development,7,2,Medical,1007,Male,Manufacturing Director,3,Divorced,10845,6,2,13,3,3,8
No,33,Research & Development,1,2,Medical,1994,Male,Laboratory Technician,3,Divorced,2008,1,3,1,2,2,1
Yes,22,Research & Development,8,1,Medical,1783,Female,Laboratory Technician,1,Married,2398,1,3,1,6,3,1
No,23,Research & Development,10,3,Technical Degree,1592,Male,Research Scientist,3,Married,2073,2,4,4,2,3,2
No,27,Research & Development,15,3,Life Sciences,1870,Female,Research Scientist,1,Married,4774,0,4,8,2,2,7
No,39,Research & Development,10,1,Medical,429,Male,Manager,1,Married,17068,1,4,21,3,3,21
No,30,Research & Development,2,4,Technical Degree,1745,Female,Research Scientist,1,Single,4968,0,4,10,2,3,9
No,43,Research & Development,8,3,Life Sciences,920,Female,Manufacturing Director,2,Divorced,4765,4,3,4,2,4,1
Yes,30,Research & Development,3,3,Technical Degree,297,Female,Research Scientist,1,Single,2657,5,3,8,5,3,5
No,43,Research & Development,21,3,Medical,525,Male,Laboratory Technician,4,Married,2258,7,1,8,1,3,3
No,42,Research & Development,2,3,Medical,351,Female,Laboratory Technician,1,Divorced,2593,0,3,10,4,3,9
No,42,Research & Development,9,2,Medical,1480,Female,Laboratory Technician,4,Single,3673,1,3,12,3,3,12
No,50,Research & Development,20,5,Medical,1606,Male,Healthcare Representative,3,Married,11245,2,3,32,3,3,30
No,30,Research & Development,1,1,Life Sciences,292,Male,Manufacturing Director,3,Single,8474,1,3,12,2,3,11
No,34,Research & Development,2,4,Medical,1755,Male,Research Scientist,4,Married,2932,0,1,6,3,3,5
No,46,Research & Development,2,4,Medical,1789,Male,Research Director,4,Divorced,19328,7,3,24,3,3,2
No,30,Sales,4,2,Medical,121,Female,Sales Executive,2,Divorced,5209,1,2,11,4,2,11
No,34,Sales,10,4,Life Sciences,1055,Female,Sales Representative,3,Married,2220,1,4,1,2,3,1
No,46,Sales,4,2,Marketing,1280,Female,Manager,2,Married,18789,2,3,26,2,3,11
No,36,Research & Development,2,4,Life Sciences,1294,Female,Manufacturing Director,2,Single,5410,9,4,18,2,3,16
No,53,Research & Development,3,4,Medical,386,Male,Research Director,3,Married,17584,3,4,21,5,2,5
No,41,Research & Development,12,4,Life Sciences,1158,Male,Laboratory Technician,4,Married,4766,3,1,6,4,3,1
No,37,Research & Development,19,2,Life Sciences,61,Male,Research Scientist,2,Married,3022,4,1,8,1,3,1
No,37,Sales,19,2,Medical,904,Male,Sales Executive,2,Single,7642,1,4,10,2,3,10
No,32,Sales,10,4,Marketing,1853,Male,Sales Executive,4,Single,4648,8,3,4,2,4,0
No,38,Research & Development,1,4,Life Sciences,724,Female,Healthcare Representative,4,Single,7625,0,3,10,4,2,9
No,31,Sales,10,2,Medical,1912,Female,Sales Executive,4,Divorced,6583,2,4,8,2,3,5
No,53,Sales,8,3,Marketing,897,Male,Sales Executive,4,Married,11836,5,3,28,3,3,2
No,50,Research & Development,4,1,Life Sciences,385,Male,Research Director,2,Divorced,19144,3,1,28,4,2,10
No,31,Sales,7,3,Life Sciences,613,Male,Manager,4,Divorced,11557,9,3,10,3,2,5
No,36,Sales,2,2,Medical,513,Male,Sales Executive,3,Married,7596,1,2,10,2,3,10
No,45,Research & Development,8,4,Other,452,Male,Research Scientist,4,Married,3697,9,1,12,3,3,10
No,34,Sales,2,3,Marketing,1281,Female,Sales Executive,1,Single,4538,0,4,4,3,3,3
No,32,Research & Development,7,3,Life Sciences,359,Male,Laboratory Technician,2,Married,2794,1,3,5,3,1,5
No,48,Sales,29,1,Medical,473,Female,Manager,3,Married,12504,3,2,15,3,1,0
No,44,Research & Development,23,3,Medical,132,Male,Laboratory Technician,2,Married,2042,4,3,17,3,4,3
No,37,Research & Development,10,4,Life Sciences,518,Male,Manufacturing Director,2,Single,4197,2,4,18,2,2,1
Yes,50,Sales,1,4,Other,1113,Male,Sales Executive,3,Single,4728,3,4,5,4,3,0
No,45,Sales,6,3,Medical,302,Female,Sales Executive,4,Single,8865,6,4,23,2,3,19
No,39,Research & Development,24,1,Life Sciences,2014,Male,Research Scientist,4,Single,4108,7,1,18,2,3,7
No,46,Human Resources,1,2,Life Sciences,1314,Female,Human Resources,1,Single,3423,6,3,10,3,4,7
No,38,Research & Development,9,2,Life Sciences,1940,Male,Research Scientist,4,Divorced,4771,2,4,10,0,4,5
No,31,Research & Development,7,2,Medical,524,Female,Manufacturing Director,1,Married,4306,1,2,13,5,1,13
No,45,Research & Development,9,3,Life Sciences,206,Male,Laboratory Technician,2,Divorced,2348,8,3,20,2,1,17
No,29,Research & Development,4,3,Technical Degree,1762,Female,Research Scientist,1,Divorced,2109,1,3,1,2,3,1
No,42,Research & Development,2,3,Medical,1542,Male,Laboratory Technician,2,Married,4841,4,2,4,3,3,1
No,33,Research & Development,3,4,Life Sciences,5,Female,Research Scientist,3,Married,2909,1,3,8,3,3,8
No,47,Sales,2,4,Marketing,1731,Male,Sales Executive,2,Married,4978,7,4,4,3,1,1
No,32,Research & Development,2,3,Medical,1671,Male,Research Scientist,2,Divorced,5470,0,3,10,4,2,9
Yes,53,Research & Development,2,5,Technical Degree,1572,Female,Manufacturing Director,4,Married,10169,0,2,34,4,3,33
No,36,Sales,16,4,Marketing,1436,Female,Sales Executive,1,Married,5647,4,1,11,3,2,3
No,40,Research & Development,8,2,Life Sciences,1552,Male,Healthcare Representative,4,Divorced,4069,3,3,8,2,3,2
No,41,Human Resources,10,4,Human Resources,731,Male,Manager,4,Divorced,19141,3,2,23,2,2,21
No,36,Research & Development,26,4,Life Sciences,1682,Male,Healthcare Representative,3,Married,5347,6,2,10,2,2,3
No,33,Research & Development,1,4,Other,998,Female,Healthcare Representative,2,Married,5488,1,1,6,2,3,6
No,34,Human Resources,11,3,Life Sciences,1289,Male,Human Resources,2,Married,4490,4,4,14,5,4,10
Yes,18,Sales,5,3,Marketing,614,Male,Sales Representative,2,Single,1878,1,4,0,3,3,0
No,45,Research & Development,28,2,Technical Degree,1719,Female,Research Director,2,Single,16704,1,3,21,2,3,21
No,26,Research & Development,17,4,Medical,1718,Male,Laboratory Technician,3,Married,2305,1,3,3,3,4,3
No,34,Research & Development,1,2,Medical,110,Male,Manufacturing Director,2,Married,4325,1,3,5,2,3,5
No,30,Research & Development,7,3,Medical,1609,Male,Research Scientist,2,Married,2141,1,2,6,3,2,6
No,45,Human Resources,24,4,Medical,1049,Male,Human Resources,2,Single,2177,1,1,6,3,3,6
No,40,Sales,2,2,Marketing,516,Female,Sales Executive,2,Divorced,5715,7,3,8,5,3,5
Yes,50,Sales,8,2,Technical Degree,723,Male,Sales Executive,3,Married,6796,3,1,18,4,3,4
No,36,Research & Development,23,2,Medical,2061,Male,Laboratory Technician,4,Married,2571,4,3,17,3,3,5
No,37,Sales,2,3,Marketing,656,Male,Sales Executive,3,Married,9602,4,3,17,3,2,3
No,37,Sales,9,2,Marketing,1787,Male,Sales Executive,2,Married,4189,1,1,5,2,3,5
No,56,Sales,6,3,Life Sciences,532,Female,Sales Executive,1,Married,13212,9,4,36,0,2,7
Yes,50,Sales,3,2,Marketing,47,Male,Sales Representative,3,Married,2683,1,3,3,2,3,3
Yes,31,Human Resources,18,5,Human Resources,1842,Male,Human Resources,1,Married,2956,0,3,2,4,3,1
No,45,Sales,9,3,Marketing,864,Male,Sales Executive,1,Divorced,10761,4,3,18,2,3,5
No,33,Sales,17,3,Life Sciences,992,Male,Manager,3,Single,17444,1,4,10,2,3,10
No,30,Sales,22,4,Other,567,Female,Sales Executive,1,Married,8412,0,3,10,3,3,9
No,46,Research & Development,2,4,Technical Degree,1228,Male,Manufacturing Director,4,Divorced,7379,2,3,12,3,2,6
No,23,Research & Development,1,2,Life Sciences,1270,Male,Research Scientist,3,Married,1223,1,4,1,2,3,1
Yes,32,Sales,1,2,Life Sciences,1734,Male,Sales Executive,2,Single,6735,6,2,10,2,3,0
No,18,Research & Development,14,3,Medical,1839,Female,Research Scientist,3,Single,1514,1,3,0,4,1,0
No,43,Research & Development,14,2,Life Sciences,843,Male,Research Director,1,Married,17159,6,3,22,3,3,4
No,36,Research & Development,27,3,Medical,13,Male,Healthcare Representative,3,Married,5237,6,2,17,3,2,7
No,28,Sales,5,3,Medical,1469,Male,Sales Executive,1,Single,8463,0,4,6,4,3,5
Yes,31,Research & Development,1,5,Life Sciences,1459,Female,Manufacturing Director,2,Single,7446,1,1,10,2,3,10
No,35,Research & Development,23,4,Medical,75,Female,Laboratory Technician,1,Married,4014,3,3,4,3,3,2
Yes,36,Sales,3,1,Life Sciences,967,Male,Sales Executive,4,Married,10325,1,1,16,6,3,16
No,30,Research & Development,17,4,Medical,1321,Female,Manager,1,Married,11916,1,4,9,2,3,9
Yes,42,Sales,12,3,Life Sciences,1167,Male,Sales Executive,1,Single,13758,0,2,22,2,2,21
No,49,Research & Development,2,1,Life Sciences,1941,Male,Research Director,4,Married,19161,3,4,28,3,3,5
No,42,Research & Development,12,3,Medical,1768,Male,Laboratory Technician,2,Divorced,2766,8,2,7,6,2,5
No,45,Research & Development,2,2,Medical,264,Male,Manager,4,Married,16792,9,4,22,1,3,20
No,18,Research & Development,5,2,Life Sciences,1012,Male,Research Scientist,4,Single,1051,1,4,0,2,3,0
No,36,Sales,3,4,Medical,481,Male,Sales Executive,4,Married,9699,4,1,16,2,3,13
No,34,Sales,14,3,Technical Degree,666,Female,Sales Representative,3,Divorced,2579,1,4,8,3,3,8
No,48,Research & Development,4,5,Medical,1644,Male,Manager,4,Married,15202,2,2,23,3,3,2
No,44,Research & Development,5,3,Life Sciences,1471,Male,Laboratory Technician,3,Single,3162,3,4,7,5,3,5
No,38,Research & Development,2,2,Medical,1760,Female,Laboratory Technician,2,Married,2468,4,2,9,4,2,6
No,38,Sales,3,3,Life Sciences,307,Male,Sales Executive,3,Divorced,10609,0,3,17,6,2,16
No,35,Sales,7,1,Life Sciences,1492,Male,Sales Representative,3,Married,2404,1,1,1,3,3,1
Yes,40,Sales,25,4,Marketing,1318,Male,Sales Executive,2,Single,9094,2,3,9,2,3,5
No,48,Research & Development,1,3,Life Sciences,1263,Male,Research Director,4,Single,18265,6,3,25,3,4,1
No,40,Research & Development,1,3,Life Sciences,1822,Female,Healthcare Representative,4,Divorced,6513,4,4,12,3,3,5
No,30,Research & Development,1,2,Medical,57,Female,Laboratory Technician,4,Single,4011,1,4,12,2,3,12
No,47,Sales,2,2,Marketing,903,Female,Sales Executive,4,Married,4537,0,1,8,2,3,7
No,58,Research & Development,5,3,Technical Degree,940,Female,Healthcare Representative,2,Divorced,10552,2,4,24,3,3,6
No,34,Sales,2,3,Other,786,Male,Sales Executive,4,Single,6274,1,3,6,5,3,6
No,52,Research & Development,6,2,Technical Degree,630,Male,Research Scientist,1,Divorced,5577,3,2,18,3,3,10
No,42,Research & Development,4,2,Technical Degree,319,Male,Manager,4,Married,19232,1,4,22,3,3,22
No,31,Research & Development,24,3,Medical,1252,Female,Healthcare Representative,1,Single,6812,1,2,10,2,3,10
No,33,Human Resources,2,3,Human Resources,1207,Male,Human Resources,3,Married,3600,1,4,5,2,3,5
No,51,Human Resources,5,3,Life Sciences,1352,Male,Manager,2,Divorced,14026,1,2,33,2,3,33
No,23,Research & Development,26,1,Life Sciences,465,Male,Research Scientist,4,Divorced,2904,1,3,4,2,2,4
No,42,Research & Development,2,3,Life Sciences,1547,Male,Healthcare Representative,4,Married,10124,2,3,24,3,1,20
No,25,Research & Development,2,1,Life Sciences,1653,Male,Manufacturing Director,3,Divorced,5206,1,3,7,6,3,7
No,41,Sales,4,1,Marketing,1815,Female,Sales Executive,3,Divorced,10447,0,4,23,3,4,22
No,34,Research & Development,3,1,Life Sciences,1103,Male,Healthcare Representative,4,Single,7756,0,3,7,1,2,6
No,32,Research & Development,2,4,Medical,439,Female,Research Scientist,4,Single,5055,7,3,10,0,2,7
No,38,Research & Development,4,2,Medical,1687,Female,Laboratory Technician,3,Married,3306,7,4,7,5,2,0
No,40,Research & Development,1,4,Life Sciences,119,Male,Healthcare Representative,2,Married,13503,1,4,22,3,2,22
No,38,Sales,2,2,Life Sciences,361,Male,Sales Executive,4,Married,5249,3,4,13,0,3,8
No,31,Research & Development,7,4,Medical,462,Female,Manufacturing Director,4,Single,7143,1,3,11,2,2,11
Yes,25,Research & Development,4,1,Technical Degree,1106,Male,Laboratory Technician,4,Married,3691,1,2,7,3,4,7
No,36,Research & Development,4,4,Life Sciences,1435,Male,Laboratory Technician,4,Single,5810,1,3,10,2,2,10
Yes,21,Research & Development,18,1,Other,923,Female,Research Scientist,4,Single,2693,1,1,1,3,2,1
No,36,Research & Development,2,4,Medical,958,Male,Laboratory Technician,3,Single,2519,4,3,16,6,3,11
No,34,Research & Development,20,3,Technical Degree,1265,Female,Research Scientist,3,Married,2585,0,4,2,5,2,1
No,33,Research & Development,1,3,Life Sciences,969,Female,Healthcare Representative,4,Single,6949,0,1,6,3,3,5
No,35,Research & Development,21,1,Life Sciences,942,Female,Healthcare Representative,4,Married,4014,1,4,10,2,1,10
No,45,Research & Development,7,3,Medical,1195,Female,Research Scientist,3,Married,4477,4,3,7,2,2,3
No,42,Research & Development,1,4,Life Sciences,517,Female,Laboratory Technician,1,Divorced,2576,3,2,8,5,3,5
No,42,Research & Development,2,1,Life Sciences,1334,Male,Manager,3,Married,17861,0,4,21,3,2,20
Yes,30,Human Resources,8,3,Human Resources,1747,Female,Human Resources,4,Divorced,2180,6,3,6,0,2,4
No,26,Research & Development,11,2,Medical,390,Male,Healthcare Representative,1,Married,4741,1,3,5,3,3,5
Yes,31,Research & Development,15,3,Medical,1160,Male,Laboratory Technician,3,Married,2610,1,3,2,5,2,2
Yes,46,Sales,10,3,Life Sciences,1869,Female,Sales Executive,2,Married,7314,5,3,14,2,3,8
No,36,Sales,3,4,Marketing,1425,Female,Sales Executive,2,Single,9278,3,4,15,3,3,5
No,60,Sales,28,3,Marketing,573,Female,Sales Executive,1,Married,10266,4,4,22,5,4,18
Yes,40,Research & Development,9,4,Life Sciences,1534,Male,Laboratory Technician,1,Single,2018,3,2,15,3,1,5
No,32,Sales,4,2,Life Sciences,330,Female,Sales Representative,2,Married,3931,2,1,6,5,3,4
No,34,Sales,8,2,Technical Degree,1823,Male,Sales Executive,3,Married,6799,1,3,10,5,3,10
Yes,29,Research & Development,8,4,Other,454,Male,Laboratory Technician,1,Married,2119,1,4,7,4,2,7
No,44,Sales,28,3,Medical,1039,Female,Sales Executive,4,Married,13320,3,3,23,2,3,12
Yes,20,Research & Development,11,3,Medical,1016,Female,Research Scientist,1,Single,2600,1,1,1,2,3,1
No,34,Research & Development,2,2,Life Sciences,1140,Male,Manufacturing Director,3,Single,4033,2,4,5,3,2,3
No,43,Sales,2,3,Medical,1706,Male,Sales Executive,4,Married,7847,1,1,10,3,3,10
No,31,Sales,5,3,Technical Degree,1749,Male,Sales Executive,3,Married,8346,1,3,6,3,3,5
No,56,Research & Development,1,2,Life Sciences,1441,Female,Research Scientist,1,Married,2066,2,4,5,3,4,3
No,36,Research & Development,8,3,Technical Degree,83,Female,Healthcare Representative,3,Divorced,10096,1,2,17,2,3,17
No,33,Research & Development,1,5,Medical,612,Female,Research Director,3,Divorced,16184,4,3,10,2,3,6
Yes,50,Sales,1,4,Life Sciences,2044,Male,Sales Executive,3,Divorced,6728,7,4,12,3,3,6
No,26,Research & Development,7,3,Other,1417,Male,Laboratory Technician,1,Single,3578,0,4,8,2,3,7
No,55,Research & Development,8,3,Medical,84,Female,Manager,3,Divorced,14756,2,3,21,2,3,5
No,27,Research & Development,2,4,Technical Degree,1931,Male,Research Scientist,2,Married,2226,1,3,6,3,2,5
No,30,Research & Development,2,3,Life Sciences,548,Female,Manufacturing Director,4,Single,6091,2,3,11,2,3,5
No,34,Research & Development,7,4,Medical,1577,Male,Research Scientist,4,Single,2972,1,3,1,4,1,1
No,30,Sales,5,3,Marketing,456,Female,Sales Executive,3,Divorced,6118,1,3,10,2,3,10
No,27,Research & Development,2,4,Life Sciences,1027,Female,Manufacturing Director,4,Married,4227,0,2,4,2,3,3
No,33,Sales,22,2,Marketing,160,Male,Sales Executive,2,Married,6146,0,1,8,2,4,7
No,45,Research & Development,7,3,Life Sciences,425,Male,Laboratory Technician,1,Divorced,5210,1,1,24,2,3,24
Yes,52,Research & Development,8,4,Medical,433,Male,Research Scientist,2,Married,4941,2,1,11,3,2,8
Yes,51,Research & Development,4,4,Life Sciences,1081,Male,Research Scientist,3,Married,2461,9,3,18,2,4,10
No,39,Research & Development,9,2,Medical,1936,Male,Manufacturing Director,1,Married,5151,1,4,10,3,3,10
No,30,Research & Development,2,3,Life Sciences,117,Male,Healthcare Representative,4,Married,4152,1,1,11,3,3,11
No,44,Human Resources,1,4,Life Sciences,665,Female,Human Resources,3,Single,5985,4,2,10,1,4,2
No,38,Sales,10,3,Technical Degree,983,Female,Sales Executive,4,Single,5666,1,2,6,1,3,5
No,25,Sales,10,4,Life Sciences,1240,Male,Sales Executive,4,Single,4950,0,2,5,4,3,4
No,32,Research & Development,3,4,Medical,966,Female,Manufacturing Director,1,Married,6725,1,3,8,2,4,8
No,36,Research & Development,4,2,Life Sciences,2025,Female,Manufacturing Director,2,Divorced,5131,7,2,18,3,3,4
No,29,Research & Development,2,1,Life Sciences,1590,Male,Healthcare Representative,4,Divorced,8853,1,4,6,0,4,6
Yes,39,Sales,5,3,Technical Degree,42,Male,Sales Representative,4,Married,2086,3,3,19,6,4,1
No,55,Research & Development,18,4,Medical,1034,Male,Healthcare Representative,2,Married,6385,3,4,17,3,3,8
Yes,45,Sales,2,3,Marketing,1277,Female,Manager,2,Single,18824,2,1,26,2,3,24
No,35,Research & Development,4,2,Other,53,Male,Laboratory Technician,4,Divorced,1951,1,3,1,3,3,1
No,32,Research & Development,13,3,Other,1234,Female,Laboratory Technician,2,Married,2743,1,3,2,2,3,2
No,39,Human Resources,2,3,Life Sciences,909,Female,Human Resources,4,Married,5204,8,3,13,2,3,5
No,27,Research & Development,1,1,Technical Degree,274,Male,Manufacturing Director,1,Married,4298,5,3,6,1,3,2
No,34,Research & Development,10,3,Life Sciences,934,Male,Laboratory Technician,2,Divorced,2008,1,2,1,3,3,1
No,40,Sales,5,4,Life Sciences,729,Male,Sales Executive,1,Married,10475,5,3,20,2,3,18
No,39,Research & Development,1,4,Medical,332,Female,Laboratory Technician,3,Divorced,2232,7,3,7,1,3,3
Yes,39,Research & Development,6,3,Medical,932,Male,Laboratory Technician,1,Married,2404,7,4,8,2,1,2
No,38,Research & Development,6,2,Other,1782,Female,Laboratory Technician,3,Married,3702,1,2,5,3,3,5
Yes,39,Research & Development,23,3,Medical,1310,Male,Research Scientist,1,Single,3904,0,1,6,2,3,5
Yes,34,Research & Development,9,4,Life Sciences,1807,Male,Laboratory Technician,1,Married,5346,4,3,11,3,2,7
No,28,Sales,1,2,Life Sciences,1927,Male,Sales Executive,4,Married,6834,1,3,7,2,3,7
No,49,Research & Development,1,3,Life Sciences,1677,Male,Manager,3,Single,15379,4,1,23,2,3,8
No,58,Research & Development,1,4,Life Sciences,422,Male,Healthcare Representative,3,Divorced,5660,2,4,12,2,3,5
No,38,Research & Development,29,3,Technical Degree,273,Male,Manufacturing Director,4,Married,6261,3,1,9,3,1,7
No,31,Sales,8,2,Life Sciences,1453,Male,Sales Executive,4,Divorced,10793,1,1,13,5,3,13
No,49,Research & Development,18,4,Life Sciences,275,Male,Manufacturing Director,4,Divorced,6804,1,1,7,0,3,7
No,53,Research & Development,6,3,Life Sciences,769,Male,Laboratory Technician,4,Single,2450,2,4,19,4,3,2
No,56,Research & Development,8,3,Life Sciences,241,Female,Research Scientist,1,Divorced,4257,4,3,19,3,3,2
No,37,Research & Development,13,3,Medical,1543,Male,Research Scientist,4,Married,4285,1,1,10,2,3,10
No,35,Research & Development,2,3,Life Sciences,1182,Male,Manufacturing Director,2,Divorced,10274,2,2,15,2,4,7
No,27,Sales,11,3,Medical,1364,Female,Sales Representative,4,Married,2534,8,2,5,4,3,1
No,27,Research & Development,9,3,Medical,260,Female,Research Scientist,2,Single,2279,1,4,7,2,2,7
No,55,Research & Development,2,4,Technical Degree,1873,Male,Research Scientist,4,Married,2662,8,2,19,2,4,5
No,24,Research & Development,2,1,Technical Degree,1646,Female,Research Scientist,4,Single,3760,1,3,6,2,3,6
No,30,Research & Development,7,3,Technical Degree,1482,Male,Research Scientist,3,Divorced,1274,1,2,1,2,2,1
No,28,Research & Development,9,3,Medical,930,Female,Research Scientist,3,Divorced,2377,5,2,6,2,3,2
No,35,Research & Development,9,4,Medical,2008,Male,Research Scientist,3,Single,5098,1,2,10,5,3,10
No,41,Research & Development,22,3,Life Sciences,1392,Female,Research Scientist,4,Divorced,5467,3,1,12,4,2,6
No,39,Research & Development,22,3,Medical,1043,Female,Manufacturing Director,1,Single,10880,1,3,21,2,3,21
No,40,Research & Development,1,4,Life Sciences,1361,Male,Laboratory Technician,2,Married,2387,3,3,7,3,3,4
No,44,Research & Development,1,3,Medical,2020,Male,Research Scientist,4,Single,2436,6,3,6,2,3,4
No,47,Human Resources,26,4,Life Sciences,1625,Female,Manager,3,Married,19658,3,3,27,2,3,5
No,49,Sales,11,4,Marketing,1757,Female,Sales Executive,4,Single,4507,3,3,8,1,4,5
No,42,Human Resources,2,1,Technical Degree,470,Male,Human Resources,3,Divorced,2696,0,3,4,5,3,3
No,34,Research & Development,2,4,Life Sciences,339,Male,Manufacturing Director,1,Married,5957,6,2,13,3,3,11
No,37,Research & Development,19,3,Life Sciences,1631,Male,Manufacturing Director,3,Married,5768,3,1,9,2,2,4
No,51,Research & Development,6,3,Life Sciences,162,Male,Research Director,3,Single,19537,7,3,23,5,3,20
No,29,Sales,20,2,Marketing,349,Male,Sales Executive,4,Divorced,6931,2,4,10,2,3,3
No,50,Sales,8,4,Marketing,738,Male,Sales Representative,2,Married,3875,7,4,4,2,3,2
No,23,Research & Development,4,3,Medical,705,Male,Research Scientist,1,Married,2819,2,1,5,3,4,3
Yes,33,Research & Development,25,3,Medical,1108,Male,Research Scientist,2,Single,2313,4,2,5,0,3,2
No,49,Research & Development,16,3,Medical,1674,Female,Laboratory Technician,1,Divorced,2587,4,2,17,2,2,2
No,35,Sales,1,3,Medical,620,Female,Sales Executive,3,Single,4859,1,4,5,3,3,5
No,34,Research & Development,8,5,Life Sciences,775,Female,Manufacturing Director,1,Divorced,5121,3,3,7,3,3,0
No,26,Research & Development,1,1,Medical,1068,Female,Research Scientist,3,Divorced,2007,1,3,5,5,3,5
No,45,Research & Development,1,1,Life Sciences,1712,Male,Healthcare Representative,3,Married,10748,3,4,25,3,2,23
No,45,Sales,2,3,Other,606,Male,Sales Executive,2,Married,4805,0,2,9,3,4,8
No,37,Research & Development,9,3,Medical,403,Male,Research Scientist,4,Married,2326,1,3,4,3,2,4
Yes,25,Sales,19,2,Marketing,952,Male,Sales Representative,2,Married,2413,1,3,1,2,3,1
No,37,Research & Development,10,3,Medical,1640,Female,Research Scientist,2,Married,3936,1,1,8,2,1,8
No,35,Sales,18,3,Medical,975,Female,Sales Executive,3,Married,4601,1,2,5,3,3,5
No,28,Sales,2,4,Marketing,846,Female,Sales Executive,2,Married,4779,1,1,8,2,3,8
No,22,Research & Development,6,1,Medical,675,Male,Research Scientist,3,Married,2773,0,4,3,3,3,2
No,45,Research & Development,25,3,Medical,1306,Female,Manager,2,Single,18061,3,3,22,4,3,0
No,56,Sales,11,5,Marketing,1935,Female,Sales Executive,1,Married,5380,4,3,6,3,3,0
No,36,Sales,15,4,Marketing,2036,Male,Sales Executive,4,Divorced,5406,1,1,15,4,2,15
No,35,Research & Development,2,4,Life Sciences,771,Female,Healthcare Representative,1,Divorced,5093,2,1,16,2,4,1
No,45,Sales,2,4,Life Sciences,1845,Female,Sales Executive,3,Married,5154,4,2,10,3,4,8
No,26,Research & Development,7,3,Medical,1693,Male,Laboratory Technician,4,Single,2570,1,3,7,5,3,7
No,48,Sales,2,5,Marketing,595,Female,Sales Executive,4,Married,4051,2,1,14,2,3,9
No,34,Sales,3,2,Life Sciences,1779,Female,Sales Executive,4,Single,6029,5,1,6,3,3,2
Yes,34,Research & Development,7,3,Life Sciences,147,Male,Laboratory Technician,3,Single,6074,1,4,9,3,3,9
No,60,Sales,7,4,Marketing,1233,Male,Sales Executive,4,Divorced,5220,0,2,12,3,3,11
No,32,Research & Development,1,4,Technical Degree,1574,Male,Research Scientist,1,Married,4087,4,2,9,3,2,6
No,31,Research & Development,10,3,Medical,1979,Female,Research Director,3,Married,11031,4,3,13,2,4,11
No,45,Research & Development,2,2,Other,1635,Female,Manufacturing Director,4,Divorced,5770,1,1,10,3,3,10
No,53,Research & Development,13,2,Medical,250,Female,Manufacturing Director,1,Divorced,4450,1,3,5,3,3,4
No,30,Sales,10,3,Marketing,1179,Male,Sales Executive,3,Married,6578,1,1,10,3,3,10
No,29,Research & Development,3,4,Medical,564,Male,Research Director,3,Married,11935,1,3,10,2,3,10
No,39,Research & Development,7,2,Medical,444,Male,Manager,4,Married,19272,1,1,21,2,3,21
No,57,Research & Development,24,2,Life Sciences,223,Male,Healthcare Representative,4,Divorced,9439,3,2,12,2,1,5
No,51,Sales,21,4,Marketing,120,Male,Sales Executive,4,Single,5441,0,4,11,2,1,10
