id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
71510,Female,disloyal Customer,24,Business travel,Eco,1197,3,3,3,2,5,3,5,5,3,5,4,3,5,5,0,0,neutral or dissatisfied
73196,Male,disloyal Customer,36,Business travel,Eco,1258,3,3,3,2,5,3,5,5,1,5,3,4,3,5,0,11,neutral or dissatisfied
31821,Female,Loyal Customer,50,Business travel,Business,2762,3,3,3,3,5,5,5,2,4,3,3,5,2,5,0,0,satisfied
98208,Female,Loyal Customer,34,Personal Travel,Eco,327,2,0,5,4,5,5,5,5,5,3,4,4,4,5,0,0,neutral or dissatisfied
122565,Male,Loyal Customer,26,Personal Travel,Eco Plus,500,3,5,3,3,1,3,1,1,3,5,4,4,5,1,74,62,neutral or dissatisfied
77090,Female,disloyal Customer,20,Business travel,Eco,1481,4,4,4,3,5,4,1,5,5,2,4,5,4,5,5,0,satisfied
112976,Female,Loyal Customer,79,Business travel,Eco Plus,913,4,4,4,4,1,3,5,4,4,4,4,1,4,2,0,0,satisfied
105211,Male,Loyal Customer,35,Business travel,Business,377,3,3,3,3,3,4,5,4,4,4,4,4,4,5,11,0,satisfied
21477,Male,Loyal Customer,47,Business travel,Eco,164,2,1,3,1,2,2,2,2,1,1,2,1,3,2,23,23,neutral or dissatisfied
74590,Female,Loyal Customer,40,Business travel,Business,1438,4,4,4,4,3,4,5,2,2,3,2,4,2,3,0,0,satisfied
101831,Female,Loyal Customer,19,Personal Travel,Eco,1521,2,4,2,1,4,2,4,4,3,5,3,5,5,4,63,56,neutral or dissatisfied
72467,Male,Loyal Customer,54,Business travel,Business,2383,2,2,2,2,2,4,5,5,5,5,5,4,5,5,0,0,satisfied
31032,Female,Loyal Customer,66,Personal Travel,Business,775,2,4,2,4,3,4,4,4,4,2,4,2,4,4,32,27,neutral or dissatisfied
63267,Male,Loyal Customer,44,Business travel,Business,3135,5,5,5,5,2,5,5,4,4,4,4,4,4,4,0,0,satisfied
31794,Female,disloyal Customer,26,Business travel,Eco,878,3,3,3,3,3,2,2,4,1,3,5,2,4,2,0,0,neutral or dissatisfied
75970,Male,Loyal Customer,55,Business travel,Eco,297,2,1,3,1,2,2,2,2,3,1,3,3,3,2,6,7,neutral or dissatisfied
17116,Male,Loyal Customer,42,Business travel,Eco,821,2,3,3,3,2,2,2,2,4,5,2,4,1,2,0,7,neutral or dissatisfied
45406,Female,Loyal Customer,46,Business travel,Eco,649,4,5,4,4,1,4,2,4,4,4,4,1,4,2,0,0,satisfied
126592,Male,Loyal Customer,33,Business travel,Business,1337,4,4,4,4,4,4,4,4,3,2,5,3,4,4,19,1,satisfied
87562,Female,Loyal Customer,43,Business travel,Business,432,4,3,4,4,5,4,4,3,3,3,3,3,3,3,0,0,satisfied
21016,Female,Loyal Customer,29,Business travel,Business,214,1,1,1,1,5,5,3,5,1,3,5,1,4,5,106,98,satisfied
66648,Female,Loyal Customer,52,Business travel,Business,2958,5,5,5,5,4,5,5,2,2,3,2,3,2,5,0,0,satisfied
28372,Male,Loyal Customer,29,Business travel,Business,3324,1,1,5,1,5,5,5,5,5,4,3,1,2,5,0,0,satisfied
120472,Female,Loyal Customer,40,Personal Travel,Eco,337,2,4,2,3,1,2,1,1,5,3,5,3,3,1,0,0,neutral or dissatisfied
1300,Male,Loyal Customer,20,Personal Travel,Eco,247,3,4,0,2,3,0,3,3,5,4,4,3,4,3,0,0,neutral or dissatisfied
39846,Male,Loyal Customer,58,Business travel,Eco,221,4,2,2,2,4,4,4,4,1,5,1,1,3,4,0,0,satisfied
52777,Male,Loyal Customer,33,Business travel,Business,1874,4,4,3,4,2,3,2,2,5,3,4,3,5,2,25,15,satisfied
82072,Male,Loyal Customer,31,Business travel,Business,1934,3,2,2,2,3,3,3,3,2,4,3,1,3,3,0,10,neutral or dissatisfied
28404,Female,Loyal Customer,64,Personal Travel,Eco,1709,3,4,4,3,5,3,3,2,2,4,2,4,2,1,0,0,neutral or dissatisfied
61339,Female,Loyal Customer,28,Business travel,Business,602,2,2,2,2,5,5,5,5,4,5,4,5,5,5,7,20,satisfied
10404,Male,disloyal Customer,22,Business travel,Business,224,5,0,5,5,4,5,3,4,3,2,5,4,4,4,0,8,satisfied
33072,Female,Loyal Customer,47,Personal Travel,Eco,163,3,1,3,2,3,2,3,4,4,3,4,4,4,2,0,0,neutral or dissatisfied
81818,Male,Loyal Customer,41,Business travel,Business,1487,1,1,1,1,4,4,4,4,4,4,4,4,4,5,0,0,satisfied
34187,Female,Loyal Customer,27,Personal Travel,Eco,1046,1,1,1,3,5,1,5,5,3,4,2,3,2,5,30,21,neutral or dissatisfied
81079,Male,Loyal Customer,39,Business travel,Business,1968,2,1,5,5,3,3,4,2,2,2,2,3,2,2,42,31,neutral or dissatisfied
54903,Female,Loyal Customer,44,Personal Travel,Eco,934,1,5,1,4,4,5,4,1,1,1,1,5,1,5,0,4,neutral or dissatisfied
103255,Male,Loyal Customer,41,Business travel,Business,2990,1,1,1,1,3,5,4,5,5,5,5,4,5,4,0,0,satisfied
116203,Male,Loyal Customer,16,Personal Travel,Eco,333,3,5,3,1,4,3,2,4,5,2,5,5,4,4,8,3,neutral or dissatisfied
118601,Female,Loyal Customer,55,Business travel,Business,451,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0,satisfied
74171,Male,Loyal Customer,12,Personal Travel,Eco,592,4,2,4,3,3,4,3,3,2,4,4,1,4,3,0,0,satisfied
90141,Male,Loyal Customer,32,Business travel,Eco,1127,5,4,4,4,5,5,5,5,2,4,4,3,3,5,0,0,satisfied
122608,Male,Loyal Customer,38,Business travel,Business,728,3,2,2,2,1,3,2,3,3,2,3,4,3,1,28,30,neutral or dissatisfied
101119,Male,Loyal Customer,29,Business travel,Business,1730,1,2,2,2,1,1,1,1,2,1,4,1,3,1,0,0,neutral or dissatisfied
67514,Female,Loyal Customer,40,Business travel,Business,1205,1,1,1,1,2,4,4,1,1,1,1,2,1,3,2,0,neutral or dissatisfied
54692,Male,Loyal Customer,61,Business travel,Business,854,2,4,4,4,5,3,3,2,2,2,2,2,2,4,11,0,neutral or dissatisfied
66619,Male,Loyal Customer,33,Business travel,Business,802,1,1,1,1,4,4,4,4,4,5,4,4,5,4,14,4,satisfied
30421,Female,Loyal Customer,43,Business travel,Eco,1014,4,3,3,3,5,3,3,4,4,4,4,5,4,5,0,0,satisfied
5660,Male,Loyal Customer,55,Business travel,Business,299,4,4,4,4,4,5,5,4,4,4,4,4,4,4,11,8,satisfied
74434,Female,disloyal Customer,37,Business travel,Business,1464,3,3,3,3,1,3,1,1,4,5,4,4,4,1,0,0,neutral or dissatisfied
16095,Female,disloyal Customer,38,Business travel,Eco,303,3,1,3,2,4,3,2,4,3,5,2,1,2,4,23,6,neutral or dissatisfied
5787,Male,disloyal Customer,26,Business travel,Business,157,5,0,5,3,4,5,4,4,5,4,5,3,4,4,96,117,satisfied
118034,Male,Loyal Customer,56,Business travel,Business,2396,2,2,2,2,4,4,4,5,5,5,5,3,5,3,9,0,satisfied
69837,Male,disloyal Customer,27,Business travel,Eco,945,3,3,3,2,3,3,3,3,2,1,4,1,5,3,0,0,neutral or dissatisfied
74896,Male,disloyal Customer,36,Business travel,Business,2475,3,3,3,2,5,3,5,5,3,3,4,4,5,5,5,0,neutral or dissatisfied
48120,Male,Loyal Customer,38,Business travel,Business,192,0,4,0,1,1,5,1,5,5,5,5,2,5,3,0,0,satisfied
101808,Female,Loyal Customer,35,Business travel,Eco,1521,4,2,3,2,4,4,4,4,3,1,4,3,4,4,28,25,neutral or dissatisfied
18722,Female,Loyal Customer,52,Personal Travel,Eco Plus,253,3,3,3,3,4,4,4,4,4,3,4,4,4,4,84,80,neutral or dissatisfied
114186,Female,disloyal Customer,46,Business travel,Business,967,4,4,4,1,5,4,5,5,3,2,5,4,4,5,10,0,neutral or dissatisfied
52123,Male,Loyal Customer,36,Business travel,Eco Plus,438,3,1,1,1,3,3,3,3,4,5,4,4,3,3,0,9,neutral or dissatisfied
34395,Male,disloyal Customer,8,Business travel,Eco,612,2,2,2,3,5,2,5,5,3,5,3,4,4,5,0,0,neutral or dissatisfied
21982,Male,Loyal Customer,18,Personal Travel,Eco,448,2,3,2,3,5,2,5,5,4,1,2,1,4,5,0,0,neutral or dissatisfied
106652,Female,Loyal Customer,39,Business travel,Business,1590,4,4,4,4,3,5,4,5,5,4,5,4,5,3,3,0,satisfied
117647,Female,Loyal Customer,40,Business travel,Business,872,1,1,1,1,2,4,4,4,4,4,4,3,4,4,0,3,satisfied
30827,Male,Loyal Customer,30,Business travel,Business,955,1,1,1,1,5,5,5,5,2,5,2,3,4,5,0,4,satisfied
9237,Female,disloyal Customer,38,Business travel,Eco,100,1,5,1,1,5,1,5,5,2,5,3,1,4,5,60,52,neutral or dissatisfied
39459,Male,Loyal Customer,57,Personal Travel,Eco,129,2,0,2,3,5,2,5,5,5,5,4,3,5,5,0,0,neutral or dissatisfied
44603,Male,Loyal Customer,30,Business travel,Business,566,1,2,4,2,1,1,1,1,4,3,4,1,3,1,0,0,neutral or dissatisfied
129812,Male,Loyal Customer,69,Personal Travel,Eco,447,1,5,1,2,4,1,4,4,4,2,4,4,5,4,0,0,neutral or dissatisfied
99130,Male,Loyal Customer,8,Personal Travel,Eco,419,2,5,2,4,5,2,5,5,4,1,3,3,1,5,7,0,neutral or dissatisfied
35128,Male,Loyal Customer,25,Business travel,Business,3572,2,5,5,5,2,2,2,2,2,4,3,2,4,2,0,0,neutral or dissatisfied
62147,Male,Loyal Customer,60,Business travel,Business,2454,4,4,4,4,4,5,5,4,4,4,4,3,4,4,0,0,satisfied
713,Male,Loyal Customer,54,Business travel,Business,89,2,3,3,3,2,4,3,2,2,2,2,3,2,4,0,0,neutral or dissatisfied
14347,Female,Loyal Customer,29,Personal Travel,Eco,395,2,4,2,4,3,2,4,3,4,4,5,4,4,3,55,63,neutral or dissatisfied
99193,Female,Loyal Customer,29,Business travel,Business,351,1,1,1,1,4,4,4,4,4,3,5,3,4,4,0,5,satisfied
78499,Female,Loyal Customer,44,Business travel,Business,126,4,4,4,4,2,3,1,5,5,5,5,1,5,3,0,0,satisfied
70288,Male,Loyal Customer,28,Business travel,Business,852,4,4,4,4,4,4,4,4,4,2,4,3,4,4,0,0,satisfied
62191,Male,Loyal Customer,55,Business travel,Business,1065,3,3,3,3,1,4,1,4,4,4,4,2,4,3,0,0,satisfied
37058,Female,Loyal Customer,25,Business travel,Business,2192,3,1,3,3,3,3,3,3,5,1,3,2,3,3,0,0,satisfied
17593,Male,Loyal Customer,50,Personal Travel,Eco Plus,1034,4,4,4,1,3,4,3,3,3,5,5,5,4,3,2,0,satisfied
88377,Female,disloyal Customer,37,Business travel,Business,581,3,3,3,1,2,3,2,2,4,4,5,4,4,2,0,0,neutral or dissatisfied
83700,Male,Loyal Customer,58,Personal Travel,Eco,577,2,4,2,5,1,2,1,1,4,2,4,5,4,1,0,0,neutral or dissatisfied
69577,Female,Loyal Customer,70,Business travel,Business,2146,1,2,2,2,1,1,1,3,2,3,3,1,4,1,0,3,neutral or dissatisfied
63641,Female,Loyal Customer,54,Personal Travel,Eco,602,3,4,4,2,4,5,4,5,5,4,5,3,5,5,1,6,neutral or dissatisfied
15208,Male,Loyal Customer,65,Personal Travel,Business,445,3,4,3,2,2,4,5,2,2,3,2,4,2,5,0,1,neutral or dissatisfied
3828,Male,Loyal Customer,22,Business travel,Business,650,1,3,3,3,1,1,1,1,4,2,4,3,4,1,0,0,neutral or dissatisfied
128041,Male,Loyal Customer,57,Personal Travel,Eco,1440,4,4,4,4,2,4,2,2,4,2,3,3,5,2,16,36,neutral or dissatisfied
22322,Female,disloyal Customer,23,Business travel,Eco,143,5,3,5,3,4,5,1,4,5,3,3,5,3,4,0,0,satisfied
55487,Male,Loyal Customer,51,Business travel,Business,1739,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0,0,satisfied
95717,Female,disloyal Customer,37,Business travel,Business,237,2,2,2,2,2,2,2,2,3,4,5,5,4,2,0,0,neutral or dissatisfied
72390,Female,disloyal Customer,32,Business travel,Business,985,4,4,4,3,2,4,2,2,5,5,4,4,5,2,5,0,neutral or dissatisfied
11950,Female,Loyal Customer,36,Personal Travel,Eco,781,2,3,2,3,3,2,4,3,3,3,2,3,3,3,32,16,neutral or dissatisfied
23888,Female,disloyal Customer,22,Business travel,Eco,589,2,0,2,4,1,2,1,1,3,2,3,4,3,1,13,9,neutral or dissatisfied
73838,Female,Loyal Customer,29,Business travel,Business,1709,2,2,2,2,5,5,5,5,5,3,4,5,4,5,0,14,satisfied
4839,Female,Loyal Customer,42,Business travel,Business,3065,4,4,4,4,4,4,5,3,3,4,3,5,3,4,0,0,satisfied
33980,Female,disloyal Customer,24,Business travel,Eco,987,1,1,1,3,4,1,4,4,5,2,5,5,2,4,14,2,neutral or dissatisfied
62420,Female,Loyal Customer,28,Personal Travel,Eco,2457,4,4,4,2,1,4,1,1,5,5,5,4,5,1,0,0,neutral or dissatisfied
137,Female,Loyal Customer,45,Business travel,Business,227,5,5,5,5,4,4,4,4,4,4,4,4,4,4,0,16,satisfied
116382,Male,Loyal Customer,37,Personal Travel,Eco,333,3,5,5,5,1,5,1,1,5,2,5,3,4,1,0,2,neutral or dissatisfied
1845,Male,Loyal Customer,37,Personal Travel,Eco,408,3,5,3,1,3,3,3,3,5,5,3,1,3,3,0,0,neutral or dissatisfied
115813,Male,Loyal Customer,40,Business travel,Eco,417,4,1,1,1,4,4,4,4,2,3,2,5,1,4,0,0,satisfied
89291,Male,Loyal Customer,46,Business travel,Business,453,1,1,5,1,3,4,4,4,4,4,4,3,4,5,0,0,satisfied
115322,Female,Loyal Customer,42,Business travel,Eco,480,2,4,4,4,2,4,3,2,2,2,2,3,2,1,0,11,neutral or dissatisfied
60053,Male,Loyal Customer,30,Personal Travel,Eco Plus,997,4,3,4,1,5,4,4,5,1,4,4,4,3,5,1,0,neutral or dissatisfied
3444,Female,Loyal Customer,23,Personal Travel,Eco,296,4,4,4,3,4,4,4,4,1,2,3,2,4,4,55,63,neutral or dissatisfied
48504,Male,disloyal Customer,30,Business travel,Eco,737,4,4,4,3,2,4,2,2,5,1,4,1,3,2,22,,neutral or dissatisfied
75125,Female,Loyal Customer,42,Business travel,Business,1744,5,5,5,5,4,4,5,4,4,4,4,4,4,5,23,15,satisfied
29573,Male,Loyal Customer,44,Business travel,Eco,680,5,3,3,3,5,5,5,5,3,4,3,1,2,5,0,0,satisfied
4741,Female,Loyal Customer,57,Personal Travel,Eco,888,2,3,2,4,4,5,4,3,3,2,2,5,3,5,107,104,neutral or dissatisfied
104224,Male,Loyal Customer,26,Personal Travel,Eco,680,3,4,3,1,2,3,2,2,3,4,4,4,5,2,4,0,neutral or dissatisfied
5552,Female,Loyal Customer,33,Business travel,Eco Plus,404,4,4,4,4,4,4,4,4,3,4,3,2,4,4,0,0,neutral or dissatisfied
16502,Female,Loyal Customer,27,Personal Travel,Eco,246,4,2,4,4,3,4,3,3,4,2,4,2,3,3,0,0,neutral or dissatisfied
121291,Female,Loyal Customer,56,Business travel,Business,1009,5,5,5,5,2,5,4,4,4,4,4,3,4,3,0,0,satisfied
30242,Female,Loyal Customer,37,Personal Travel,Eco,896,3,2,3,4,4,3,4,4,2,5,4,1,3,4,0,7,neutral or dissatisfied
46405,Male,Loyal Customer,15,Personal Travel,Business,649,3,5,3,5,1,3,1,1,2,3,2,4,3,1,14,11,neutral or dissatisfied
8002,Male,Loyal Customer,44,Personal Travel,Business,335,1,4,1,3,4,5,5,1,1,1,1,3,1,5,0,2,neutral or dissatisfied
15657,Female,Loyal Customer,33,Business travel,Eco Plus,258,4,4,4,4,4,4,4,4,1,5,1,5,5,4,0,0,satisfied
96004,Male,Loyal Customer,58,Business travel,Business,2145,4,4,4,4,5,5,4,5,5,5,5,3,5,5,20,16,satisfied
128465,Female,Loyal Customer,16,Personal Travel,Eco,304,1,2,1,2,3,1,1,3,3,3,2,3,3,3,0,0,neutral or dissatisfied
1467,Male,Loyal Customer,49,Personal Travel,Eco,695,1,4,1,4,3,1,3,3,4,3,5,3,4,3,0,0,neutral or dissatisfied
8742,Male,disloyal Customer,35,Business travel,Business,280,1,1,1,4,2,1,2,2,1,5,4,4,4,2,4,22,neutral or dissatisfied
19492,Male,Loyal Customer,33,Business travel,Eco,508,4,5,5,5,5,5,5,5,4,2,2,2,5,5,0,0,satisfied
70348,Female,Loyal Customer,49,Personal Travel,Eco,986,0,4,0,4,2,3,4,5,5,0,1,1,5,1,0,0,satisfied
72956,Female,disloyal Customer,35,Business travel,Business,1089,1,2,2,3,2,2,3,2,5,4,5,5,4,2,2,0,neutral or dissatisfied
77425,Male,Loyal Customer,11,Personal Travel,Eco,626,3,5,4,5,3,4,3,3,4,5,1,3,4,3,0,26,neutral or dissatisfied
81845,Male,Loyal Customer,66,Personal Travel,Eco,1416,1,4,1,2,4,1,1,4,4,2,3,5,4,4,0,0,neutral or dissatisfied
30853,Female,Loyal Customer,42,Personal Travel,Eco Plus,841,3,5,3,3,4,5,5,1,1,3,1,3,1,4,15,16,neutral or dissatisfied
80338,Male,Loyal Customer,26,Business travel,Business,2139,5,5,5,5,4,4,4,4,4,4,4,3,5,4,2,0,satisfied
29015,Male,disloyal Customer,27,Business travel,Business,271,3,3,3,4,4,3,4,4,4,5,1,1,3,4,2,0,neutral or dissatisfied
42644,Male,Loyal Customer,37,Personal Travel,Eco,546,1,1,1,3,3,1,3,3,4,1,3,4,3,3,0,6,neutral or dissatisfied
101357,Female,Loyal Customer,40,Business travel,Business,1986,5,5,5,5,5,4,5,5,5,5,5,4,5,3,0,0,satisfied
67309,Female,disloyal Customer,29,Business travel,Eco Plus,985,3,3,3,3,1,3,1,1,4,3,4,1,3,1,22,28,neutral or dissatisfied
89501,Female,Loyal Customer,52,Business travel,Business,2284,4,4,4,4,1,5,5,4,4,4,4,2,4,3,0,2,satisfied
32835,Female,Loyal Customer,63,Personal Travel,Eco,163,5,4,5,3,4,5,4,2,2,5,2,4,2,5,0,0,satisfied
75733,Female,Loyal Customer,49,Business travel,Business,813,1,1,1,1,4,5,5,4,4,5,4,3,4,5,0,0,satisfied
75408,Male,disloyal Customer,21,Business travel,Eco,745,4,4,4,5,1,4,1,1,3,5,4,3,4,1,0,0,neutral or dissatisfied
63138,Male,disloyal Customer,36,Business travel,Business,447,2,2,2,2,3,2,3,3,4,2,5,3,4,3,0,0,neutral or dissatisfied
104564,Male,Loyal Customer,42,Business travel,Business,2045,4,4,4,4,4,5,5,3,3,3,3,4,3,3,0,0,satisfied
125969,Female,Loyal Customer,39,Business travel,Business,2419,5,5,4,5,4,4,4,5,5,5,5,3,5,4,0,1,satisfied
33928,Male,Loyal Customer,31,Business travel,Eco Plus,818,5,4,4,4,5,5,5,5,3,1,1,4,1,5,0,0,satisfied
147,Female,Loyal Customer,47,Business travel,Business,1946,2,1,1,1,2,2,2,4,1,4,4,2,2,2,117,136,neutral or dissatisfied
125646,Female,Loyal Customer,34,Business travel,Business,857,1,1,1,1,3,5,5,5,5,5,5,4,5,4,0,0,satisfied
63488,Female,Loyal Customer,27,Business travel,Business,3461,4,4,4,4,5,4,5,5,3,4,5,5,5,5,0,0,satisfied
98227,Male,Loyal Customer,43,Business travel,Business,1072,1,1,1,1,5,4,5,5,5,5,5,3,5,4,16,6,satisfied
4205,Female,disloyal Customer,34,Business travel,Business,888,3,3,3,1,1,3,1,1,5,5,5,3,4,1,0,16,neutral or dissatisfied
57780,Male,Loyal Customer,38,Personal Travel,Eco,2704,5,3,5,2,5,4,3,1,5,3,5,3,1,3,2,0,satisfied
43147,Male,Loyal Customer,15,Personal Travel,Eco Plus,236,3,5,3,1,4,3,4,4,4,4,5,5,4,4,0,5,neutral or dissatisfied
21268,Male,Loyal Customer,67,Personal Travel,Business,620,1,5,2,4,2,3,3,4,2,5,5,3,4,3,165,142,neutral or dissatisfied
103933,Female,Loyal Customer,30,Business travel,Business,770,2,2,2,2,5,5,5,5,4,3,5,4,4,5,0,0,satisfied
102193,Female,Loyal Customer,20,Business travel,Business,226,1,4,4,4,1,1,1,1,2,3,4,1,3,1,26,18,neutral or dissatisfied
108441,Male,Loyal Customer,56,Business travel,Business,1444,1,2,3,2,2,3,4,1,1,1,1,1,1,3,0,3,neutral or dissatisfied
122927,Male,Loyal Customer,23,Business travel,Business,2920,1,1,1,1,4,4,4,4,3,2,4,4,5,4,0,0,satisfied
40632,Female,Loyal Customer,49,Business travel,Eco Plus,391,5,3,3,3,5,1,3,5,5,5,5,3,5,2,0,0,satisfied
12216,Male,Loyal Customer,43,Business travel,Business,3200,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,2,satisfied
12379,Male,Loyal Customer,68,Business travel,Business,3744,0,4,0,5,1,1,2,4,4,2,2,5,4,5,0,0,satisfied
42830,Male,Loyal Customer,42,Business travel,Eco,328,5,3,2,3,5,5,5,5,1,2,3,4,1,5,0,0,satisfied
51397,Male,Loyal Customer,15,Personal Travel,Eco Plus,109,3,1,3,4,3,3,3,3,2,4,3,1,3,3,0,0,neutral or dissatisfied
3926,Male,Loyal Customer,44,Business travel,Business,213,4,4,4,4,4,5,4,4,4,4,4,5,4,3,5,1,satisfied
63967,Male,Loyal Customer,35,Business travel,Business,1172,3,3,3,3,3,4,5,4,4,4,4,4,4,5,0,0,satisfied
36281,Female,disloyal Customer,42,Business travel,Eco Plus,212,2,2,2,4,5,2,5,5,3,4,4,4,2,5,0,0,neutral or dissatisfied
63829,Female,Loyal Customer,48,Business travel,Business,3816,5,5,5,5,3,5,5,5,5,5,5,3,5,3,0,1,satisfied
52568,Female,disloyal Customer,33,Business travel,Eco,119,3,2,3,3,3,3,1,3,1,1,3,3,3,3,0,0,neutral or dissatisfied
74272,Male,Loyal Customer,35,Business travel,Business,2288,1,1,2,1,4,4,5,3,3,3,3,5,3,4,0,0,satisfied
24337,Female,Loyal Customer,47,Business travel,Eco,634,3,1,1,1,2,3,4,3,3,3,3,4,3,4,0,0,neutral or dissatisfied
6951,Female,Loyal Customer,9,Personal Travel,Eco,501,3,4,3,1,5,3,5,5,4,5,4,5,5,5,15,14,neutral or dissatisfied
116366,Male,Loyal Customer,9,Personal Travel,Eco,337,3,3,3,3,2,3,2,2,4,3,1,1,3,2,47,40,neutral or dissatisfied
38918,Male,disloyal Customer,35,Business travel,Eco,298,3,0,3,4,5,3,5,5,4,5,1,2,3,5,0,0,neutral or dissatisfied
48815,Male,Loyal Customer,16,Personal Travel,Business,109,2,4,2,1,1,2,1,1,4,4,4,3,5,1,0,4,neutral or dissatisfied
27401,Male,Loyal Customer,43,Business travel,Eco,679,2,4,4,4,2,2,2,2,2,4,3,2,4,2,9,0,neutral or dissatisfied
18323,Female,Loyal Customer,36,Personal Travel,Eco,715,1,5,1,4,5,1,5,5,4,5,3,2,4,5,114,103,neutral or dissatisfied
126381,Male,Loyal Customer,19,Personal Travel,Eco,328,2,0,2,1,3,2,1,3,3,5,5,5,5,3,0,0,neutral or dissatisfied
11657,Male,Loyal Customer,24,Personal Travel,Eco,837,1,5,1,3,4,1,4,4,3,1,4,2,5,4,27,23,neutral or dissatisfied
58629,Male,Loyal Customer,41,Business travel,Business,867,2,2,3,2,5,5,5,4,4,4,4,4,4,4,0,0,satisfied
33947,Female,Loyal Customer,21,Personal Travel,Eco,1072,5,4,5,2,3,5,3,3,4,4,5,5,4,3,0,0,satisfied
67978,Female,Loyal Customer,39,Business travel,Business,3235,2,2,2,2,2,5,4,5,5,4,5,5,5,5,11,0,satisfied
35616,Female,Loyal Customer,37,Personal Travel,Eco Plus,1035,3,5,3,2,4,3,4,4,5,5,5,5,4,4,0,21,neutral or dissatisfied
26975,Male,Loyal Customer,53,Business travel,Eco,867,3,2,5,2,3,3,3,3,4,3,4,1,1,3,0,15,satisfied
118269,Female,Loyal Customer,24,Business travel,Business,2480,1,1,1,1,4,4,4,4,4,3,5,3,5,4,3,0,satisfied
24320,Male,Loyal Customer,44,Business travel,Business,1048,4,4,4,4,4,4,2,3,3,3,3,2,3,1,0,0,satisfied
11489,Female,Loyal Customer,24,Personal Travel,Eco Plus,312,1,4,4,4,3,4,3,3,5,5,4,5,4,3,0,0,neutral or dissatisfied
10560,Male,Loyal Customer,47,Business travel,Business,3672,4,2,2,2,5,4,3,4,4,4,4,3,4,2,0,0,neutral or dissatisfied
123690,Male,disloyal Customer,16,Business travel,Eco,214,2,4,1,3,4,1,4,4,1,5,4,4,4,4,14,24,neutral or dissatisfied
109307,Female,Loyal Customer,53,Business travel,Business,2734,1,1,4,1,5,4,5,4,4,4,4,5,4,3,54,33,satisfied
69687,Female,disloyal Customer,23,Business travel,Eco,169,1,2,1,4,1,1,4,1,3,5,3,3,4,1,0,0,neutral or dissatisfied
89927,Male,disloyal Customer,36,Business travel,Business,1087,2,1,1,5,3,1,3,3,5,3,4,3,4,3,0,0,neutral or dissatisfied
29062,Male,Loyal Customer,70,Personal Travel,Eco,954,4,5,4,5,1,4,4,1,1,1,1,5,3,1,0,0,neutral or dissatisfied
83523,Female,Loyal Customer,27,Personal Travel,Eco,946,3,4,3,2,3,3,3,3,1,2,4,4,4,3,0,26,neutral or dissatisfied
125923,Female,Loyal Customer,53,Personal Travel,Eco,861,4,4,4,3,4,4,4,3,3,4,3,5,3,5,20,5,neutral or dissatisfied
90726,Female,disloyal Customer,23,Business travel,Business,404,5,4,5,3,4,5,4,4,4,4,5,3,5,4,0,0,satisfied
293,Male,Loyal Customer,52,Business travel,Business,1517,2,4,4,4,5,3,3,2,2,1,2,1,2,2,43,17,neutral or dissatisfied
90428,Female,disloyal Customer,36,Business travel,Business,404,2,2,2,2,1,2,1,1,4,3,5,4,4,1,6,15,neutral or dissatisfied
8095,Male,Loyal Customer,38,Business travel,Business,402,4,4,4,4,4,4,5,3,3,3,3,5,3,4,0,9,satisfied
124934,Female,Loyal Customer,45,Personal Travel,Eco,728,2,3,2,4,2,4,1,5,5,2,5,4,5,3,16,27,neutral or dissatisfied
7312,Male,Loyal Customer,51,Business travel,Eco Plus,135,3,5,5,5,3,3,3,3,2,2,1,4,2,3,0,18,neutral or dissatisfied
57118,Male,Loyal Customer,51,Business travel,Eco,1222,1,4,4,4,1,1,1,3,1,2,2,1,1,1,151,127,neutral or dissatisfied
125121,Male,Loyal Customer,16,Personal Travel,Eco,361,3,5,3,5,5,3,4,5,3,3,5,3,5,5,0,0,neutral or dissatisfied
2368,Male,Loyal Customer,12,Personal Travel,Eco,925,3,1,3,4,4,3,4,4,4,2,3,1,3,4,0,19,neutral or dissatisfied
81133,Male,Loyal Customer,70,Personal Travel,Eco,991,0,4,0,5,2,0,2,2,3,2,4,4,4,2,0,0,satisfied
83146,Female,Loyal Customer,65,Personal Travel,Eco,957,3,4,3,3,4,4,4,4,4,3,4,2,4,2,0,0,neutral or dissatisfied
122671,Male,Loyal Customer,46,Business travel,Business,2453,1,1,1,1,3,5,5,4,4,4,4,5,4,4,0,0,satisfied
30504,Female,Loyal Customer,33,Personal Travel,Eco,373,2,5,2,3,5,2,5,5,4,3,4,5,5,5,55,94,neutral or dissatisfied
62004,Male,Loyal Customer,51,Business travel,Business,2586,4,4,4,4,2,4,5,5,5,5,5,3,5,5,0,0,satisfied
106864,Female,Loyal Customer,27,Business travel,Business,3183,1,1,1,1,4,4,4,4,3,5,4,4,4,4,0,0,satisfied
27120,Male,Loyal Customer,33,Business travel,Business,2701,3,3,3,3,5,5,5,5,4,5,5,2,5,5,0,,satisfied
