Attrition,Age,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
0,38,Sales,3,4,Life Sciences,Male,Sales Executive,4,Single,6861,8,3,19,1,3,1
1,29,Research & Development,14,1,Other,Female,Healthcare Representative,4,Single,7553,0,1,9,1,3,8
0,41,Sales,6,3,Life Sciences,Female,Manager,4,Single,13591,3,3,16,3,3,1
0,37,Research & Development,19,3,Life Sciences,Male,Manufacturing Director,3,Married,5768,3,1,9,2,2,4
0,25,Research & Development,7,1,Medical,Male,Research Scientist,4,Married,2889,1,3,2,2,3,2
0,37,Sales,9,4,Medical,Male,Sales Executive,2,Divorced,8834,1,4,9,6,3,9
0,51,Human Resources,5,3,Life Sciences,Male,Manager,2,Divorced,14026,1,2,33,2,3,33
0,42,Research & Development,2,1,Life Sciences,Male,Manager,3,Married,17861,0,4,21,3,2,20
0,24,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,2,Divorced,2694,1,3,1,4,3,1
0,33,Research & Development,2,3,Medical,Male,Laboratory Technician,4,Single,2496,4,4,7,3,3,1
0,34,Sales,14,3,Technical Degree,Female,Sales Representative,3,Divorced,2579,1,4,8,3,3,8
0,40,Research & Development,4,1,Medical,Female,Manager,3,Married,19033,1,2,21,2,3,20
0,32,Research & Development,15,4,Medical,Female,Healthcare Representative,4,Divorced,6667,5,2,9,6,3,5
0,35,Research & Development,2,3,Medical,Female,Laboratory Technician,2,Single,4425,5,4,10,5,3,6
0,35,Research & Development,11,4,Medical,Male,Laboratory Technician,3,Married,2660,7,3,5,3,3,2
0,27,Sales,23,1,Medical,Female,Sales Representative,3,Married,3540,1,4,9,5,3,9
0,42,Research & Development,2,3,Medical,Female,Laboratory Technician,1,Divorced,2593,0,3,10,4,3,9
0,35,Research & Development,2,2,Medical,Male,Manufacturing Director,4,Divorced,5762,2,3,15,6,3,7
0,29,Research & Development,7,3,Life Sciences,Male,Healthcare Representative,4,Divorced,6623,1,2,6,2,3,6
0,35,Research & Development,4,4,Life Sciences,Male,Research Scientist,3,Single,4249,1,2,9,3,3,9
0,55,Research & Development,20,2,Technical Degree,Male,Laboratory Technician,4,Married,5415,3,4,12,4,3,10
0,33,Sales,5,1,Life Sciences,Male,Sales Executive,4,Married,9998,6,1,8,2,4,5
0,44,Research & Development,20,3,Life Sciences,Male,Research Scientist,2,Single,3420,1,3,6,3,2,5
0,45,Research & Development,10,2,Life Sciences,Male,Research Scientist,4,Married,2654,3,4,8,3,2,2
0,55,Research & Development,4,4,Life Sciences,Male,Healthcare Representative,3,Married,4035,0,2,4,2,3,3
1,33,Research & Development,14,3,Medical,Male,Laboratory Technician,4,Married,2436,5,3,8,2,1,5
0,51,Research & Development,2,3,Medical,Male,Manufacturing Director,2,Divorced,5482,5,4,13,3,3,4
0,41,Research & Development,1,3,Life Sciences,Male,Research Scientist,4,Married,2782,3,1,12,3,3,5
0,55,Research & Development,2,1,Life Sciences,Male,Manufacturing Director,2,Married,10976,3,2,23,4,3,3
0,48,Sales,29,1,Medical,Female,Manager,3,Married,12504,3,2,15,3,1,0
0,41,Sales,2,5,Life Sciences,Female,Manager,1,Married,16595,7,2,22,2,3,18
0,41,Research & Development,5,3,Life Sciences,Male,Healthcare Representative,2,Single,6870,3,1,11,3,1,3
0,26,Research & Development,6,3,Other,Male,Laboratory Technician,4,Married,2544,0,1,8,3,3,7
0,34,Research & Development,7,4,Medical,Male,Research Scientist,4,Single,2972,1,3,1,4,1,1
0,29,Research & Development,10,3,Life Sciences,Female,Research Scientist,2,Divorced,3291,0,4,8,2,2,7
0,49,Research & Development,22,4,Other,Female,Research Director,2,Married,16413,3,2,27,2,3,4
0,55,Research & Development,22,3,Technical Degree,Male,Research Scientist,2,Divorced,3537,5,4,8,1,3,4
0,26,Research & Development,6,3,Other,Female,Research Scientist,2,Married,2368,1,3,5,3,2,5
0,48,Sales,7,3,Marketing,Male,Sales Executive,1,Divorced,5486,4,1,15,3,3,2
1,32,Sales,1,2,Life Sciences,Male,Sales Executive,2,Single,6735,6,2,10,2,3,0
0,34,Research & Development,2,4,Medical,Female,Research Scientist,1,Single,4381,1,3,6,3,3,6
0,29,Research & Development,8,1,Other,Female,Healthcare Representative,1,Married,9715,3,3,9,3,3,7
1,19,Sales,22,1,Marketing,Male,Sales Representative,3,Single,1675,1,4,0,2,2,0
0,37,Research & Development,25,2,Medical,Female,Healthcare Representative,4,Divorced,5731,7,3,9,2,3,6
0,38,Research & Development,10,3,Medical,Female,Healthcare Representative,3,Married,9824,3,3,18,4,3,1
0,42,Research & Development,3,3,Life Sciences,Female,Laboratory Technician,4,Married,5231,2,2,17,1,2,5
0,39,Human Resources,2,3,Life Sciences,Female,Human Resources,4,Married,5204,8,3,13,2,3,5
0,34,Research & Development,26,1,Technical Degree,Female,Research Scientist,3,Divorced,2029,1,3,5,2,3,5
0,27,Research & Development,1,2,Medical,Male,Laboratory Technician,2,Divorced,3816,1,2,5,2,3,5
0,40,Sales,2,4,Life Sciences,Female,Manager,3,Married,18041,0,4,21,2,3,20
0,36,Research & Development,12,4,Life Sciences,Female,Manufacturing Director,3,Married,4663,9,2,7,2,3,3
0,48,Sales,2,1,Marketing,Male,Sales Executive,2,Married,8120,3,4,12,3,3,2
0,33,Research & Development,25,3,Life Sciences,Male,Manufacturing Director,2,Single,4320,1,4,5,2,3,5
0,33,Sales,2,4,Medical,Male,Sales Executive,4,Divorced,5505,1,3,6,5,3,6
0,29,Sales,2,2,Life Sciences,Male,Sales Executive,4,Single,4554,1,1,10,3,2,10
0,38,Research & Development,2,3,Life Sciences,Male,Research Scientist,4,Single,3944,5,3,6,3,3,3
0,29,Research & Development,7,1,Medical,Female,Laboratory Technician,4,Divorced,2532,6,3,8,5,3,4
0,34,Sales,23,4,Marketing,Male,Sales Executive,3,Single,4568,0,3,10,2,3,9
0,38,Research & Development,1,1,Life Sciences,Female,Research Scientist,1,Single,2619,3,4,8,3,2,0
0,47,Sales,14,4,Marketing,Male,Sales Executive,1,Single,4960,2,4,20,2,3,7
0,34,Sales,1,3,Technical Degree,Male,Sales Executive,3,Married,7083,1,4,10,3,3,10
0,53,Research & Development,23,4,Life Sciences,Female,Research Director,4,Single,14275,6,3,33,0,3,12
0,34,Research & Development,2,4,Life Sciences,Male,Research Scientist,3,Divorced,2768,3,3,14,3,3,7
0,26,Sales,5,3,Other,Female,Sales Representative,3,Single,2966,0,4,5,2,3,4
0,59,Human Resources,2,4,Human Resources,Female,Manager,4,Married,18844,9,4,30,3,3,3
0,46,Research & Development,2,3,Life Sciences,Male,Research Director,3,Married,17861,6,3,26,2,1,3
0,33,Research & Development,4,4,Medical,Female,Research Scientist,2,Married,2622,6,4,7,3,3,3
0,47,Research & Development,2,2,Medical,Female,Manufacturing Director,4,Divorced,5070,5,3,20,2,3,5
0,55,Research & Development,2,1,Medical,Male,Manager,1,Single,16756,7,2,31,3,4,9
1,52,Sales,5,3,Life Sciences,Male,Sales Executive,2,Single,8446,9,3,10,2,2,8
0,32,Research & Development,2,1,Technical Degree,Male,Laboratory Technician,1,Single,2176,4,4,9,5,3,6
0,31,Research & Development,12,3,Medical,Female,Healthcare Representative,4,Married,5855,0,3,10,2,1,9
0,34,Human Resources,3,2,Human Resources,Male,Human Resources,4,Married,3737,0,3,4,1,1,3
0,29,Sales,20,2,Marketing,Male,Sales Executive,4,Divorced,6931,2,4,10,2,3,3
0,44,Research & Development,7,4,Medical,Female,Healthcare Representative,4,Married,10248,3,4,24,4,3,22
0,20,Sales,2,3,Medical,Female,Sales Representative,3,Single,2783,1,1,2,3,3,2
0,39,Sales,2,5,Life Sciences,Male,Sales Executive,3,Single,7880,0,4,9,3,3,8
0,29,Research & Development,28,4,Life Sciences,Female,Research Scientist,4,Divorced,2514,4,1,11,1,3,7
1,23,Sales,9,3,Marketing,Male,Sales Representative,1,Married,1790,1,1,1,3,2,1
0,35,Sales,1,5,Marketing,Male,Sales Executive,2,Married,7295,1,1,10,3,3,10
0,41,Sales,1,3,Marketing,Male,Sales Executive,1,Married,8392,1,3,10,2,3,10
0,39,Research & Development,18,2,Life Sciences,Male,Manufacturing Director,3,Single,4534,0,1,9,6,3,8
0,36,Sales,2,2,Medical,Male,Sales Executive,3,Married,7596,1,2,10,2,3,10
0,30,Research & Development,9,2,Medical,Female,Manufacturing Director,3,Single,4695,7,3,10,3,3,8
0,27,Research & Development,1,1,Technical Degree,Male,Manufacturing Director,1,Married,4298,5,3,6,1,3,2
0,44,Human Resources,1,3,Life Sciences,Female,Human Resources,4,Divorced,3195,4,1,8,2,3,2
0,47,Sales,2,4,Life Sciences,Female,Sales Representative,4,Single,3294,1,1,3,3,2,3
0,37,Sales,19,2,Medical,Male,Sales Executive,2,Single,7642,1,4,10,2,3,10
0,37,Sales,10,4,Life Sciences,Female,Sales Executive,4,Divorced,6694,2,3,8,5,3,1
0,26,Sales,28,2,Marketing,Male,Sales Executive,2,Married,6272,1,4,6,5,4,5
0,30,Research & Development,7,3,Technical Degree,Male,Research Scientist,3,Divorced,1274,1,2,1,2,2,1
0,25,Research & Development,2,1,Life Sciences,Male,Manufacturing Director,3,Divorced,5206,1,3,7,6,3,7
0,37,Research & Development,6,3,Medical,Male,Research Scientist,1,Divorced,5974,4,1,13,2,3,7
0,33,Research & Development,8,4,Life Sciences,Male,Research Scientist,1,Married,3143,6,2,14,1,3,10
0,38,Sales,16,3,Life Sciences,Female,Sales Executive,2,Single,4198,2,2,8,5,4,3
0,41,Sales,2,4,Life Sciences,Male,Manager,2,Single,16015,1,2,22,2,3,22
0,43,Sales,15,3,Life Sciences,Male,Sales Executive,4,Married,6804,3,3,7,5,3,2
0,37,Research & Development,10,4,Life Sciences,Male,Manufacturing Director,2,Single,4197,2,4,18,2,2,1
0,31,Research & Development,12,1,Medical,Female,Research Scientist,4,Married,3929,8,3,7,0,3,4
0,38,Human Resources,1,3,Human Resources,Male,Human Resources,3,Married,2844,1,4,7,2,4,7
0,37,Human Resources,8,2,Other,Male,Human Resources,2,Divorced,4071,2,3,19,4,2,10
0,45,Sales,2,3,Other,Male,Sales Executive,2,Married,4805,0,2,9,3,4,8
0,33,Sales,2,3,Marketing,Female,Sales Executive,2,Single,5147,8,4,13,2,2,11
0,56,Human Resources,8,4,Life Sciences,Male,Manager,2,Single,19717,6,1,36,4,3,7
0,40,Research & Development,16,4,Medical,Male,Laboratory Technician,3,Single,5094,6,4,10,6,3,1
0,39,Sales,6,3,Medical,Male,Sales Executive,3,Married,8237,2,1,11,3,3,7
0,31,Research & Development,3,2,Medical,Male,Research Scientist,1,Divorced,3065,1,4,4,3,4,4
0,35,Research & Development,1,4,Life Sciences,Female,Research Scientist,3,Single,2506,3,3,7,0,3,2
0,31,Sales,7,4,Life Sciences,Male,Sales Representative,3,Married,2329,3,2,13,2,4,7
1,21,Sales,12,3,Life Sciences,Female,Sales Representative,2,Single,2716,1,4,1,0,3,1
0,37,Research & Development,10,2,Life Sciences,Male,Research Scientist,4,Single,4680,3,1,4,2,3,1
0,34,Research & Development,3,1,Life Sciences,Male,Healthcare Representative,4,Single,7756,0,3,7,1,2,6
0,47,Research & Development,9,4,Life Sciences,Female,Laboratory Technician,3,Single,2105,4,3,7,2,3,2
0,50,Research & Development,29,4,Life Sciences,Male,Manager,3,Married,17046,0,2,28,2,3,27
0,40,Sales,9,2,Medical,Male,Sales Executive,1,Married,5473,0,4,9,5,4,8
0,49,Research & Development,7,4,Life Sciences,Male,Healthcare Representative,2,Divorced,10466,3,2,29,3,3,8
0,46,Research & Development,2,4,Medical,Male,Research Director,4,Divorced,19328,7,3,24,3,3,2
0,50,Sales,9,3,Marketing,Male,Manager,3,Married,19331,4,3,27,2,3,1
0,34,Research & Development,15,3,Medical,Male,Research Director,1,Divorced,17007,7,4,16,3,2,14
0,28,Sales,5,3,Medical,Male,Sales Executive,1,Single,8463,0,4,6,4,3,5
0,51,Research & Development,6,3,Life Sciences,Male,Research Director,3,Single,19537,7,3,23,5,3,20
0,35,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,3,Married,1281,1,3,1,3,3,1
0,29,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,1,Single,2062,3,2,11,2,3,3
0,40,Research & Development,26,2,Medical,Female,Research Scientist,4,Married,4422,3,4,16,3,1,1
0,49,Research & Development,2,1,Life Sciences,Male,Research Director,4,Married,19161,3,4,28,3,3,5
0,50,Research & Development,2,3,Medical,Female,Manager,1,Married,17856,2,3,32,3,3,2
0,59,Research & Development,18,4,Medical,Male,Manufacturing Director,4,Single,10512,6,4,25,6,2,9
1,18,Sales,3,2,Medical,Female,Sales Representative,4,Single,1569,1,3,0,2,4,0
0,28,Research & Development,17,2,Medical,Male,Laboratory Technician,1,Divorced,4558,1,4,10,2,3,10
0,30,Sales,7,1,Marketing,Male,Sales Representative,2,Single,2983,0,1,4,3,3,3
0,32,Research & Development,2,4,Medical,Female,Research Scientist,4,Single,5055,7,3,10,0,2,7
1,41,Sales,1,2,Life Sciences,Female,Sales Executive,4,Single,5993,8,1,8,0,1,6
0,31,Research & Development,1,1,Life Sciences,Female,Manufacturing Director,1,Married,4148,1,3,4,1,3,4
1,52,Research & Development,8,4,Medical,Male,Research Scientist,2,Married,4941,2,1,11,3,2,8
0,44,Sales,28,3,Medical,Female,Sales Executive,4,Married,13320,3,3,23,2,3,12
0,33,Research & Development,1,4,Other,Female,Healthcare Representative,2,Married,5488,1,1,6,2,3,6
1,24,Research & Development,7,3,Life Sciences,Female,Laboratory Technician,3,Married,2886,1,4,6,4,3,6
0,38,Research & Development,2,2,Medical,Female,Laboratory Technician,2,Married,2468,4,2,9,4,2,6
0,30,Sales,15,2,Marketing,Male,Sales Executive,1,Divorced,7140,2,1,12,2,3,7
0,38,Research & Development,6,4,Life Sciences,Male,Manufacturing Director,3,Married,5321,2,4,10,1,3,8
1,41,Research & Development,5,2,Life Sciences,Male,Research Scientist,1,Divorced,2107,6,1,5,2,1,1
0,48,Research & Development,4,4,Life Sciences,Male,Healthcare Representative,3,Single,10999,7,2,27,3,3,15
0,45,Sales,4,2,Life Sciences,Female,Sales Executive,1,Divorced,5006,4,1,9,3,4,5
0,35,Research & Development,8,1,Life Sciences,Male,Laboratory Technician,4,Married,2269,1,4,1,2,3,1
0,35,Sales,18,5,Life Sciences,Male,Sales Executive,1,Married,9069,1,4,9,3,2,9
0,41,Sales,6,3,Marketing,Male,Sales Executive,3,Single,9241,1,2,10,3,3,10
0,25,Sales,3,1,Other,Male,Sales Executive,1,Married,4194,1,4,5,3,3,5
0,22,Research & Development,1,2,Life Sciences,Male,Manufacturing Director,4,Married,4775,6,1,4,2,1,2
1,19,Human Resources,2,2,Technical Degree,Male,Human Resources,4,Single,2564,1,3,1,3,4,1
0,55,Research & Development,18,4,Medical,Male,Healthcare Representative,2,Married,6385,3,4,17,3,3,8
0,27,Research & Development,4,2,Life Sciences,Male,Research Scientist,3,Divorced,2517,1,2,5,2,3,5
0,24,Research & Development,11,2,Other,Female,Manufacturing Director,3,Divorced,4011,0,4,5,5,2,4
0,49,Research & Development,18,4,Life Sciences,Male,Manufacturing Director,4,Divorced,6804,1,1,7,0,3,7
0,34,Sales,8,2,Life Sciences,Female,Sales Executive,1,Married,6500,5,2,6,1,3,3
0,32,Sales,7,5,Marketing,Male,Sales Executive,4,Married,9204,4,3,7,3,2,4
0,32,Sales,10,3,Marketing,Male,Sales Executive,4,Single,5396,1,4,10,2,2,10
0,30,Research & Development,24,1,Life Sciences,Male,Laboratory Technician,3,Divorced,2693,1,2,1,2,3,1
0,30,Sales,7,4,Marketing,Female,Sales Executive,1,Divorced,4779,7,2,8,3,3,3
0,20,Sales,9,1,Life Sciences,Male,Sales Representative,1,Single,2728,1,1,2,3,3,2
0,34,Research & Development,1,2,Medical,Male,Manufacturing Director,2,Married,4325,1,3,5,2,3,5
0,44,Research & Development,4,3,Medical,Male,Healthcare Representative,2,Single,5933,9,4,10,2,2,5
0,28,Research & Development,16,3,Medical,Male,Research Scientist,3,Single,2144,1,3,5,3,2,5
0,26,Research & Development,2,2,Medical,Male,Manufacturing Director,4,Married,5472,1,2,8,2,3,8
0,47,Research & Development,2,4,Medical,Female,Research Director,3,Married,17169,3,2,26,2,4,20
0,37,Research & Development,11,3,Medical,Female,Laboratory Technician,3,Single,3629,4,1,8,6,3,3
0,42,Research & Development,2,3,Life Sciences,Male,Manager,3,Married,18880,5,1,24,2,2,22
0,43,Research & Development,27,3,Life Sciences,Female,Manufacturing Director,1,Married,10820,8,3,18,1,3,8
0,49,Research & Development,20,4,Medical,Female,Manufacturing Director,1,Married,6567,1,3,16,2,2,15
0,42,Research & Development,1,4,Life Sciences,Female,Laboratory Technician,1,Divorced,2576,3,2,8,5,3,5
0,36,Sales,11,2,Technical Degree,Female,Sales Executive,4,Married,9738,0,3,10,6,3,9
0,29,Research & Development,15,3,Life Sciences,Male,Research Scientist,4,Single,2340,1,1,6,1,3,6
0,38,Sales,1,3,Life Sciences,Male,Sales Representative,1,Single,2858,4,1,20,3,2,1
0,35,Research & Development,22,3,Life Sciences,Male,Laboratory Technician,3,Single,4230,0,3,6,2,3,5
0,33,Sales,25,3,Medical,Female,Sales Executive,3,Married,4539,1,1,10,3,2,10
0,44,Research & Development,1,3,Medical,Male,Research Scientist,4,Single,2436,6,3,6,2,3,4
0,28,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,4,Married,3867,1,2,2,2,3,2
0,53,Sales,1,1,Medical,Female,Sales Executive,1,Single,8381,7,4,18,2,4,14
1,34,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Married,5346,4,3,11,3,2,7
0,35,Research & Development,16,3,Medical,Male,Laboratory Technician,2,Married,2426,0,3,6,5,3,5
1,29,Sales,27,3,Marketing,Female,Sales Executive,4,Married,7639,1,4,10,3,2,10
1,28,Research & Development,2,4,Medical,Male,Research Scientist,3,Single,4382,6,4,5,3,2,2
0,30,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,4,Married,2097,4,3,9,3,1,5
0,26,Research & Development,23,3,Life Sciences,Female,Research Scientist,4,Divorced,2886,1,2,3,3,1,3
0,44,Research & Development,4,2,Life Sciences,Male,Manager,1,Divorced,19190,1,4,26,4,2,25
0,55,Research & Development,8,3,Medical,Female,Manager,3,Divorced,14756,2,3,21,2,3,5
0,29,Research & Development,2,3,Life Sciences,Male,Research Scientist,2,Married,2703,0,4,6,3,3,5
0,43,Research & Development,27,3,Technical Degree,Male,Laboratory Technician,2,Divorced,4876,5,3,8,0,3,6
0,35,Research & Development,18,5,Life Sciences,Male,Research Scientist,1,Married,5208,1,4,16,2,3,16
0,42,Sales,26,3,Marketing,Female,Sales Executive,2,Married,13525,5,4,23,2,4,20
0,33,Research & Development,5,3,Life Sciences,Male,Healthcare Representative,4,Divorced,7119,4,3,9,2,3,3
0,37,Sales,9,2,Marketing,Male,Sales Executive,2,Married,4189,1,1,5,2,3,5
0,26,Research & Development,7,3,Medical,Male,Laboratory Technician,4,Single,2570,1,3,7,5,3,7
0,44,Research & Development,8,4,Life Sciences,Male,Laboratory Technician,4,Married,2818,2,3,10,2,2,3
0,48,Research & Development,1,3,Life Sciences,Male,Research Director,4,Single,18265,6,3,25,3,4,1
0,47,Research & Development,2,2,Other,Female,Manager,4,Married,16752,1,3,26,3,2,26
1,24,Human Resources,22,1,Human Resources,Male,Human Resources,3,Married,1555,1,3,1,2,3,1
0,36,Research & Development,9,2,Medical,Male,Manufacturing Director,2,Divorced,8847,2,3,13,2,3,3
0,38,Research & Development,8,3,Medical,Female,Research Scientist,2,Divorced,2133,1,3,20,3,3,20
0,29,Research & Development,27,3,Medical,Female,Healthcare Representative,3,Married,4335,4,1,11,3,2,8
0,38,Research & Development,6,2,Other,Female,Laboratory Technician,3,Married,3702,1,2,5,3,3,5
0,55,Research & Development,14,4,Medical,Male,Research Director,2,Single,18722,8,4,36,3,3,24
1,31,Research & Development,15,3,Medical,Male,Laboratory Technician,3,Married,2610,1,3,2,5,2,2
0,31,Research & Development,20,3,Life Sciences,Male,Laboratory Technician,3,Divorced,4197,1,1,10,2,3,10
0,42,Sales,8,4,Marketing,Male,Sales Executive,2,Married,6825,0,4,10,2,3,9
0,39,Sales,4,4,Life Sciences,Female,Sales Executive,3,Married,5902,4,3,17,1,4,15
0,35,Research & Development,2,4,Medical,Male,Research Scientist,4,Single,4930,0,3,6,2,4,5
0,53,Sales,2,4,Life Sciences,Female,Manager,4,Married,15427,2,3,31,3,3,25
0,22,Research & Development,1,2,Life Sciences,Male,Research Scientist,3,Single,3375,0,4,4,2,4,3
0,34,Sales,3,2,Life Sciences,Female,Sales Executive,4,Single,6029,5,1,6,3,3,2
0,54,Research & Development,9,2,Life Sciences,Female,Research Scientist,3,Married,2897,3,3,9,6,2,4
1,34,Sales,24,4,Medical,Female,Sales Executive,2,Single,4599,0,3,16,2,4,15
1,21,Sales,7,1,Marketing,Male,Sales Representative,2,Single,2679,1,2,1,3,3,1
0,31,Sales,6,4,Medical,Male,Sales Executive,4,Divorced,5460,4,4,13,4,4,7
0,46,Research & Development,2,2,Life Sciences,Male,Manufacturing Director,4,Divorced,8578,3,3,12,4,2,9
0,34,Research & Development,1,4,Other,Male,Research Scientist,1,Divorced,2996,5,3,10,2,3,4
0,49,Research & Development,18,4,Life Sciences,Male,Research Director,3,Divorced,19502,1,3,31,5,3,31
0,26,Sales,29,2,Medical,Male,Sales Executive,3,Divorced,4306,5,1,8,5,3,0
0,24,Sales,10,4,Marketing,Female,Sales Executive,3,Divorced,4260,1,4,5,2,4,5
0,28,Research & Development,3,3,Medical,Female,Manufacturing Director,2,Divorced,7655,0,2,10,3,2,9
0,39,Research & Development,9,3,Life Sciences,Male,Manager,4,Single,19431,2,3,21,3,2,6
0,40,Research & Development,1,4,Life Sciences,Male,Healthcare Representative,2,Married,13503,1,4,22,3,2,22
0,41,Research & Development,14,3,Life Sciences,Male,Research Scientist,3,Divorced,2451,4,1,13,2,3,9
0,38,Research & Development,17,1,Life Sciences,Female,Healthcare Representative,3,Married,8823,0,1,20,4,2,19
1,19,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,4,Single,1102,1,3,1,3,2,1
0,58,Sales,2,3,Medical,Male,Manager,2,Divorced,16291,4,4,37,0,2,16
0,34,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,2,Married,3294,5,1,7,2,2,5
0,51,Research & Development,7,4,Medical,Male,Manufacturing Director,3,Married,6132,2,3,10,2,3,1
0,30,Sales,27,5,Marketing,Male,Sales Executive,4,Divorced,5304,7,4,10,2,2,8
0,33,Research & Development,13,1,Life Sciences,Female,Research Scientist,4,Single,3452,3,1,5,4,3,3
0,33,Research & Development,15,2,Medical,Female,Healthcare Representative,4,Married,4878,0,1,10,6,3,9
0,41,Research & Development,6,3,Medical,Male,Laboratory Technician,1,Single,4721,2,3,20,3,3,18
0,25,Sales,26,1,Medical,Female,Sales Executive,4,Single,6180,1,2,6,5,2,6
0,44,Research & Development,2,3,Life Sciences,Female,Healthcare Representative,4,Married,7879,1,2,9,2,3,8
0,41,Research & Development,22,3,Life Sciences,Female,Research Scientist,4,Divorced,5467,3,1,12,4,2,6
0,28,Human Resources,8,2,Medical,Male,Human Resources,4,Divorced,4936,1,4,6,6,3,5
0,23,Research & Development,26,1,Life Sciences,Male,Research Scientist,4,Divorced,2904,1,3,4,2,2,4
0,34,Research & Development,8,5,Life Sciences,Female,Manufacturing Director,1,Divorced,5121,3,3,7,3,3,0
0,30,Research & Development,1,1,Life Sciences,Male,Manufacturing Director,3,Single,8474,1,3,12,2,3,11
0,46,Research & Development,7,4,Medical,Female,Manufacturing Director,3,Married,5258,2,3,7,2,4,1
0,38,Research & Development,9,2,Life Sciences,Male,Research Scientist,4,Divorced,4771,2,4,10,0,4,5
0,33,Sales,8,4,Life Sciences,Male,Sales Executive,1,Married,6392,2,4,8,6,1,2
0,42,Human Resources,2,5,Medical,Male,Human Resources,1,Married,6272,7,1,10,3,4,4
0,38,Research & Development,2,2,Life Sciences,Male,Laboratory Technician,4,Married,1702,1,3,1,3,3,1
0,42,Research & Development,29,3,Life Sciences,Male,Manufacturing Director,2,Married,4434,1,4,10,3,2,9
1,31,Sales,1,3,Life Sciences,Female,Sales Representative,2,Single,2302,1,1,3,2,4,3
0,38,Human Resources,2,3,Human Resources,Male,Human Resources,2,Divorced,2592,5,4,13,3,3,11
0,40,Sales,5,4,Life Sciences,Male,Sales Executive,1,Married,10475,5,3,20,2,3,18
0,18,Sales,10,3,Medical,Female,Sales Representative,3,Single,1200,1,1,0,2,3,0
0,29,Sales,20,3,Technical Degree,Female,Sales Representative,4,Married,2157,1,2,3,5,3,3
0,31,Research & Development,7,4,Life Sciences,Male,Laboratory Technician,4,Divorced,5915,3,4,10,3,2,7
0,37,Research & Development,10,3,Medical,Female,Research Scientist,2,Married,3936,1,1,8,2,1,8
0,35,Research & Development,5,4,Technical Degree,Male,Manufacturing Director,2,Single,8095,0,4,17,5,3,16
0,45,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,1,Divorced,5210,1,1,24,2,3,24
1,36,Research & Development,16,4,Life Sciences,Female,Laboratory Technician,1,Single,2743,1,3,18,1,3,17
0,27,Research & Development,16,4,Technical Degree,Female,Laboratory Technician,2,Married,2811,9,2,4,2,3,2
0,47,Research & Development,14,4,Technical Degree,Male,Research Scientist,2,Married,5467,8,3,16,4,4,8
0,23,Research & Development,20,1,Life Sciences,Male,Laboratory Technician,3,Single,2272,0,2,5,2,3,4
0,23,Research & Development,10,1,Medical,Male,Research Scientist,3,Single,3505,1,4,2,3,3,2
0,26,Sales,1,3,Life Sciences,Male,Sales Executive,3,Married,5296,1,2,8,3,3,8
0,44,Human Resources,1,4,Life Sciences,Female,Human Resources,3,Single,5985,4,2,10,1,4,2
0,44,Research & Development,23,3,Medical,Male,Laboratory Technician,2,Married,2042,4,3,17,3,4,3
0,50,Research & Development,17,5,Life Sciences,Female,Research Director,1,Divorced,13269,5,3,19,3,3,14
0,30,Research & Development,8,2,Life Sciences,Female,Research Director,1,Married,11416,0,3,9,4,2,8
1,20,Research & Development,10,1,Medical,Male,Research Scientist,3,Single,1009,1,4,1,5,3,1
0,56,Research & Development,23,3,Life Sciences,Male,Manufacturing Director,2,Married,13402,4,1,33,0,3,19
0,35,Sales,16,3,Marketing,Male,Sales Executive,2,Married,8020,0,3,12,3,2,11
0,45,Research & Development,1,4,Medical,Female,Laboratory Technician,4,Divorced,2270,3,4,8,2,3,5
0,41,Sales,3,3,Life Sciences,Male,Sales Executive,2,Divorced,8938,2,3,14,5,3,5
0,31,Research & Development,7,4,Medical,Female,Manufacturing Director,4,Single,7143,1,3,11,2,2,11
0,38,Research & Development,4,2,Medical,Female,Laboratory Technician,3,Married,3306,7,4,7,5,2,0
0,27,Research & Development,5,3,Life Sciences,Female,Research Scientist,2,Single,2478,1,2,4,2,2,4
0,35,Research & Development,23,4,Medical,Male,Laboratory Technician,3,Married,2705,0,2,6,2,4,5
0,34,Human Resources,11,3,Life Sciences,Male,Human Resources,2,Married,4490,4,4,14,5,4,10
0,36,Research & Development,4,2,Life Sciences,Female,Manufacturing Director,2,Divorced,5131,7,2,18,3,3,4
0,19,Research & Development,25,3,Life Sciences,Female,Research Scientist,4,Single,2994,1,4,1,2,3,1
0,40,Research & Development,2,1,Medical,Female,Research Scientist,4,Single,2342,0,4,5,2,2,4
0,54,Research & Development,11,4,Medical,Female,Manager,4,Divorced,16032,3,1,26,2,3,14
0,37,Sales,2,3,Marketing,Male,Sales Executive,3,Married,9602,4,3,17,3,2,3
