COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
1,21071,86,69,228903,241,3,1,very_unsat,very_high,considering,0
0,63732,47,0,652845,268,3,14,avg,very_high,actively_looking_into_it,0
0,131223,57,7,257013,877,3,5,very_sat,very_high,never_thought,0
0,44215,190,10,679200,182,24,6,very_unsat,very_little,considering,0
0,25516,144,9,985235,209,21,6,very_sat,very_high,considering,0
1,61641,182,51,631589,378,5,1,very_sat,avg,actively_looking_into_it,0
1,28804,51,13,676869,207,4,4,very_sat,very_high,considering,0
0,115097,56,0,510790,814,4,15,avg,little,considering,0
0,153636,218,11,178629,547,16,4,sat,little,considering,0
0,70691,0,79,626917,360,16,1,very_unsat,little,never_thought,0
1,74805,0,28,661899,392,1,2,unsat,little,considering,0
0,56335,58,0,642181,253,4,12,very_sat,very_little,considering,0
0,41146,0,83,354864,169,1,1,very_sat,avg,actively_looking_into_it,0
1,80143,201,42,973679,367,0,2,avg,very_little,actively_looking_into_it,0
0,35303,232,0,462628,142,23,14,very_sat,very_little,actively_looking_into_it,0
1,38449,0,18,582122,224,0,6,very_sat,very_high,considering,0
1,35568,0,0,178079,163,1,12,very_unsat,little,considering,0
1,104754,0,0,785376,625,1,13,very_unsat,little,perhaps,0
1,77542,0,0,559496,395,0,9,unsat,little,considering,0
0,24451,180,79,180003,230,0,2,very_unsat,very_little,considering,0
1,85225,53,7,437927,284,3,5,very_unsat,very_high,no,0
1,49689,0,6,191785,557,1,4,very_sat,very_little,considering,0
0,82332,0,68,454886,314,1,1,unsat,very_high,actively_looking_into_it,0
1,21288,61,25,738447,193,4,2,very_unsat,little,actively_looking_into_it,0
1,36000,81,0,823715,132,25,14,unsat,high,considering,0
1,95618,57,88,271646,371,4,2,very_unsat,little,no,0
0,28400,0,0,689580,234,1,12,very_unsat,high,no,0
1,141302,0,36,409188,534,0,1,unsat,very_little,considering,0
0,71364,82,0,234624,265,3,12,very_unsat,little,perhaps,0
1,38433,277,0,235370,233,28,11,very_sat,little,considering,0
1,37015,0,11,680383,239,1,6,unsat,very_little,considering,0
0,146173,60,0,530406,586,4,12,avg,little,actively_looking_into_it,0
0,33062,0,32,965133,176,0,4,avg,very_high,never_thought,0
0,81187,0,10,995573,388,11,6,very_sat,avg,no,0
1,72269,0,12,247700,378,1,6,unsat,little,never_thought,0
0,22105,52,0,490195,214,1,11,sat,little,never_thought,0
1,32790,51,24,177702,794,4,4,avg,little,actively_looking_into_it,0
0,25517,225,89,250979,242,15,2,very_unsat,very_high,considering,0
0,23202,216,52,725422,189,17,2,very_unsat,very_high,perhaps,0
0,89060,84,80,995557,230,5,6,avg,little,actively_looking_into_it,0
0,33147,183,46,929291,228,23,1,very_unsat,high,actively_looking_into_it,0
1,56461,0,0,151139,306,0,5,very_unsat,very_high,never_thought,0
0,41888,0,38,818046,200,0,1,avg,little,actively_looking_into_it,0
1,55528,0,0,747072,383,1,14,avg,very_high,considering,0
0,35224,0,0,190406,212,1,9,very_unsat,very_little,actively_looking_into_it,0
0,21154,0,0,447480,155,1,8,very_sat,little,considering,0
0,25906,177,7,238166,132,12,5,unsat,very_high,actively_looking_into_it,1
0,52645,0,38,548394,274,1,1,very_unsat,very_little,actively_looking_into_it,0
0,124061,50,0,298094,515,4,13,very_sat,avg,actively_looking_into_it,0
1,40980,76,18,812104,231,3,11,very_unsat,little,considering,0
1,143528,0,46,266773,481,4,2,unsat,little,considering,0
0,75489,199,0,766212,339,27,13,very_unsat,very_high,actively_looking_into_it,0
0,43970,0,69,609744,142,0,2,very_unsat,very_little,no,0
1,80891,233,13,229681,345,19,6,unsat,very_little,considering,0
0,27522,227,0,213049,192,25,15,unsat,high,no,1
1,85187,0,21,375764,260,1,5,very_unsat,little,considering,0
1,34980,0,0,268958,186,0,13,sat,high,no,0
0,27833,0,55,964451,329,0,1,unsat,very_high,actively_looking_into_it,0
1,31456,189,8,543923,193,18,6,very_sat,very_high,no,0
1,76577,166,62,550186,386,13,1,very_unsat,little,never_thought,0
0,75740,0,15,212115,395,0,4,avg,little,perhaps,0
0,149810,41,0,553209,746,4,10,avg,little,no,0
1,48401,167,0,623160,210,0,4,very_unsat,little,actively_looking_into_it,0
1,106887,232,0,242676,614,15,8,avg,little,considering,0
1,41175,61,41,229062,150,13,1,very_unsat,very_high,actively_looking_into_it,0
0,56628,248,36,193741,267,14,1,very_sat,high,considering,0
1,65312,0,41,295998,277,0,2,unsat,little,never_thought,0
1,74314,67,0,411208,349,3,12,unsat,little,considering,0
1,149365,0,87,578205,623,0,1,unsat,high,no,0
0,80947,38,18,451342,296,4,5,very_sat,high,perhaps,0
1,46394,47,0,250623,179,4,14,unsat,little,never_thought,0
1,49573,217,19,367866,188,23,6,very_sat,little,never_thought,0
1,47130,0,44,249702,173,0,1,very_sat,very_little,no,0
1,74210,0,24,335064,376,0,4,very_unsat,very_high,no,0
1,42586,220,0,878852,198,15,15,very_unsat,very_high,considering,0
0,20897,46,13,600912,231,5,4,very_unsat,little,considering,0
0,55282,98,0,980897,345,3,15,very_unsat,little,actively_looking_into_it,0
1,26139,67,0,985388,203,4,11,very_unsat,very_high,actively_looking_into_it,0
1,122175,0,0,278912,435,0,5,very_sat,very_little,considering,0
1,33447,0,20,157092,142,1,4,unsat,little,considering,0
1,76346,242,68,645369,378,15,2,sat,very_little,considering,0
1,38549,0,0,701381,172,1,9,unsat,little,no,0
0,159983,49,19,581215,748,5,6,very_sat,little,no,0
1,89399,42,0,594095,250,3,11,very_sat,little,considering,0
1,94863,45,9,779630,270,0,6,very_unsat,little,considering,0
1,64384,0,20,434452,383,1,6,very_unsat,very_little,actively_looking_into_it,0
1,88917,252,71,483670,276,20,1,very_unsat,very_high,considering,0
1,149627,0,34,832074,413,0,1,very_unsat,little,actively_looking_into_it,0
1,144824,62,0,692558,760,10,14,very_sat,very_high,considering,0
0,48422,0,19,552478,161,0,4,very_sat,little,actively_looking_into_it,0
0,138084,0,0,701075,643,1,11,very_unsat,very_high,no,0
0,25137,61,0,244287,195,3,14,very_unsat,little,considering,0
1,116522,0,5,494426,688,0,4,very_unsat,little,considering,0
1,101100,56,0,546291,560,3,9,avg,little,no,0
1,81180,48,0,956226,379,3,10,unsat,little,no,0
0,49611,0,69,654158,143,3,1,avg,very_high,actively_looking_into_it,0
1,155788,44,7,227272,893,0,15,very_unsat,very_high,never_thought,0
1,43203,36,23,689649,134,4,4,very_sat,little,considering,0
1,107768,174,0,278811,604,10,12,unsat,high,no,0
0,119425,86,0,370309,700,5,13,very_unsat,very_high,perhaps,0
1,59543,78,11,450771,393,5,6,very_unsat,little,considering,0
1,69127,0,0,759538,302,1,8,very_unsat,very_high,considering,0
0,55044,47,63,359860,371,4,2,very_sat,high,considering,0
1,121110,0,22,522287,611,0,6,very_unsat,little,no,0
0,94640,0,10,192856,334,1,6,very_sat,very_high,considering,0
0,84786,0,19,461748,357,1,5,very_unsat,very_little,no,0
1,155270,67,0,717238,396,28,12,very_unsat,very_little,actively_looking_into_it,0
1,36293,38,31,641874,184,4,1,unsat,very_high,never_thought,0
1,114130,0,87,198814,856,0,1,very_unsat,very_high,considering,0
1,135391,73,7,182001,882,4,4,unsat,little,actively_looking_into_it,0
1,150328,0,16,723585,460,1,5,unsat,little,considering,0
1,69642,0,11,238500,361,19,6,sat,little,no,0
1,53404,0,20,551514,392,5,6,unsat,little,never_thought,0
0,74835,205,0,320867,259,23,8,very_unsat,little,no,0
0,28437,0,18,184782,209,1,6,very_sat,little,perhaps,0
0,58979,0,29,618655,346,1,1,very_sat,very_high,considering,0
1,96614,65,0,283817,305,5,15,very_sat,little,never_thought,0
1,145109,49,21,758562,181,4,4,avg,high,actively_looking_into_it,0
0,30427,59,76,833075,214,3,10,very_unsat,little,never_thought,0
1,34760,49,87,667823,172,5,1,unsat,very_little,actively_looking_into_it,0
1,87692,0,24,549855,296,1,4,unsat,little,never_thought,0
0,27838,56,12,971009,196,3,6,very_unsat,little,considering,0
0,100253,0,23,176085,791,11,12,very_unsat,little,actively_looking_into_it,0
1,81187,260,0,605309,348,1,15,very_unsat,high,actively_looking_into_it,0
0,27157,0,61,193816,205,21,1,very_sat,little,no,0
1,41238,63,14,781766,248,4,6,avg,avg,no,0
1,75299,237,9,787218,326,29,4,very_sat,little,actively_looking_into_it,0
0,38014,0,0,811932,137,1,10,very_unsat,very_little,considering,0
1,30017,50,0,169123,145,5,11,very_sat,little,considering,0
0,154421,0,0,977786,776,0,13,sat,very_little,never_thought,0
0,91455,199,17,789183,330,16,9,unsat,little,perhaps,0
0,22918,43,27,436828,173,3,1,very_unsat,very_high,no,0
1,58252,58,88,823993,394,4,1,very_sat,very_high,no,0
0,86828,0,0,817031,376,1,10,avg,very_high,considering,0
0,34467,0,0,266852,179,0,8,very_unsat,little,actively_looking_into_it,0
0,31198,72,0,241681,143,3,9,unsat,little,considering,0
0,29349,0,0,720793,147,0,12,very_unsat,very_high,perhaps,0
1,41928,195,78,594312,308,1,1,unsat,very_high,no,0
0,51910,45,0,877599,375,3,10,very_sat,avg,considering,0
0,43758,0,0,337487,322,1,12,very_unsat,high,actively_looking_into_it,0
1,32740,0,0,175285,206,0,14,unsat,very_little,actively_looking_into_it,0
0,72708,0,0,904574,291,0,8,very_unsat,little,no,0
0,41994,83,15,716900,139,5,5,very_unsat,little,no,0
0,91168,186,0,901132,143,1,13,very_unsat,little,actively_looking_into_it,0
0,62679,0,0,828164,372,1,9,very_unsat,little,no,0
1,56097,244,0,884690,318,23,14,very_sat,little,no,0
0,27699,0,22,702366,154,1,4,very_sat,very_high,considering,0
1,86562,0,84,953523,312,0,1,very_unsat,little,actively_looking_into_it,0
1,95901,0,11,229621,284,0,6,avg,high,considering,0
1,90606,59,0,304462,260,5,13,very_unsat,little,no,0
0,21894,239,15,156142,153,28,6,unsat,little,considering,1
1,69048,68,75,625935,310,4,2,very_sat,very_high,no,0
1,20548,0,13,618233,247,0,4,sat,very_high,no,0
0,27061,54,0,919216,222,5,15,very_sat,very_high,never_thought,0
0,108080,190,60,494010,813,0,2,sat,very_high,no,0
1,71714,166,21,206098,252,27,15,very_unsat,very_high,considering,1
0,26967,0,9,434034,160,1,5,unsat,little,no,0
0,34773,0,0,623911,190,1,8,very_unsat,little,actively_looking_into_it,0
0,116374,68,64,201641,466,5,1,very_sat,avg,never_thought,0
1,132990,62,32,376081,718,3,2,very_unsat,very_little,considering,0
0,109268,32,0,258512,435,4,13,avg,little,actively_looking_into_it,0
0,49902,232,23,752622,165,16,5,very_unsat,little,considering,0
0,112708,49,0,187282,896,5,10,very_unsat,very_little,actively_looking_into_it,0
1,146514,85,0,929691,715,4,6,very_sat,little,actively_looking_into_it,0
0,46092,0,20,626196,222,1,4,unsat,very_high,never_thought,0
1,93688,75,76,728164,260,5,2,very_sat,very_high,considering,0
0,23285,61,7,291692,144,5,5,unsat,very_high,considering,0
0,100057,141,23,807514,830,26,6,very_sat,little,actively_looking_into_it,0
0,61304,55,0,159716,292,4,13,very_sat,avg,actively_looking_into_it,0
1,130578,167,0,695694,591,29,14,very_unsat,little,actively_looking_into_it,0
0,44755,0,51,525917,162,1,1,unsat,little,actively_looking_into_it,0
1,25371,0,43,928331,177,0,1,avg,very_little,considering,0
1,35229,220,0,866256,133,18,13,very_sat,very_high,perhaps,0
0,155058,43,0,286356,516,5,9,very_unsat,little,considering,0
0,29990,212,5,766604,197,29,4,very_sat,very_little,never_thought,0
0,40243,208,0,980463,194,19,12,very_unsat,little,considering,0
0,83663,55,40,426618,339,5,9,very_sat,very_little,actively_looking_into_it,0
0,20918,86,0,250170,798,5,10,very_unsat,little,never_thought,1
1,42029,233,6,680682,197,10,6,unsat,little,never_thought,0
0,39152,54,10,312444,220,5,6,avg,very_high,actively_looking_into_it,0
1,74674,206,61,195594,362,20,2,very_unsat,very_little,actively_looking_into_it,0
0,49305,38,0,614233,184,24,13,unsat,very_little,considering,0
1,53689,0,0,224646,258,1,1,sat,very_high,considering,0
1,148135,64,0,352467,601,3,1,very_unsat,very_little,actively_looking_into_it,1
1,78674,48,0,297403,311,3,13,very_unsat,little,considering,0
1,89398,0,8,218757,769,1,12,very_sat,very_little,no,0
1,21603,49,0,797639,207,5,9,very_unsat,very_little,actively_looking_into_it,0
0,41996,185,22,781366,147,28,6,avg,little,considering,0
0,30999,50,61,708833,131,5,1,very_sat,very_little,actively_looking_into_it,0
0,55690,0,0,734039,262,0,14,unsat,very_little,considering,0
1,38074,0,9,999321,140,1,4,unsat,very_high,no,0
1,124709,156,15,176967,661,28,5,unsat,very_little,no,0
0,38451,0,11,525369,184,1,5,very_sat,very_little,actively_looking_into_it,0
0,87654,0,15,347670,329,1,13,very_unsat,little,considering,0
1,83159,36,0,640819,278,3,15,very_sat,little,considering,0
0,30126,0,16,718774,241,0,6,avg,very_high,no,0
0,64732,199,0,985968,368,27,9,very_sat,very_high,considering,0
0,137854,0,10,283374,523,0,4,very_unsat,high,no,0
1,54836,0,22,262261,330,1,5,avg,high,actively_looking_into_it,0
1,89118,196,17,855841,287,24,5,avg,very_high,never_thought,0
0,51238,44,0,219309,309,3,11,very_unsat,very_little,actively_looking_into_it,0
1,26113,0,0,292652,189,0,14,very_sat,very_little,never_thought,0
0,20120,43,0,623166,209,5,8,very_sat,little,never_thought,0
1,106578,0,61,500680,537,1,2,very_unsat,very_little,never_thought,0
0,30744,0,81,193592,891,1,2,unsat,very_high,no,0
0,22976,59,0,882252,143,1,10,very_unsat,very_high,actively_looking_into_it,0
1,98635,0,59,156759,367,1,2,very_sat,little,considering,0
0,73803,215,89,356757,285,17,1,very_sat,very_high,considering,0
0,38994,51,74,589674,192,4,2,unsat,little,considering,0
1,141258,0,10,329488,571,1,4,very_sat,very_high,never_thought,0
0,66483,0,16,274957,343,1,4,very_unsat,very_high,considering,0
1,37062,57,22,744533,152,3,4,very_sat,avg,never_thought,0
1,68496,0,0,519114,319,0,14,very_unsat,little,considering,0
0,74019,43,16,552741,376,4,4,unsat,little,considering,0
1,33337,42,29,454627,168,5,2,unsat,very_high,considering,0
0,60890,197,0,645244,371,14,12,very_sat,little,considering,0
1,40836,0,81,498561,191,1,2,very_unsat,very_little,never_thought,0
0,114125,0,0,391040,411,0,9,very_unsat,little,actively_looking_into_it,0
0,125550,219,0,969695,603,18,14,very_sat,little,no,1
0,44999,76,0,716553,840,5,11,very_unsat,little,considering,0
0,31107,190,0,863046,240,29,6,very_sat,very_high,perhaps,0
1,95302,59,68,285032,370,0,2,unsat,high,actively_looking_into_it,0
0,25117,174,11,701457,166,1,6,very_unsat,very_little,no,0
0,76599,0,21,245021,386,0,5,very_sat,high,considering,0
1,101583,0,21,496604,431,1,4,sat,very_little,considering,0
0,119088,0,12,854910,367,1,6,very_sat,little,actively_looking_into_it,0
0,21954,0,12,409798,231,1,4,very_sat,very_high,considering,0
1,32738,191,5,864273,221,10,5,unsat,little,actively_looking_into_it,0
0,47450,30,15,165034,226,3,6,very_sat,very_high,considering,0
1,47761,226,14,546156,132,26,5,very_sat,very_high,considering,0
1,33472,0,15,747846,145,0,4,very_unsat,very_high,actively_looking_into_it,0
0,93426,152,0,499473,397,13,15,very_unsat,very_little,considering,0
0,20191,0,10,469070,198,1,5,very_unsat,little,considering,0
1,154238,56,13,960400,203,4,6,very_sat,very_high,no,0
1,35802,211,16,317611,219,5,4,very_sat,little,actively_looking_into_it,0
1,113879,43,0,365084,298,3,5,unsat,little,no,0
0,41885,0,85,154009,343,1,1,very_sat,avg,considering,0
0,152370,0,36,990619,819,1,2,very_sat,avg,considering,0
0,72566,0,7,742719,440,1,5,avg,very_little,no,0
0,83088,67,26,985941,297,3,2,very_sat,little,no,0
1,22532,52,0,178782,200,4,12,very_unsat,little,considering,1
0,39479,164,51,941365,341,17,2,very_unsat,very_high,actively_looking_into_it,0
0,25484,0,14,792616,174,0,15,avg,very_little,considering,0
0,87352,51,67,907927,362,3,1,very_unsat,very_high,no,0
1,33115,0,59,979517,821,0,1,very_unsat,very_little,no,0
0,78749,0,41,981776,386,1,1,avg,very_high,actively_looking_into_it,0
1,131646,0,0,199461,517,1,12,unsat,very_high,perhaps,0
0,114511,71,22,874645,429,3,4,very_unsat,very_little,considering,0
0,137194,0,0,175659,623,0,9,very_unsat,very_high,actively_looking_into_it,0
0,72263,0,14,494669,335,3,5,very_unsat,very_high,never_thought,0
1,21220,63,0,867140,196,5,14,very_unsat,little,never_thought,0
0,67948,0,38,570370,281,0,13,very_unsat,high,considering,0
0,27399,55,24,869843,227,14,6,very_unsat,very_high,considering,0
1,44986,219,0,977398,235,25,11,avg,little,considering,0
1,121805,0,51,924991,472,0,1,very_unsat,little,perhaps,0
1,145788,53,7,635531,749,4,12,unsat,very_little,actively_looking_into_it,0
0,115440,0,5,625182,483,0,10,very_unsat,very_high,no,0
1,159094,94,24,164967,470,4,5,avg,little,considering,0
1,45590,141,0,846642,662,3,13,very_unsat,high,actively_looking_into_it,0
1,34842,194,8,871571,230,22,6,very_sat,very_high,never_thought,0
0,54722,220,21,736489,295,29,5,avg,little,considering,0
1,91781,0,21,623149,325,0,4,avg,very_high,considering,0
0,62450,82,0,897937,131,5,14,very_sat,little,never_thought,0
1,81462,238,82,266999,190,12,1,very_unsat,avg,considering,0
0,148919,53,6,392141,682,5,4,very_sat,little,considering,1
1,29005,146,0,345310,204,19,10,avg,very_high,considering,0
0,78422,42,85,289735,283,3,2,very_sat,little,actively_looking_into_it,0
1,34922,206,24,901242,191,28,4,very_unsat,very_high,considering,0
1,150834,64,7,271402,673,3,4,very_sat,very_high,considering,0
1,90549,238,68,774264,256,12,2,avg,very_high,considering,0
0,42191,262,5,382778,219,28,6,avg,little,actively_looking_into_it,0
1,36671,70,46,152700,232,5,1,sat,little,considering,0
0,149444,0,0,191950,485,1,15,unsat,very_little,actively_looking_into_it,0
1,27828,74,48,781198,213,3,2,very_sat,little,no,0
0,37277,64,0,193613,212,5,8,very_unsat,little,actively_looking_into_it,0
1,40970,46,14,182301,236,4,5,unsat,little,considering,0
0,44776,219,84,448905,211,18,1,sat,high,actively_looking_into_it,0
1,34941,0,0,468160,203,1,10,very_sat,little,considering,0
1,150979,177,18,567498,531,25,5,unsat,very_high,considering,0
0,114930,157,0,430761,505,1,11,very_unsat,very_little,no,0
0,92724,0,13,355875,307,0,5,very_sat,very_high,actively_looking_into_it,0
1,48649,160,45,809812,216,13,1,very_unsat,very_high,considering,0
1,31623,0,7,667313,178,0,5,very_unsat,little,actively_looking_into_it,0
0,92405,190,0,487171,395,17,15,very_unsat,little,actively_looking_into_it,0
0,82467,55,30,809695,354,0,1,avg,very_high,actively_looking_into_it,0
1,33951,184,15,693340,153,16,6,very_unsat,little,actively_looking_into_it,0
0,25428,69,86,221405,137,19,1,unsat,very_high,never_thought,0
1,49997,0,50,996321,234,0,1,unsat,very_high,considering,0
0,36925,202,8,660043,221,19,8,very_sat,little,actively_looking_into_it,0
0,23858,29,88,730876,181,4,2,unsat,little,considering,0
1,42922,53,0,709313,157,4,15,very_unsat,very_high,considering,0
1,72724,0,28,420778,280,1,1,unsat,little,never_thought,0
0,34577,200,20,406106,182,26,4,very_sat,very_high,actively_looking_into_it,1
0,65328,0,0,438017,366,0,14,unsat,very_high,no,0
0,72790,0,24,693256,252,1,4,unsat,very_high,considering,0
1,149014,0,26,846183,843,0,2,very_sat,high,no,0
0,48769,69,51,791022,186,3,2,very_sat,little,actively_looking_into_it,0
0,34716,194,0,264677,449,23,8,very_unsat,high,considering,0
0,106784,192,52,644249,191,13,1,unsat,very_high,considering,0
1,132530,0,10,196535,559,0,6,very_unsat,avg,perhaps,0
1,121730,227,0,279990,732,17,15,very_sat,very_high,perhaps,0
0,20190,63,0,865109,167,5,12,unsat,very_little,no,0
1,33414,0,0,232877,188,0,6,very_sat,very_high,actively_looking_into_it,0
1,51395,53,20,988617,325,3,6,very_sat,little,never_thought,0
0,80467,0,15,286915,308,1,6,very_sat,little,never_thought,0
0,29946,217,0,823153,248,24,10,very_sat,little,no,0
0,26454,185,39,396324,171,14,2,very_sat,very_high,actively_looking_into_it,0
1,131116,64,0,568660,450,3,2,avg,high,considering,0
0,148258,189,11,557236,880,13,5,very_sat,little,actively_looking_into_it,0
0,38940,35,16,263640,182,3,6,very_unsat,very_little,actively_looking_into_it,0
0,95011,148,65,786170,266,25,1,very_unsat,little,actively_looking_into_it,0
0,63333,72,9,395282,337,4,4,very_unsat,very_little,no,0
0,146841,234,11,418031,473,19,4,very_unsat,very_high,considering,0
1,144840,76,12,174444,874,5,11,unsat,very_high,actively_looking_into_it,0
1,23063,58,83,584103,135,5,1,very_unsat,little,actively_looking_into_it,0
0,102228,247,17,681849,479,11,6,very_unsat,very_high,considering,0
0,56864,0,0,297004,360,0,15,very_unsat,little,never_thought,0
0,30602,0,20,161364,156,1,4,very_unsat,little,considering,0
0,29728,229,25,425957,568,16,1,very_unsat,very_high,actively_looking_into_it,0
0,97528,163,45,973470,307,0,2,very_sat,very_high,never_thought,0
0,44237,0,0,206889,166,0,13,unsat,very_high,no,0
1,100756,0,19,217646,402,0,5,very_unsat,very_high,considering,0
1,110080,0,66,285718,594,0,2,very_unsat,very_high,no,0
1,35314,0,0,281556,240,1,10,very_unsat,avg,considering,0
1,53565,0,25,646441,205,1,1,avg,very_high,considering,0
0,26918,0,10,261614,179,0,6,sat,little,actively_looking_into_it,0
0,117488,53,12,810740,205,4,4,very_unsat,high,considering,0
1,101355,173,19,998814,700,12,1,very_unsat,very_high,actively_looking_into_it,0
1,107715,0,7,686861,610,0,6,unsat,very_high,considering,0
0,80949,54,58,883143,360,5,1,very_unsat,very_high,no,0
0,140476,47,20,811316,713,5,6,very_unsat,very_little,considering,0
0,26426,0,0,402342,190,0,11,very_unsat,avg,actively_looking_into_it,0
1,82591,72,71,635498,261,5,2,very_unsat,little,considering,0
0,101746,0,7,223810,748,1,6,very_sat,little,actively_looking_into_it,0
1,130797,58,12,475782,768,4,6,very_sat,little,no,0
0,43284,174,43,609163,161,18,2,sat,little,considering,0
1,117250,0,16,332803,648,1,6,unsat,little,no,0
1,27962,65,62,223095,587,4,1,very_sat,high,perhaps,0
1,31694,0,0,233195,204,1,8,very_unsat,little,considering,0
1,70350,55,23,335654,344,4,4,unsat,very_high,actively_looking_into_it,0
0,113500,0,13,550957,760,1,6,very_unsat,very_little,never_thought,0
0,121720,47,0,559530,548,5,11,very_sat,little,considering,0
0,22955,231,12,762471,220,21,5,very_unsat,very_high,actively_looking_into_it,0
1,130626,52,0,797779,590,3,14,very_sat,little,actively_looking_into_it,0
0,39748,206,21,155121,136,14,6,very_unsat,very_little,considering,0
1,53915,49,35,805910,303,4,1,very_sat,very_high,considering,0
0,138318,52,17,505453,538,3,6,very_unsat,little,considering,0
1,68263,51,14,507265,136,4,6,avg,very_little,considering,0
0,27442,37,24,367615,614,5,4,avg,little,considering,0
1,115437,50,57,321667,738,5,1,unsat,little,considering,0
0,43230,71,7,829995,244,5,5,very_unsat,very_little,considering,0
0,21295,0,11,723403,212,1,4,very_sat,very_high,considering,0
1,34505,51,24,188348,212,4,4,unsat,very_high,actively_looking_into_it,0
0,108087,0,68,559890,551,0,1,very_sat,little,actively_looking_into_it,0
0,108119,53,20,231645,698,5,6,very_unsat,little,actively_looking_into_it,0
0,28136,200,0,787611,138,3,1,unsat,little,actively_looking_into_it,0
1,33390,69,0,826493,232,5,14,unsat,little,considering,0
0,45065,57,17,341130,164,4,4,unsat,very_little,considering,0
1,155213,0,19,943512,817,1,4,unsat,avg,no,0
1,42859,0,0,684967,203,0,10,avg,high,never_thought,0
0,159954,26,24,299070,804,5,1,very_unsat,very_high,considering,0
1,25495,0,0,696410,166,1,14,very_unsat,very_little,never_thought,0
1,108123,0,0,987559,472,4,10,unsat,little,actively_looking_into_it,0
0,23965,40,30,971976,145,4,1,unsat,very_little,considering,0
1,51375,34,18,227762,283,5,4,very_unsat,high,considering,0
0,97140,0,19,176745,301,0,4,very_unsat,little,perhaps,0
0,130903,0,18,576266,819,0,4,very_unsat,very_high,considering,0
1,47222,0,0,617656,222,0,9,very_sat,very_little,actively_looking_into_it,0
1,31412,0,0,261815,160,1,12,unsat,very_high,considering,0
0,58289,209,56,932515,358,1,1,very_sat,very_little,considering,0
1,51845,0,20,205337,327,1,5,very_sat,little,never_thought,0
0,39666,167,0,247772,812,26,15,very_sat,very_high,considering,0
0,29537,0,16,316581,234,1,5,very_unsat,little,never_thought,0
0,132393,189,8,201574,879,15,6,unsat,little,no,0
1,106312,33,0,437850,877,4,2,unsat,high,considering,0
1,76786,54,0,664636,170,5,9,very_unsat,very_high,no,0
0,88961,216,0,800579,348,28,11,very_unsat,little,no,0
1,146377,74,19,719355,603,4,5,very_sat,little,never_thought,0
1,36132,0,0,909924,212,0,15,unsat,very_high,considering,0
0,26868,192,84,906336,217,24,2,very_unsat,very_high,considering,0
1,113606,69,23,849499,490,4,5,very_unsat,very_high,actively_looking_into_it,0
0,75105,197,89,969139,306,18,1,very_unsat,little,no,0
0,150220,0,23,564325,670,3,5,very_sat,little,actively_looking_into_it,0
0,57142,0,60,761401,395,0,2,very_unsat,high,actively_looking_into_it,0
0,129128,0,18,297571,620,0,5,unsat,high,considering,0
0,89262,0,12,156566,395,0,6,very_unsat,very_high,no,0
0,65213,29,80,851825,263,1,1,very_sat,very_little,actively_looking_into_it,0
1,156695,0,7,328459,532,21,4,unsat,little,no,0
0,81714,57,0,911008,364,4,15,very_unsat,avg,actively_looking_into_it,0
1,83706,62,51,911900,395,27,2,unsat,little,considering,0
0,120428,56,6,243215,859,4,4,unsat,little,actively_looking_into_it,0
0,34355,0,76,381006,134,1,6,avg,little,actively_looking_into_it,0
1,43557,226,0,406475,155,25,9,very_unsat,little,actively_looking_into_it,0
1,48113,42,9,407465,183,3,5,very_sat,high,considering,0
0,68720,0,0,930213,318,0,10,avg,very_little,actively_looking_into_it,0
1,26676,225,13,744630,229,18,5,very_sat,very_high,actively_looking_into_it,0
1,155156,233,11,238626,546,11,6,very_unsat,high,no,0
0,133947,0,11,353001,441,0,6,very_unsat,very_little,considering,0
1,92165,152,0,771245,372,26,15,avg,high,actively_looking_into_it,0
1,39982,0,73,866076,220,0,1,unsat,very_high,considering,0
1,35204,62,33,352464,189,21,15,avg,little,actively_looking_into_it,0
0,42467,61,22,901248,232,4,4,very_sat,very_little,considering,0
0,86028,199,17,974689,368,1,6,unsat,very_high,considering,0
0,99669,53,42,594366,309,5,1,very_unsat,little,actively_looking_into_it,0
0,73782,142,20,206751,378,23,6,very_unsat,very_little,considering,0
1,27035,213,35,205662,200,14,2,very_sat,little,considering,0
0,41826,64,15,829836,441,5,5,sat,little,considering,0
0,40631,0,13,750091,178,0,4,very_unsat,little,considering,0
0,45647,66,0,422685,172,3,10,very_unsat,very_high,considering,0
1,105899,0,0,345199,693,1,1,unsat,high,no,0
0,80616,249,9,885839,256,21,6,very_unsat,very_high,never_thought,0
0,74184,0,12,961814,289,1,6,very_sat,little,actively_looking_into_it,0
0,53968,201,0,233893,361,21,11,very_unsat,very_little,never_thought,0
1,29493,62,15,827007,798,3,6,very_unsat,little,actively_looking_into_it,0
1,25142,57,70,550205,186,5,1,very_unsat,very_high,considering,0
0,33557,0,20,783319,145,4,4,very_unsat,very_high,no,0
1,131770,64,0,790161,442,4,15,avg,little,no,0
0,143008,95,40,285476,513,5,1,very_sat,little,considering,0
0,51638,227,38,776942,251,12,1,very_sat,little,no,0
0,46789,57,7,262784,196,5,4,very_sat,very_high,actively_looking_into_it,0
