id,COLLEGE,INCOME ,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
16784,1,139333,0,20,942563,890,0,5,very_sat,very_high,considering,STAY
16785,1,113546,124,15,450968,360,11,1,unsat,little,never_thought,LEAVE
16786,1,57284,0,32,931074,245,1,2,very_unsat,little,never_thought,LEAVE
16787,1,63275,207,31,621979,266,28,2,unsat,very_high,no,STAY
16788,0,72256,161,13,967577,359,25,6,very_unsat,very_little,no,STAY
16789,0,98800,220,37,866949,397,20,2,sat,little,never_thought,STAY
16790,0,155817,0,41,592674,262,1,1,very_unsat,very_high,actively_looking_into_it,LEAVE
16791,1,22830,56,0,443273,165,4,14,unsat,high,considering,LEAVE
16792,1,27896,0,79,958492,199,0,2,very_sat,little,considering,LEAVE
16793,1,76483,162,0,383393,368,3,14,very_unsat,very_little,considering,LEAVE
16794,0,152322,57,81,884161,836,3,1,very_unsat,very_little,no,STAY
16795,0,109354,66,19,766837,846,4,6,very_unsat,little,considering,STAY
16796,1,44287,228,85,247359,223,20,1,unsat,little,no,LEAVE
16797,0,52901,0,0,685181,771,0,10,very_unsat,very_little,no,LEAVE
16798,1,119811,221,17,297666,797,14,4,very_sat,very_little,no,LEAVE
16799,1,28798,0,38,153533,200,1,1,very_sat,little,never_thought,STAY
16800,0,48775,205,22,910148,201,24,6,avg,little,no,STAY
16801,0,130001,240,15,837350,807,25,11,very_sat,very_little,no,LEAVE
16802,1,158077,36,18,813289,701,5,5,very_unsat,very_high,actively_looking_into_it,LEAVE
16803,0,83785,167,20,207254,321,18,5,avg,little,actively_looking_into_it,LEAVE
16804,0,63910,0,18,481318,317,16,5,very_unsat,little,considering,STAY
16805,1,151208,73,14,774769,454,5,5,very_unsat,avg,considering,STAY
16806,1,34192,158,11,443543,222,4,5,very_sat,avg,actively_looking_into_it,LEAVE
16807,0,103563,60,0,409509,715,3,10,very_unsat,little,considering,STAY
16808,0,34910,53,76,198291,197,14,2,very_unsat,little,considering,LEAVE
16809,0,25605,57,22,243456,242,3,11,avg,very_high,no,LEAVE
16810,0,106475,74,79,626214,876,16,1,unsat,very_high,considering,LEAVE
16811,1,70628,0,14,327845,316,0,4,very_unsat,very_high,no,LEAVE
16812,1,30381,61,8,460546,236,3,4,very_sat,very_little,never_thought,LEAVE
16813,0,28713,71,0,300211,209,5,10,sat,very_high,no,LEAVE
16814,1,159651,0,65,269269,427,4,2,unsat,very_little,actively_looking_into_it,LEAVE
16815,1,55542,209,0,268910,294,24,12,very_sat,very_little,actively_looking_into_it,LEAVE
16816,1,92077,213,0,361421,150,12,10,very_unsat,very_high,considering,LEAVE
16817,1,26409,30,52,955973,197,4,2,very_unsat,little,actively_looking_into_it,STAY
16818,0,86667,0,71,502978,330,1,1,unsat,high,no,LEAVE
16819,0,45545,0,84,248695,177,1,1,unsat,very_high,never_thought,LEAVE
16820,1,103086,123,0,538055,564,28,11,very_unsat,very_little,no,LEAVE
16821,1,120931,215,6,773920,416,17,4,very_sat,high,considering,LEAVE
16822,0,88381,194,16,607004,337,20,6,very_sat,little,considering,LEAVE
16823,1,123132,178,24,287478,757,19,4,avg,little,considering,LEAVE
16824,0,21965,0,0,874048,234,1,1,very_sat,very_little,actively_looking_into_it,STAY
16825,1,42212,149,23,424450,231,24,4,unsat,avg,considering,LEAVE
16826,0,40900,0,0,913545,187,1,11,very_sat,little,actively_looking_into_it,STAY
16827,0,28361,201,18,818664,360,28,4,very_unsat,little,no,STAY
16828,1,89261,0,40,276420,343,1,1,very_unsat,very_high,actively_looking_into_it,STAY
16829,0,40898,32,0,853353,260,5,9,very_unsat,very_high,no,STAY
16830,0,156582,57,0,206000,814,3,13,very_unsat,little,actively_looking_into_it,LEAVE
16831,1,58042,0,73,229151,356,1,1,very_sat,very_high,no,STAY
16832,1,59200,0,0,510383,334,1,11,very_unsat,very_little,considering,LEAVE
16833,1,46510,0,5,487879,207,1,4,very_unsat,very_little,no,STAY
16834,1,20525,203,49,639303,159,0,1,unsat,little,no,STAY
16835,0,63885,0,19,264855,276,1,5,unsat,high,actively_looking_into_it,STAY
16836,0,131282,82,0,416200,601,4,8,very_sat,very_high,no,STAY
16837,0,28017,0,14,892444,188,1,4,very_unsat,very_little,never_thought,LEAVE
16838,1,29943,210,11,606099,135,29,6,unsat,high,no,STAY
16839,1,48778,0,9,532865,419,1,6,sat,very_high,considering,LEAVE
16840,1,127859,200,14,319800,326,1,5,unsat,very_high,considering,STAY
16841,0,47285,0,27,257052,370,4,2,very_sat,very_little,actively_looking_into_it,STAY
16842,0,157788,51,0,188370,717,4,11,sat,high,considering,STAY
16843,1,103782,55,0,954044,418,5,13,very_sat,very_high,considering,STAY
16844,0,47276,227,53,754971,215,22,2,very_sat,little,considering,STAY
16845,0,93815,0,66,216870,870,0,2,avg,very_little,considering,LEAVE
16846,1,47277,39,12,559056,188,4,4,very_unsat,little,actively_looking_into_it,LEAVE
16847,1,138746,0,0,472852,835,1,14,unsat,very_high,considering,STAY
16848,0,77861,197,0,873513,377,16,8,very_unsat,very_high,actively_looking_into_it,STAY
16849,0,45961,77,8,364730,190,3,5,very_sat,very_high,considering,LEAVE
16850,0,89760,62,89,165236,396,5,13,very_unsat,very_little,considering,LEAVE
16851,0,28372,59,88,314272,197,3,1,unsat,high,perhaps,LEAVE
16852,1,84255,216,52,374252,164,16,6,unsat,little,never_thought,LEAVE
16853,0,33539,0,68,227953,165,0,1,unsat,little,actively_looking_into_it,LEAVE
16854,0,24779,176,23,726500,231,11,6,very_sat,avg,no,LEAVE
16855,0,76420,275,0,444233,271,11,14,very_unsat,very_little,no,LEAVE
16856,1,118747,52,5,287751,460,5,6,very_sat,very_high,actively_looking_into_it,STAY
16857,1,26441,0,0,176451,273,0,9,very_sat,little,never_thought,LEAVE
16858,0,79005,0,14,208325,165,0,11,very_sat,very_little,actively_looking_into_it,STAY
16859,1,33223,0,0,248677,191,0,8,very_sat,little,actively_looking_into_it,LEAVE
16860,0,31525,232,0,521805,211,18,11,unsat,very_high,never_thought,LEAVE
16861,0,80772,226,88,556576,383,14,6,unsat,very_high,never_thought,LEAVE
16862,1,78130,49,17,314102,346,3,5,very_sat,very_high,perhaps,LEAVE
16863,0,84291,0,0,190452,389,0,14,very_sat,little,considering,STAY
16864,1,92011,217,0,736036,155,4,15,unsat,very_little,actively_looking_into_it,LEAVE
16865,1,44060,52,14,274178,167,4,5,very_unsat,little,no,STAY
16866,1,31100,77,27,876108,223,5,6,unsat,very_little,actively_looking_into_it,STAY
16867,1,108394,92,18,573710,685,5,15,very_unsat,little,considering,LEAVE
16868,0,149900,199,0,581513,713,24,9,unsat,avg,actively_looking_into_it,LEAVE
16869,1,157487,71,9,180068,578,3,5,very_unsat,very_high,perhaps,LEAVE
16870,1,132105,215,10,709371,427,21,5,sat,very_high,actively_looking_into_it,STAY
16871,0,61712,71,84,479893,358,4,1,unsat,very_high,no,LEAVE
16872,1,136515,182,13,998419,607,13,4,unsat,high,no,LEAVE
16873,1,66446,44,0,905004,272,3,11,unsat,little,considering,STAY
16874,1,65215,182,0,401851,360,18,10,unsat,very_little,actively_looking_into_it,STAY
16875,0,95074,0,77,979876,297,0,2,very_sat,very_little,no,STAY
16876,0,55391,148,67,345114,386,15,2,very_unsat,very_high,considering,LEAVE
16877,0,44215,190,10,679200,182,24,6,very_unsat,very_little,considering,STAY
16878,1,29554,203,64,915748,176,17,1,very_sat,little,considering,STAY
16879,1,78363,0,55,893932,389,5,2,very_unsat,very_high,never_thought,STAY
16880,1,138811,0,21,164637,448,1,2,very_sat,very_little,never_thought,STAY
16881,0,92299,54,15,226995,347,0,5,very_unsat,little,actively_looking_into_it,STAY
16882,0,44739,0,0,233307,347,1,10,very_unsat,little,considering,STAY
16883,0,68316,0,35,598964,319,1,1,sat,very_high,no,LEAVE
16884,0,125760,0,0,505060,535,0,15,very_sat,little,considering,LEAVE
16885,0,136557,42,10,230361,720,4,4,avg,very_little,considering,LEAVE
16886,1,85860,0,0,266111,325,0,10,very_sat,high,no,LEAVE
16887,1,134275,193,0,626109,692,27,6,very_sat,high,no,STAY
16888,0,89872,194,0,374268,361,10,11,unsat,little,considering,LEAVE
16889,0,126836,183,67,355799,672,20,2,very_unsat,high,considering,LEAVE
16890,1,52440,55,0,450962,366,5,9,very_sat,little,never_thought,LEAVE
16891,0,85277,178,11,986385,270,22,8,very_unsat,little,no,STAY
16892,1,121565,0,52,525785,733,0,1,very_unsat,very_little,no,LEAVE
16893,0,80107,0,24,560019,175,1,6,avg,little,no,STAY
16894,1,28962,0,62,778035,234,1,1,very_sat,very_little,considering,STAY
16895,1,129053,196,0,771926,437,20,8,very_sat,little,considering,LEAVE
16896,0,56375,57,0,673770,257,5,11,very_unsat,very_high,considering,STAY
16897,1,75259,172,12,356799,381,12,4,unsat,little,actively_looking_into_it,LEAVE
16898,1,68316,0,47,283347,340,0,11,unsat,very_high,no,STAY
16899,0,39715,0,83,169690,249,0,2,avg,little,considering,STAY
16900,0,40926,0,23,956873,169,0,5,avg,little,actively_looking_into_it,STAY
16901,1,153187,0,48,559393,422,0,1,very_unsat,very_high,considering,LEAVE
16902,0,72251,0,38,983408,879,0,1,very_unsat,high,no,STAY
16903,1,103126,206,0,221753,721,1,8,very_unsat,little,perhaps,LEAVE
16904,0,43131,0,0,951448,238,0,12,very_unsat,very_high,considering,STAY
16905,0,85180,192,0,645228,394,25,13,very_unsat,very_little,considering,STAY
16906,0,132584,0,8,538476,569,1,5,very_sat,little,considering,STAY
16907,0,49365,163,0,748364,157,16,8,unsat,very_little,considering,STAY
16908,1,158927,0,0,728008,661,0,9,very_sat,very_high,considering,LEAVE
16909,0,89160,184,0,660051,349,29,14,unsat,high,no,STAY
16910,0,79820,205,0,322681,393,27,10,very_sat,very_high,considering,LEAVE
16911,0,122650,217,45,553315,471,1,2,avg,very_little,considering,LEAVE
16912,1,47034,81,0,464966,221,3,13,unsat,high,actively_looking_into_it,LEAVE
16913,1,41324,0,0,177257,184,0,15,sat,little,no,STAY
16914,0,114645,0,0,480588,691,1,10,very_sat,little,considering,LEAVE
16915,0,36617,217,27,394446,200,25,1,very_sat,little,considering,LEAVE
16916,0,106134,0,6,441712,478,1,4,unsat,little,perhaps,STAY
16917,0,88832,0,7,243935,370,0,4,unsat,little,considering,STAY
16918,1,117798,0,14,404894,751,1,4,very_unsat,very_little,no,STAY
16919,1,122235,230,0,184230,788,23,15,unsat,very_high,no,LEAVE
16920,0,33187,163,0,348084,232,4,2,very_sat,very_little,actively_looking_into_it,LEAVE
16921,1,37455,56,63,965401,471,3,1,very_sat,very_high,considering,STAY
16922,0,138283,247,9,840480,240,23,5,very_sat,avg,actively_looking_into_it,LEAVE
16923,1,46145,54,24,175924,130,3,6,very_unsat,little,actively_looking_into_it,LEAVE
16924,1,31855,136,10,938929,191,13,5,very_sat,very_little,considering,STAY
16925,1,78221,0,0,785240,347,1,8,very_unsat,little,considering,STAY
16926,0,58642,206,0,625127,340,12,9,very_unsat,very_little,considering,STAY
16927,0,44986,76,0,961508,169,3,9,very_sat,little,no,STAY
16928,1,143964,61,55,532071,857,23,1,very_sat,little,considering,LEAVE
16929,0,76997,0,21,234577,297,14,5,very_unsat,little,perhaps,STAY
16930,0,25988,60,0,182641,770,4,12,very_unsat,little,no,LEAVE
16931,1,72419,207,14,840672,350,10,2,avg,little,actively_looking_into_it,STAY
16932,0,74837,70,33,518608,289,5,2,sat,little,never_thought,LEAVE
16933,0,79847,211,0,627874,278,13,13,very_unsat,high,no,STAY
16934,0,152672,0,83,607575,869,1,1,very_sat,little,considering,LEAVE
16935,0,77227,198,21,869799,341,27,4,very_sat,little,no,STAY
16936,0,127683,239,76,289645,218,15,2,very_unsat,little,considering,STAY
16937,1,89685,29,0,451898,294,5,13,very_unsat,little,actively_looking_into_it,STAY
16938,0,98214,0,29,204678,307,14,2,very_unsat,high,considering,LEAVE
16939,0,158234,0,20,670617,206,1,5,very_sat,avg,no,LEAVE
16940,0,87704,0,8,390480,304,1,6,very_sat,very_high,actively_looking_into_it,STAY
16941,1,42445,70,76,188695,167,3,1,very_unsat,little,considering,LEAVE
16942,1,40365,0,0,461195,157,0,1,very_unsat,very_little,considering,LEAVE
16943,0,124241,0,16,802367,497,1,6,avg,very_little,actively_looking_into_it,STAY
16944,1,21922,56,89,871095,157,3,1,very_unsat,high,no,LEAVE
16945,0,66005,91,56,284150,311,4,1,avg,avg,actively_looking_into_it,LEAVE
16946,0,57325,0,0,404902,167,1,14,very_sat,high,actively_looking_into_it,LEAVE
16947,1,69642,0,11,238500,361,19,6,sat,little,no,STAY
16948,0,147084,0,76,154076,261,5,2,unsat,little,no,LEAVE
16949,1,110901,0,0,681985,795,1,9,very_unsat,very_little,considering,LEAVE
16950,1,35998,0,40,355556,264,1,1,very_sat,very_little,no,LEAVE
16951,0,39589,84,11,530072,147,5,4,very_sat,high,never_thought,STAY
16952,1,60818,202,32,410766,346,15,1,very_sat,very_little,never_thought,STAY
16953,0,27838,56,12,971009,196,3,6,very_unsat,little,considering,STAY
16954,0,101264,0,89,683039,852,0,5,very_unsat,very_little,actively_looking_into_it,STAY
16955,1,158130,54,0,277961,675,4,13,very_sat,high,actively_looking_into_it,STAY
16956,0,159401,207,0,560923,844,14,14,very_unsat,little,considering,LEAVE
16957,1,33206,37,29,561067,185,23,1,unsat,little,no,LEAVE
16958,1,99728,0,0,515738,267,1,13,avg,little,actively_looking_into_it,LEAVE
16959,0,110153,0,56,202416,610,0,6,very_unsat,very_high,no,LEAVE
16960,1,59417,68,82,452414,347,3,2,very_unsat,little,no,STAY
16961,1,49021,48,48,200638,139,23,2,very_sat,very_high,considering,STAY
16962,0,124582,0,0,863425,151,4,12,very_sat,little,considering,LEAVE
16963,1,68483,0,15,230487,366,0,6,very_unsat,very_high,no,STAY
16964,1,81972,54,0,845374,279,5,13,very_unsat,little,considering,STAY
16965,1,29949,0,18,770908,187,0,4,very_sat,little,no,STAY
16966,1,36743,68,49,416270,146,3,2,avg,very_high,actively_looking_into_it,LEAVE
16967,0,74698,185,0,250618,379,19,12,very_unsat,high,no,LEAVE
16968,0,147285,0,0,159993,767,1,13,sat,little,actively_looking_into_it,STAY
16969,1,115619,0,17,228105,617,0,4,very_unsat,high,actively_looking_into_it,STAY
16970,1,104812,235,72,382470,854,18,5,very_unsat,little,actively_looking_into_it,LEAVE
16971,1,101909,253,0,694585,421,29,1,very_unsat,very_high,considering,LEAVE
16972,0,143143,54,5,692331,459,3,4,very_unsat,very_little,considering,STAY
16973,1,113368,66,81,954773,424,5,1,very_sat,little,considering,LEAVE
16974,1,38212,69,74,426472,246,5,1,unsat,little,no,LEAVE
16975,0,121259,68,18,513933,819,4,4,very_unsat,little,considering,LEAVE
16976,1,54933,216,37,175483,341,14,2,very_unsat,little,considering,LEAVE
16977,1,139969,0,9,540536,574,0,4,unsat,very_high,no,STAY
16978,1,98307,175,12,196752,377,24,6,unsat,very_little,considering,LEAVE
16979,1,110110,73,0,389641,555,5,12,very_sat,little,no,LEAVE
16980,0,21400,76,0,579513,166,4,14,very_unsat,little,actively_looking_into_it,STAY
16981,1,35054,0,16,317189,162,1,6,very_unsat,little,no,LEAVE
16982,0,41987,61,8,240096,178,4,5,very_unsat,very_little,considering,STAY
16983,1,150498,0,44,266393,168,1,1,very_unsat,little,considering,LEAVE
16984,1,114178,185,0,509062,504,29,9,very_unsat,high,actively_looking_into_it,LEAVE
16985,0,38186,240,54,651250,133,26,2,very_unsat,very_high,actively_looking_into_it,STAY
16986,1,50889,29,40,199087,332,4,2,very_unsat,very_little,actively_looking_into_it,LEAVE
16987,1,85085,235,61,192426,307,12,1,unsat,little,no,LEAVE
16988,0,143920,74,68,393026,827,3,2,avg,very_little,never_thought,STAY
16989,1,121205,94,50,971332,708,5,2,unsat,little,actively_looking_into_it,STAY
16990,0,30191,234,54,343580,220,29,2,sat,very_high,actively_looking_into_it,LEAVE
16991,1,34017,0,0,719594,216,0,10,very_unsat,little,no,LEAVE
16992,0,119425,86,0,370309,700,5,13,very_unsat,very_high,perhaps,STAY
16993,1,53069,168,9,775473,346,11,5,very_unsat,little,considering,STAY
16994,0,132426,231,19,256474,815,5,4,very_unsat,little,actively_looking_into_it,LEAVE
16995,1,31530,0,0,420525,329,0,15,very_unsat,very_high,actively_looking_into_it,LEAVE
16996,1,150834,64,7,271402,673,3,4,very_sat,very_high,considering,STAY
16997,0,23252,0,0,449937,144,0,11,very_sat,little,actively_looking_into_it,LEAVE
16998,0,69823,0,13,874868,334,1,6,unsat,little,actively_looking_into_it,STAY
16999,0,91953,42,6,232956,318,20,4,very_unsat,high,actively_looking_into_it,STAY
17000,1,91851,198,70,217315,552,13,2,sat,little,considering,LEAVE
17001,1,22120,174,0,711348,173,15,15,very_sat,little,considering,STAY
17002,1,132891,61,18,951069,662,4,4,very_sat,avg,considering,LEAVE
17003,1,68852,207,10,253269,454,0,6,very_unsat,little,actively_looking_into_it,LEAVE
17004,0,125223,0,54,889978,503,1,1,very_sat,very_high,considering,LEAVE
17005,0,32363,208,14,952661,149,10,4,very_unsat,little,considering,LEAVE
17006,1,22795,0,78,914915,234,1,1,very_unsat,high,never_thought,LEAVE
17007,0,67669,154,34,196998,227,1,1,sat,very_little,never_thought,STAY
17008,1,58861,41,0,231276,383,4,12,sat,very_high,considering,LEAVE
17009,1,70767,168,0,162292,354,17,13,very_sat,very_little,actively_looking_into_it,LEAVE
17010,1,128949,56,0,420420,639,3,4,very_sat,little,actively_looking_into_it,STAY
17011,0,39833,0,0,419542,229,0,15,very_sat,very_little,considering,LEAVE
17012,0,20327,194,7,345695,131,14,5,avg,little,no,LEAVE
17013,0,25719,84,14,285257,177,4,2,very_unsat,very_high,no,LEAVE
17014,0,34941,0,51,721471,199,1,1,very_unsat,high,considering,LEAVE
17015,1,139923,0,54,610291,684,0,1,unsat,high,considering,STAY
17016,0,87784,0,18,218957,294,1,4,very_unsat,little,perhaps,STAY
17017,1,155421,253,55,768855,598,0,2,avg,little,no,STAY
17018,0,49744,157,0,237629,203,23,12,very_unsat,little,considering,LEAVE
17019,0,89571,41,44,578765,324,0,2,very_sat,little,never_thought,STAY
17020,1,158665,0,0,807819,444,1,8,very_unsat,little,considering,LEAVE
17021,1,76905,48,64,628117,291,0,2,very_unsat,little,considering,STAY
17022,1,47402,0,26,578884,139,0,2,very_sat,very_high,considering,LEAVE
17023,1,131116,71,15,709321,193,4,5,unsat,little,actively_looking_into_it,STAY
17024,1,32927,0,11,183994,137,1,4,very_unsat,very_high,considering,STAY
17025,1,30007,0,0,305287,190,0,13,very_unsat,little,considering,LEAVE
17026,0,30741,0,22,817035,148,1,5,unsat,very_little,considering,STAY
17027,1,27667,54,15,267106,130,3,5,unsat,little,actively_looking_into_it,STAY
17028,0,58790,105,0,687773,317,3,15,avg,very_high,actively_looking_into_it,STAY
17029,0,118441,81,88,169595,853,4,1,very_sat,little,no,LEAVE
17030,1,62768,43,82,510475,333,5,2,very_unsat,little,actively_looking_into_it,LEAVE
17031,1,26369,0,66,561080,162,0,2,very_sat,high,no,STAY
17032,1,127713,231,23,894821,701,22,5,very_sat,little,actively_looking_into_it,LEAVE
17033,0,101100,0,0,272203,824,0,2,very_unsat,little,no,LEAVE
17034,0,95197,158,64,269167,355,12,2,very_unsat,little,actively_looking_into_it,LEAVE
17035,0,103380,85,0,187475,528,3,10,very_unsat,very_little,no,STAY
17036,0,23229,0,52,359912,230,4,4,very_unsat,little,considering,LEAVE
17037,1,56281,68,52,167550,261,3,1,very_sat,little,considering,LEAVE
17038,1,139564,53,50,402201,484,4,1,very_unsat,little,considering,LEAVE
17039,0,101541,0,0,593931,615,0,10,very_unsat,very_little,considering,LEAVE
17040,1,70419,41,77,331368,370,5,1,very_unsat,very_high,considering,LEAVE
17041,1,63794,48,24,210859,256,3,5,very_unsat,high,considering,STAY
17042,1,153285,58,47,556983,613,4,1,very_unsat,very_high,considering,LEAVE
17043,1,34941,0,0,468160,203,1,10,very_sat,little,considering,STAY
17044,0,107380,72,0,759982,715,3,8,very_sat,very_little,actively_looking_into_it,LEAVE
17045,0,28143,83,16,252572,169,3,5,unsat,little,no,STAY
17046,1,103790,227,22,410917,415,27,4,very_sat,very_high,actively_looking_into_it,LEAVE
17047,1,30132,216,7,580175,179,29,6,very_unsat,little,perhaps,STAY
17048,1,40712,211,23,483577,182,26,5,very_unsat,little,considering,LEAVE
17049,1,118588,0,24,208680,259,1,5,very_unsat,very_high,no,STAY
17050,0,141481,174,66,157695,527,19,1,very_unsat,very_little,never_thought,LEAVE
17051,1,43253,66,0,303912,189,5,14,very_unsat,little,considering,LEAVE
17052,0,101450,54,0,855290,773,3,11,very_unsat,very_high,considering,LEAVE
17053,0,150792,215,13,531587,890,5,11,unsat,very_high,no,LEAVE
17054,1,159681,213,0,703088,660,17,12,very_unsat,high,perhaps,LEAVE
17055,1,117183,65,17,728591,457,0,6,very_sat,little,actively_looking_into_it,STAY
17056,1,128282,56,40,493881,826,5,1,very_sat,little,considering,LEAVE
17057,1,73795,159,0,759481,366,16,11,very_unsat,avg,considering,STAY
17058,1,24143,70,9,782502,130,5,5,very_unsat,little,perhaps,STAY
17059,0,109616,32,49,161231,505,5,2,very_unsat,very_high,never_thought,LEAVE
17060,1,119327,34,0,351676,532,1,9,very_unsat,very_little,no,LEAVE
17061,0,110889,87,20,466708,502,3,4,unsat,little,considering,STAY
17062,0,65671,0,0,175371,263,1,15,very_unsat,very_little,actively_looking_into_it,LEAVE
17063,1,48345,195,31,378434,186,11,1,very_sat,very_little,considering,LEAVE
17064,0,92050,0,43,551350,291,1,1,avg,little,considering,STAY
17065,1,129932,69,56,371631,861,3,2,very_sat,little,perhaps,STAY
17066,1,26087,0,57,285119,202,0,1,unsat,very_high,no,LEAVE
17067,1,78341,154,16,869489,260,10,6,very_sat,little,considering,LEAVE
17068,1,116191,61,40,355193,473,5,1,very_unsat,high,considering,STAY
17069,0,118130,67,11,324328,696,5,5,very_sat,little,actively_looking_into_it,LEAVE
17070,1,124419,0,32,488652,595,1,2,avg,little,never_thought,LEAVE
17071,0,159941,77,8,382517,801,3,4,very_sat,high,actively_looking_into_it,LEAVE
17072,1,151937,59,74,559892,713,3,1,very_sat,very_high,no,STAY
17073,1,23561,166,21,300998,307,26,5,very_unsat,very_little,perhaps,LEAVE
17074,1,134675,92,49,331913,672,3,2,very_sat,high,considering,LEAVE
17075,0,123115,39,39,557300,836,5,6,very_unsat,little,considering,LEAVE
17076,0,45388,227,19,521454,189,13,6,avg,very_little,considering,LEAVE
17077,1,44611,56,13,185715,202,3,5,sat,little,actively_looking_into_it,LEAVE
17078,0,98260,202,0,463846,352,11,13,unsat,very_little,no,LEAVE
17079,1,125886,48,43,676042,561,5,1,very_unsat,very_high,considering,LEAVE
17080,0,58524,62,42,452032,585,3,2,avg,little,considering,LEAVE
17081,0,38418,193,69,172604,162,24,2,avg,little,considering,LEAVE
17082,1,140338,0,30,282900,786,0,2,unsat,very_high,considering,STAY
17083,0,132498,0,14,636749,609,0,2,very_unsat,little,actively_looking_into_it,STAY
17084,0,31367,156,7,647445,199,28,5,very_unsat,little,considering,STAY
17085,0,24006,0,19,525798,134,0,6,very_sat,very_little,no,STAY
17086,1,80658,77,12,513048,349,5,8,very_unsat,very_little,actively_looking_into_it,LEAVE
17087,1,82445,0,21,410465,295,1,4,unsat,high,considering,STAY
17088,0,154726,61,0,731789,194,5,11,very_unsat,very_high,no,LEAVE
17089,1,30006,27,0,225698,216,5,1,very_unsat,very_high,actively_looking_into_it,LEAVE
17090,1,40858,213,57,294853,183,22,1,very_unsat,little,considering,STAY
17091,0,30655,186,76,385964,223,0,2,very_unsat,little,no,LEAVE
17092,0,42392,61,0,350624,220,3,14,very_sat,high,considering,STAY
17093,0,156111,47,39,236178,760,24,1,sat,little,considering,LEAVE
17094,1,78389,192,8,633117,392,25,4,very_unsat,little,considering,STAY
17095,1,41476,39,39,245860,243,4,1,very_sat,little,never_thought,LEAVE
17096,1,108116,212,10,290785,423,19,6,very_unsat,very_little,actively_looking_into_it,STAY
17097,0,86901,229,0,152451,334,14,15,very_unsat,very_high,considering,STAY
17098,1,78996,144,0,392691,208,22,10,very_unsat,little,considering,LEAVE
17099,1,26241,231,74,227143,186,0,1,very_unsat,very_little,considering,LEAVE
17100,0,41165,76,16,586143,189,4,2,unsat,little,considering,STAY
17101,0,88713,0,70,587559,319,0,2,very_unsat,little,considering,LEAVE
17102,1,117051,54,14,182637,622,4,11,very_sat,very_high,no,LEAVE
17103,1,80281,65,9,434240,370,5,8,very_unsat,very_little,actively_looking_into_it,STAY
17104,0,61049,188,62,697844,272,21,1,avg,high,no,LEAVE
17105,1,78447,0,46,656393,252,0,2,very_sat,very_high,no,STAY
17106,0,28427,0,0,480422,190,1,8,unsat,little,considering,LEAVE
17107,0,124497,64,0,470898,624,5,6,unsat,little,never_thought,STAY
17108,1,87577,0,0,393771,351,0,8,sat,very_little,no,STAY
17109,1,54469,30,0,571022,212,3,10,very_unsat,very_high,never_thought,LEAVE
17110,0,75662,0,0,231482,337,1,14,unsat,avg,considering,STAY
17111,1,61262,70,0,252315,375,3,8,very_sat,little,no,STAY
17112,1,81436,228,88,281278,275,15,4,very_unsat,very_little,no,STAY
17113,0,34783,52,0,854445,165,4,12,avg,very_high,considering,STAY
17114,1,35309,57,0,419950,189,3,8,unsat,little,never_thought,LEAVE
17115,1,77136,0,17,364657,275,1,4,very_unsat,little,no,LEAVE
17116,0,54352,58,0,187449,383,5,14,unsat,very_little,no,STAY
17117,1,121438,207,16,543255,603,1,6,very_unsat,little,actively_looking_into_it,LEAVE
17118,1,32408,76,37,363381,158,4,2,very_unsat,high,considering,LEAVE
17119,1,138616,0,12,801453,761,1,4,very_unsat,very_high,no,LEAVE
17120,1,46488,217,24,395226,232,23,4,sat,very_high,actively_looking_into_it,LEAVE
17121,1,97131,0,79,684324,297,1,5,very_unsat,little,no,LEAVE
17122,0,128237,76,52,900542,432,4,2,very_unsat,very_high,considering,LEAVE
17123,1,36547,207,13,795770,174,12,4,avg,very_little,actively_looking_into_it,STAY
17124,0,49243,0,68,233417,195,0,2,unsat,little,actively_looking_into_it,STAY
17125,1,76847,201,49,285489,328,29,2,unsat,little,considering,LEAVE
17126,1,61011,0,78,825124,268,0,1,very_unsat,little,no,LEAVE
17127,1,130343,252,22,661082,504,10,5,unsat,very_little,considering,LEAVE
17128,1,43841,0,0,296561,186,1,13,very_unsat,very_little,considering,STAY
17129,0,56640,195,0,719629,265,27,12,very_unsat,little,actively_looking_into_it,STAY
17130,1,124366,0,0,241218,579,1,13,sat,high,considering,LEAVE
17131,0,23446,90,45,569129,157,3,4,unsat,very_high,actively_looking_into_it,STAY
17132,1,122647,0,87,453030,466,0,1,very_unsat,little,actively_looking_into_it,LEAVE
17133,0,143599,245,17,601400,887,26,5,unsat,little,considering,LEAVE
17134,0,24618,55,84,666606,139,4,1,very_unsat,very_little,considering,LEAVE
17135,1,115751,48,15,327369,263,4,4,avg,little,no,LEAVE
17136,1,86645,0,0,201931,345,1,13,very_sat,high,no,STAY
17137,1,39354,0,0,221686,225,0,12,very_sat,very_high,considering,LEAVE
17138,0,101842,228,0,225523,622,17,14,unsat,very_high,no,STAY
17139,0,77729,0,0,806343,804,0,15,unsat,very_little,considering,STAY
17140,1,33344,0,6,345743,240,1,5,very_unsat,avg,considering,STAY
17141,0,93308,56,0,733259,337,4,15,unsat,little,actively_looking_into_it,STAY
17142,1,122551,71,89,291633,650,4,1,unsat,very_high,no,LEAVE
